Year,Conference,Title,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24
1977,"POPL","Programming language constructs for which it is impossible to obtain good hoare-like axiom systems - Edmund Melson Clarke, Jr.",0.0297175694,21.5974975924,0.0297175694,0.0297175694,0.0297175694,0.0297175694,73.4619375464,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694
1977,"POPL","Expression continuity and the formal differentiation of algorithms - Bob Paige, J. T. Schwartz",0.0297175694,0.0297175694,0.0297175694,0.0297175694,25.1079755930,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,7.9514595457,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694
1977,"POPL","The evolution of programs: a system for automatic program modification - Nachum Dershowitz, Zohar Manna",0.0297175694,0.0297175694,0.0297175694,0.0297175694,56.6145413447,0.0297175694,0.0297175694,0.0297175694,10.2668941520,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,3.2077172114
1977,"POPL","Minimal and optimal computations of recursive programs - Gérard Berry, Jean-Jacques Lévy",0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,8.5793635303,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,63.8166445689,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,202.6931446089,0.0297175694
1977,"POPL","On the covering of left recursive grammars - A. Nijholt",0.0297175694,0.0297175694,0.0297175694,0.0297175694,15.9914333625,2.1288571050,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,2.9688622407,0.0297175694
1977,"POPL","A complete and consistent hoare axiomatics for a simple programming language - J. Cherniavsky, S. Kamin",0.0297175694,0.0297175694,0.0297175694,5.1508387356,0.0297175694,0.0297175694,1.9085964032,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694
1977,"POPL","Applications of high level control flow - Barry K. Rosen",0.0297175694,0.0297175694,0.0297175694,45.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694
1977,"POPL","Structuring - Eric C. R. Hehner",0.0297175694,0.0297175694,0.0297175694,27.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694
1977,"POPL","Implementation of an array bound checker - Norihisa Suzuki, Kiyoshi Ishihata",0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,43.6433715031,0.0297175694,0.0297175694,6.4038722027,0.0297175694,0.0297175694,203.0419090023,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694
1977,"POPL","Generalized common subexpressions in very high level languages - Amelia C. Fong",1.5310582685,0.0297175694,0.0297175694,50.0589806328,0.0297175694,0.0297175694,1.5546352001,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,0.0297175694,9.2995266918,0.0297175694,0.0297175694,33.7043870538,0.0297175694
