Year,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFP Topic 10,ICFP Topic 11,ICFP Topic 12,ICFP Topic 13,ICFP Topic 14,ICFP Topic 15,ICFP Topic 16,ICFP Topic 17,ICFP Topic 18,ICFP Topic 19,ICFP Topic 20,ICFP Topic 21,ICFP Topic 22,ICFP Topic 23,ICFP Topic 24,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA Topic 10,OOPSLA Topic 11,OOPSLA Topic 12,OOPSLA Topic 13,OOPSLA Topic 14,OOPSLA Topic 15,OOPSLA Topic 16,OOPSLA Topic 17,OOPSLA Topic 18,OOPSLA Topic 19,OOPSLA Topic 20,OOPSLA Topic 21,OOPSLA Topic 22,OOPSLA Topic 23,OOPSLA Topic 24,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,PLDI Topic 20,PLDI Topic 21,PLDI Topic 22,PLDI Topic 23,PLDI Topic 24,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19,POPL Topic 20,POPL Topic 21,POPL Topic 22,POPL Topic 23,POPL Topic 24
1996,24,3.63236330548,2.33138240337,0.0297175694,0.836512687129,0.683104104667,5.37926925,0.0297175694,0.0297175694,2.30817804837,3.21794367469,1.51560598155,0.102974129558,0.555840397754,0.628471358567,17.965232043,0.0297175694,0.0297175694,0.0297175694,6.65741942935,1.42721087749,4.75687818917,0.534238631325,7.17796934876,5.84936430891,0.379675649425,31,0.335595354261,11.4756048831,0.0297175694,0.309477604213,1.43374673756,1.19797613828,0.330063922229,2.10116953122,0.0297175694,1.4174987595,0.0297175694,1.46491430538,0.865053408668,3.14279268856,0.196305603139,13.7690860022,3.56341136768,8.90310449532,0.0297175694,3.91942972621,0.614118808148,2.9224776644,3.8100708096,2.80700625143,6.07742296074,27,1.99773018277,0.39490713967,2.46576918835,1.41189405569,0.805401844426,0.153945306252,0.829940280585,2.82965753013,4.54163716574,12.7078100319,0.0297175694,9.11038905958,1.74566602166,4.86403716089,1.52509525964,0.422025996559,0.25246247257,0.882463147333,0.861301749952,9.10454295083,9.90593714773,0.60423287763,2.16491678178,1.85352291303,11.8334909564,33,0.614346021124,0.360087892673,0.0297175694,0.211535751218,0.101687115167,0.297184797736,0.23113675027,0.0297175694,0.0994525381091,0.573066550379,0.120157952382,0.185126673239,0.249772625452,0.0297175694,0.111340898724,0.0583205930758,0.0297175694,0.0297175694,0.120626660309,0.606181870488,0.305614809233,0.186132162161,0.18688393913,0.328911910445,0.0710263009152
1973,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,21,2.15813272585,0.321487757729,0.307689339238,2.82849870891,14.946481146,6.39161104678,1.78056642934,0.267812807495,0.413702077481,2.3712186524,1.24726668211,3.16108825162,1.71859305681,0.172574712257,3.5534618155,0.800993369943,6.21068428738,0.0297175694,0.101791454524,2.15513955947,2.4010708688,0.0297175694,1.68481728212,3.99243782837,0.0297175694
2002,26,16.2360769608,2.94967520625,0.361652306819,1.24229567429,5.77137969192,5.84711018462,5.86130691764,0.5335972954,0.330315195088,5.0742526721,6.34299483307,0.0297175694,4.39255509625,3.49722719484,1.58992562167,0.4882466976,3.2495895467,0.768734637042,2.82277180728,1.69100498187,0.0297175694,4.15858268552,0.448437840915,3.9569678527,0.376495503488,57,0.0758576191561,1.36044072811,0.122384824735,0.220740450161,0.0297175694,0.269685337288,0.0835632114368,1.54116926458,0.530072521454,0.529224523072,0.284936693614,0.0488484444877,0.738697534449,0.51911861383,0.392690762646,10.6558370212,9.19710350668,6.70400012765,0.372001857465,0.929801638286,0.178668681705,1.63362033308,1.97861842408,0.0790817070246,2.19688240082,27,3.76747860491,2.44901635355,1.1486047933,0.0850478086815,3.06097984269,0.0297175694,1.01826462549,2.76925415616,0.978396787533,2.87889778778,3.0936125094,3.96095021587,4.54963727595,13.8414029339,0.0297175694,1.10933818137,1.10008834863,0.54084660207,11.5012682768,8.26574745252,19.9594105847,1.43168854548,0.36584183253,0.817413306863,2.24957652929,29,7.51330747118,1.18785725128,1.05089120642,4.15464613711,1.39355019924,0.561014379472,1.7610578882,1.98771162076,0.387710907286,5.21334587512,0.0887102805241,1.04889325967,11.5137784069,0.266377297169,2.1974540404,2.13459802831,1.63453861113,0.680132033524,6.2433302883,2.22596917546,6.761640884,1.38630054939,4.2297956222,4.85358880675,0.0943252220207
1999,27,18.8451373667,5.02159006063,0.0737745349667,0.337911256704,0.0297175694,2.43049003349,1.57168470393,0.0297175694,2.12948970501,9.99966620604,5.89788417729,2.95644631195,1.80301362653,0.633160118493,3.14861472135,1.3175136749,0.190650078374,0.0544847933667,1.74407637732,0.3074180868,0.0297175694,4.00379378343,1.487130082,5.54195722727,0.120862563189,29,4.75030829916,15.3947440085,0.66223603049,0.948805398734,0.43787290289,1.46199914064,0.0297175694,0.0971714837517,4.30188006393,0.559073862452,0.151195361941,0.184082698434,0.987812417779,10.6674439702,0.422769469134,5.21084790349,2.9427807394,6.87034722303,9.51019959014,7.89914372382,1.97999516412,1.56686303124,0.543929078503,0.520241021631,2.33113425459,25,2.69719595823,3.94705223644,0.210501594688,2.38370160167,3.41772395244,0.754332372012,0.0297175694,0.0297175694,1.0996961389,4.34773382622,0.0297175694,2.01442014537,0.200932124164,4.36438090958,0.0297175694,0.080819093084,0.297120909716,0.0297175694,7.34266710236,8.16078848507,35.8974834861,0.872002033952,0.32386418134,1.38908820983,9.15284702678,24,0.90024758415,0.279717836583,0.0297175694,0.530708772371,0.119838938867,0.0297175694,0.135220342612,0.1963842299,0.0297175694,0.238050902733,0.164572744321,0.0297175694,0.0297175694,0.592063985979,0.399776963696,0.195393033096,0.162222409804,0.0297175694,0.106328564892,0.550354938867,0.0297175694,0.0297175694,0.249882293108,0.106103539829,0.119998265637
2000,26,13.0260407142,1.46753757764,2.62440454467,6.11346891908,1.82412319645,3.90342930907,0.389983063431,0.837409877092,0.34389155725,1.9483358621,3.64578446828,0.308511239408,0.471448867869,1.03003867867,2.57213132947,0.465070837492,0.509787107662,1.31014880549,5.4959736357,4.05556114505,1.41998356007,7.02850368917,2.51323550708,5.9204123051,0.133108052873,60,2.48341707025,6.80927779618,0.541306535798,0.0837112991317,0.0297175694,0.0524166974583,0.135937043802,2.49435947543,0.22057278594,0.749799818525,1.73724954641,0.06384851356,0.0297175694,0.579472923855,0.492410050457,16.086071817,3.30333170078,12.9913472709,0.0797175696283,0.322293551512,0.469096150387,0.392306325677,0.349539540505,0.147151201562,2.88220274477,29,1.1662744555,4.23666165879,0.477144826728,0.433080387255,0.0297175694,0.0297175694,0.0297175694,0.23446102449,0.830491226566,7.78630348388,0.0297175694,9.87006858815,7.9201761476,11.4975047063,0.322083448479,0.0297175694,0.0297175694,0.362252397124,7.43437041276,13.3181233813,15.2578692893,3.61488557632,0.165775021393,2.05235820335,0.550266824617,30,12.4105735864,1.28224282926,0.0297175694,6.83599615158,1.73260437966,1.65011114502,6.61767912093,3.40051741555,0.0297175694,2.39472779969,0.63398837575,0.40357447453,4.76007863728,0.923608931827,2.6274414642,1.11766702171,2.01401737972,0.529020667357,2.5297175694,6.81686763143,3.89996739093,0.74746724726,3.72854924893,3.3676857439,0.692733217147
2001,23,7.24926299086,5.20120279059,1.11803875716,1.45192434543,0.20109239917,14.2386385016,0.0297175694,0.3634507076,2.11705105881,16.6815403356,6.2546065527,0.0297175694,2.49162482451,0.300131326865,0.94724952077,0.413898040722,5.52100487179,0.0297175694,0.345011116983,1.92601025774,4.05597034663,9.59279063556,0.93318975243,5.0464667803,0.0297175694,26,2.97128589145,14.9668656416,3.79711986132,0.890407106269,1.82646075652,1.68924112542,0.887575133704,0.227897101777,0.795829741373,6.82193550663,0.271410663754,3.35711572938,2.55476817526,12.6439998174,0.364418516123,1.71029427656,0.437510130854,3.14736916259,9.96996973498,6.8082353298,1.59528569128,1.43984834665,0.973936153681,0.0297175694,1.56444207126,29,1.9443597431,5.88726332313,0.394501950141,0.0823554325552,2.69415079207,1.70005238739,1.73648411824,0.0297175694,0.106707331631,4.54946960827,0.0297175694,3.32649940465,7.62589698869,8.37646013083,0.202701367828,0.0964307373586,1.5265607378,0.606673387931,12.2550434787,12.0989723202,13.4563584967,0.658936458055,0.973219682183,0.224543287014,3.26331120752,25,14.9058085266,0.382252599888,0.776187774628,1.74771870393,0.0297175694,4.57096558542,7.27623613286,2.70276241542,4.23419011994,2.1001636584,0.988703540328,0.12231250318,3.84220312783,0.161547194576,0.872101218944,2.33026951172,0.876458568812,1.8427861898,2.81859438402,4.34181928218,5.48067804716,0.143578645568,7.05248211102,8.37323513151,0.650166691812
2006,26,11.8921444244,0.665455340631,0.131337529365,4.88039877597,4.80034377749,8.30001870549,2.22848317802,0.0297175694,5.29805856438,7.43327726761,4.39406037256,5.56337926077,1.57032926217,0.129225978612,1.42224713596,0.112614396531,0.196723867081,0.358468317004,1.63269190035,1.69336922568,0.167669066785,9.98794947734,4.18561954867,5.79348487712,0.0297175694,129,0.645181013207,2.46573753006,4.37015534461,0.180073746666,1.02370509589,0.398010206133,0.0941624789357,1.00921670898,3.46007662552,2.00751347946,1.03285606634,0.47409773259,0.394456108852,2.47908895538,0.996792330697,6.42179670482,10.7556800054,12.6843911378,1.30142905323,0.358820623242,0.0528749402124,3.90839150591,0.349448885586,0.177022878826,8.26785154947,35,1.45009588614,1.9301050739,3.99367138228,1.84429500915,5.38565510064,0.353210285026,0.482521214331,1.54913371663,10.6203483637,5.55277476931,0.0297175694,10.2176581096,2.39780189925,14.4875135189,0.335027517666,0.142292640811,0.144588676531,0.37758196668,16.1983412538,5.07308006639,15.6445131759,0.347582009463,2.00417026271,2.60731055011,1.71680635945,35,10.6484391401,4.87956513186,4.05357668251,2.47344701908,1.11940341341,8.46146509021,11.9483796081,0.874570541317,4.66149103644,5.21217586989,4.1635268152,0.767442644314,4.87001184929,3.88528028965,0.526919843274,0.0530163552429,2.03731460047,1.98460542011,0.221756929029,1.93392164641,2.46237884107,2.10538018436,4.89077494519,5.41943473421,1.57437488991
2007,33,6.52901227448,3.02432427188,1.20771571935,5.80222394669,2.92830459237,9.12529283635,1.55738981108,1.02511624459,0.392142187542,4.22817669336,4.89880395513,2.75264568159,0.537711686842,1.03565773659,2.99190918606,0.567025593212,1.83092363175,2.30707677834,0.339610673345,2.76073521132,0.849998883339,9.71245835053,4.28198955275,6.43645831764,0.77175057033,118,1.62186883059,1.71436356501,6.35502653529,0.325902220002,0.312165096687,0.765287707083,1.36630947157,1.23064772969,0.865224426506,0.536379643128,1.08279378746,0.732391910006,0.731644151467,2.70238640371,0.603467253622,6.57838733498,10.3637126451,12.9943046259,0.183971147508,0.464122492171,0.75145152838,3.3835261422,0.5951757984,0.367670644031,6.6232327207,44,1.8995260107,0.885828814261,6.86438774684,0.412510896918,2.33646166262,2.51631967729,4.27451708542,0.457040853514,8.504859379,3.49639425659,0.173750202018,22.9714686632,6.51563796685,11.8219366637,0.247028416425,1.89172539519,0.0297175694,1.15687116509,2.21844246207,8.74766664691,8.17650705177,2.79811398956,1.82242661866,2.66200738142,4.65724720505,38,3.93758720149,4.4781685308,4.39897352123,2.6817826594,1.28038491623,6.22683161228,8.99735601562,0.204346307774,4.28816055018,3.79207646732,0.403028402589,2.16623287449,2.88870349507,2.23296520442,1.97468778397,0.667397171176,1.40971573328,4.07804587177,3.43353955311,8.30266142426,2.00181945467,2.19333568084,6.02114482743,4.58695660728,0.0707215787737
2004,24,10.7320228684,1.5247417757,3.53717104992,3.76201937088,0.0297175694,4.70742004211,3.81506434256,0.0297175694,0.263963025329,3.63061440659,2.94815763892,0.0297175694,2.23332382726,0.0297175694,3.1894382522,0.192273948946,6.02695235387,0.232996517683,0.21242296585,1.05349379748,0.0297175694,3.22373359508,4.05963054677,4.84419349301,0.0297175694,26,3.73774405929,20.4749304295,4.9631902765,0.566739933031,1.85273762296,0.589929779792,0.448512769612,2.90413389813,0.873362474588,0.788538352258,3.209211831,0.313100868304,1.79545151442,12.2651015446,0.0297175694,4.62524753042,0.0297175694,2.51164835505,17.7105721619,4.14309299955,2.27894207978,5.80697076843,0.333952409692,0.0297175694,5.84529025248,25,1.39504399011,2.11841103265,0.5833559401,1.24577324961,1.90084877804,2.97960134481,4.16836981884,0.261321513112,7.27647029034,0.324863535316,1.77970482456,7.786696386,2.84868666748,6.58227486052,0.840614399492,0.0297175694,1.85255500124,4.21512516694,5.54239629911,16.033015228,25.0346966791,0.744458190004,0.698413428492,1.99080747228,0.0297175694,28,12.4460109182,1.48392041815,0.0297175694,6.45470436345,6.10828812286,4.22022117384,7.35705564517,0.0297175694,2.9174421141,2.41311785234,1.84565693401,1.86750549104,6.0647369414,0.0297175694,1.16367245705,0.680377706643,0.129286135729,1.44675103205,3.74742426849,4.74003143764,0.167894656729,0.0297175694,4.47556349771,5.51929546959,0.517969463989
1998,45,8.49779006454,0.770135805809,0.0297175694,0.927984920778,2.74103693532,3.0194379925,0.702636531889,0.480651336191,0.0297175694,6.22733903859,2.91397675642,0.0297175694,0.458648815238,0.740738515287,6.84679748771,1.41013714606,0.346769800056,0.328889692453,0.964613211733,0.642290012456,0.103919318289,3.06108378102,2.31667091405,4.40431390371,0.125702324442,31,6.9788045297,14.9490405233,0.268309319097,0.0297175694,0.0297175694,0.539391888619,1.22389742617,1.38929577917,1.23233285614,2.45376652066,1.51534208187,0.436921225158,1.31916930651,4.60215317353,0.410342635226,16.8097053019,2.63932385911,3.10465854459,4.28477708433,1.19335315325,0.0297175694,0.486850555771,0.379562858923,0.126491762948,0.665134850406,30,1.15818208392,0.788492667817,0.15339114594,0.824510370463,0.0297175694,0.0297175694,0.35157235752,0.0297175694,1.11767535021,11.2532350322,0.123910437487,0.854922443257,2.51434761237,7.64175060493,0.242456519653,0.0297175694,0.0297175694,0.755248651367,12.8452837855,11.6836914128,29.2946534549,0.61174015578,1.02117446695,3.39506193215,0.0297175694,31,0.821793958435,0.278617334087,0.0297175694,0.389483972903,0.0689172686065,0.151808192771,0.131332769461,0.0297175694,0.127364869561,0.404721284565,0.152826364,0.054344133729,0.0926249683161,0.291382850803,0.261879738474,0.0297175694,0.0297175694,0.165109829394,0.0297175694,0.850736865423,0.168648835661,0.0677086910161,0.259541305074,0.341919618558,0.0297175694
