Title,Conference,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49
"Improving semi-static branch prediction by code replication - Tim A. Wagner Vance Maverick Susan L. Graham Michael A. Harrison","PLDI 1994",0.0487067710,0.0487067706,0.0487067707,1.1737921581,0.0487067713,0.0487067707,0.0487067722,15.8358995248,0.0487067709,0.0487067713,14.4932005184,0.0487067710,3.7519380146,0.0487067710,0.0487067710,0.0487067709,0.0487067708,5.3409142826,0.0487067708,0.0487067712,0.0487067709,0.0487067709,0.0487067710,0.0487067709,0.0487067719,0.0487067709,0.0487067709,0.0487067707,0.0487067709,0.0487067711,2.8529691406,0.0487067707,0.0487067706,0.0487067707,0.0487067707,0.0487067710,1.6314888562,0.0487067709,0.0487067707,0.0487067710,0.0487067709,0.0487067709,0.0487067712,7.3094516502,0.0487067710,0.0487067708,0.0487067707,0.0487067710,0.0487067712,0.0487067717
"GIVE-N-TAKE—a balanced code placement framework - Andreas Krall","PLDI 1994",1.5547195195,0.0487067708,0.0487067707,0.0487067710,0.0487067709,0.0487067709,0.0487067708,0.0487067709,0.0487067709,0.0487067708,0.0487067709,0.0487067708,46.1704482431,0.0487067709,0.0487067710,0.0487067709,0.0487067708,13.7376380138,0.0487067709,0.0487067709,0.0487067708,0.0487067709,0.0487067709,0.0487067708,0.0487067710,0.0487067707,0.0487067711,0.0487067707,0.0487067709,0.0487067709,0.0487067709,0.0487067709,0.0487067708,0.0487067709,0.0487067708,0.0487067707,25.3108796200,0.0487067709,0.0487067707,0.0487067709,19.4698484408,0.0487067708,0.0487067713,0.0487067711,0.0487067710,0.0487067711,0.0487067708,0.0487067710,0.0487067708,0.0487067710
"Context-insensitive alias analysis reconsidered - Robert P. Wilson Monica S. Lam","PLDI 1995",0.0487067709,0.0487067708,0.0487067708,0.0487067706,0.0487067708,0.0487067712,0.0487067710,0.0487067713,0.0487067712,0.0487067709,0.0487067709,0.0487067708,0.0487067707,0.0487067708,0.0487067711,0.0487067708,0.0487067707,0.0487067709,1.5721002572,0.0487067709,0.0487067707,0.0487067713,0.0487067708,0.0487067710,0.0487067710,0.0487067710,24.5065752312,0.0487067709,0.0487067713,0.0487067707,0.0487067707,3.8915911919,0.0487067708,0.0487067708,0.0487067711,0.0487067708,12.2245603835,0.0487067716,0.0487067708,0.0487067707,0.0487067715,0.0487067708,0.0487067709,0.0487067715,0.0487067708,0.0487067708,0.0487067712,0.0487067708,0.0487067706,0.0487067711
"Register allocation using lazy saves, eager restores, and greedy shuffling - Zhong Shao Andrew W. Appel","PLDI 1995",0.0487067709,0.0487067709,0.0487067708,0.0487067706,0.0487067709,0.0487067712,2.7185430190,0.0487067708,0.0487067710,0.0487067708,0.0487067708,0.0487067708,0.0487067711,0.0487067708,0.0487067711,3.2413533596,0.0487067708,0.0487067712,9.5376350153,0.0487067707,7.9227894315,0.0487067712,0.0487067708,0.0487067709,0.0487067714,0.0487067708,0.0487067714,0.0487067708,0.0487067712,0.0487067707,0.0487067707,0.0487067707,0.0487067708,14.7301805967,0.0487067709,0.0487067709,38.8410496322,5.2081794100,0.0487067707,0.0487067710,9.2929619851,0.0487067713,3.7660435208,0.0487067711,0.0487067710,0.0487067710,0.0487067715,1.2283317191,0.0487067707,0.0487067711
"Scheduling and mapping: software pipelining in the presence of structural hazards - Robert G. Burger Oscar Waddell R. Kent Dybvig","PLDI 1995",0.0487067714,0.0487067708,0.0487067709,5.9970395290,0.0487067711,0.0487067709,29.4461536572,0.0487067709,0.0487067711,0.0487067709,1.6203224044,0.0487067713,0.0487067708,0.0487067708,0.0487067709,0.0487067713,0.0487067709,0.0487067710,0.0487067710,0.0487067715,3.8714300066,0.0487067708,0.0487067709,0.0487067709,4.5603932343,0.0487067708,1.4405768197,0.0487067712,0.0487067708,0.0487067708,0.0487067710,0.0487067709,0.0487067709,0.0487067709,0.0487067711,0.0487067713,13.4388974834,0.0487067710,0.0487067715,2.0550826894,0.0487067710,0.0487067712,0.0487067710,12.3158693930,0.0487067712,0.0487067708,0.0487067710,3.7413024695,0.0487067709,0.0487067710
"Improving balanced scheduling with compiler optimizations that increase instruction-level parallelism - Erik R. Altman R. Govindarajan Guang R. Gao","PLDI 1995",0.0487067709,0.0487067709,0.0487067709,1.0149321764,8.7368094709,0.0487067708,0.0487067711,0.0487067710,0.0487067714,0.0487067710,0.0487067714,0.0487067711,1.7039419871,0.0487067709,0.0487067709,0.0487067708,0.0487067708,0.0487067713,0.0487067711,0.0487067710,11.0301095462,0.0487067708,1.2566991452,0.0487067708,2.0346166320,0.0487067707,4.2294457718,0.0487067708,0.0487067708,0.0487067709,2.7840777788,0.0487067708,0.0487067707,0.0487067709,7.7989873576,0.0487067709,0.0487067709,0.0487067716,0.0487067708,8.4416974601,0.0487067712,0.0487067715,0.0487067727,0.0487067711,0.0487067710,0.0487067708,0.0487067710,12.5044571303,0.0487067714,0.0487067709
"Implementation of the data-flow synchronous language SIGNAL - Jack L. Lo Susan J. Eggers","PLDI 1995",0.0487067712,0.0487067709,0.0487067709,1.4619597300,0.0487067711,0.0487067711,0.0487067711,0.0487067710,0.0487067710,0.0487067711,0.0487067716,0.0487067708,67.1407722214,0.0487067711,0.0487067709,0.0487067709,0.0487067710,3.0612905418,0.0487067715,0.0487067709,2.8357057960,0.0487067711,0.0487067709,0.0487067710,0.0487067712,0.0487067708,0.0487067709,0.0487067709,0.0487067711,0.0487067709,3.9902958038,0.0487067711,0.0487067707,0.0487067711,0.0487067708,0.0487067708,0.0487067708,0.0487067708,0.0487067710,0.0487067709,0.0487067708,43.9653007611,1.2813636457,0.0487067712,0.0487067708,0.0487067709,0.0487067708,3.3871279405,1.6965276868,14.6667235603
"Better static memory management: improving region-based analysis of higher-order languages - Pascalin Amagbégnon Loïc Besnard Paul Le Guernic","PLDI 1995",0.0487067709,0.0487067708,0.0487067710,0.0487067709,0.0487067706,2.8869948759,0.0487067715,1.3415174410,0.0487067709,0.0487067708,0.0487067708,0.0487067707,0.0487067710,0.0487067711,0.0487067714,0.0487067706,0.0487067710,0.0487067710,0.0487067708,0.0487067715,1.9115805245,2.2424947036,0.0487067710,5.5521283415,0.0487067719,0.0487067711,0.0487067713,9.8646714865,2.2424947036,0.0487067710,0.0487067708,0.0487067710,0.0487067711,0.0487067706,0.0487067710,0.0487067708,0.0487067707,6.6973393418,0.0487067707,0.0487067709,1.5787459822,0.0487067710,0.0487067707,0.0487067708,0.0487067708,1.2803797163,6.9374273429,0.0487067707,0.0487067710,0.0487067708
"Storage assignment to decrease code size - Alexander Aiken Manuel Fähndrich Raph Levien","PLDI 1995",0.0487067718,0.0487067712,0.0487067710,0.0487067706,0.0487067709,0.0487067707,0.0487067712,11.2362834475,0.0487067712,0.0487067711,1.2101015912,0.0487067710,8.4455777780,0.0487067706,0.0487067716,0.0487067709,0.0487067706,0.0487067714,0.0487067710,0.0487067710,1.3297967438,0.0487067709,0.0487067707,0.0487067713,0.0487067714,0.0487067708,0.0487067709,0.0487067707,0.0487067709,0.0487067706,0.0487067707,0.0487067706,0.0487067706,0.0487067708,0.0487067713,0.0487067707,0.0487067708,0.0487067719,0.0487067714,0.0487067715,6.0217742708,0.0487067712,0.0487067715,0.0487067709,0.0487067707,0.0487067710,0.0487067710,0.0487067708,0.0487067708,0.0487067712
"Optimizing parallel programs with explicit synchronization - Stan Liao Srinivas Devadas Kurt Keutzer Steve Tjiang Albert Wang","PLDI 1995",0.0487067709,0.0487067709,0.0487067708,0.0487067709,0.0487067708,0.0487067707,6.4113802972,29.7411919978,0.0487067711,0.0487067710,0.0487067707,1.4923797285,0.0487067710,0.0487067706,6.4879523211,0.0487067711,0.0487067707,0.0487067712,0.0487067710,0.0487067707,0.0487067707,0.0487067711,0.0487067711,0.0487067711,0.0487067709,0.0487067706,0.0487067710,0.0487067709,0.0487067711,0.0487067708,0.0487067708,0.0487067710,0.0487067707,0.0487067707,0.0487067707,0.0487067708,2.6317294674,0.0487067713,0.0487067710,0.0487067712,4.5276067951,0.0487067709,0.0487067707,0.0487067708,0.0487067710,0.0487067713,0.0487067709,0.0487067707,0.0487067708,0.0487067710
"Unifying data and control transformations for distributed shared-memory machines - Arvind Krishnamurthy Katherine Yelick","PLDI 1995",0.0487067710,0.0487067707,0.0487067707,14.0682335825,0.0487067711,0.0487067707,0.0487067713,0.0487067712,0.0487067713,0.0487067737,9.6868052839,0.0487067709,0.0487067709,0.0487067711,0.0487067708,0.0487067709,0.0487067707,0.0487067710,1.3318245268,0.0487067715,0.0487067710,0.0487067707,0.0487067716,0.0487067708,0.0487067714,0.0487067709,6.1484851009,0.0487067709,0.0487067707,0.0487067711,0.0487067709,0.0487067711,0.0487067707,0.0487067708,0.0487067710,0.0487067709,0.0487067711,0.0487067710,0.0487067711,0.0487067711,13.1567558203,29.9001362864,0.0487067708,0.0487067712,0.0487067707,0.0487067712,0.0487067712,0.0487067711,0.0487067707,0.0487067710
"The LRPD test: speculative run-time parallelization of loops with privatization and reduction parallelization - Michał Cierniak Wei Li","PLDI 1995",0.0487067709,0.0487067712,0.0487067708,0.0487067708,0.0487067710,0.0487067707,0.0487067708,0.0487067711,0.0487067712,0.0487067709,0.0487067709,0.0487067708,0.0487067711,0.0487067707,17.1987230562,0.0487067710,0.0487067709,5.3076804395,0.0487067707,0.0487067707,0.0487067708,0.0487067710,0.0487067708,0.0487067711,0.0487067710,0.0487067708,0.0487067711,0.0487067709,0.0487067710,0.0487067708,2.6220756801,0.0487067708,0.0487067708,8.5445046644,0.0487067707,0.0487067709,0.0487067709,0.0487067711,0.0487067708,1.6028530293,11.0164037361,0.0487067709,0.0487067708,0.0487067710,0.0487067717,0.0487067717,0.0487067710,0.0487067707,0.0487067708,0.0487067711
"The power of assignment motion - Lawrence Rauchwerger David Padua","PLDI 1995",7.7613250640,4.8416918581,0.0487067709,1.4618167102,0.0487067712,1.3010182315,2.9032714050,7.5983704196,1.7393517880,15.0621131079,9.7372080389,0.0487067710,0.0487067709,0.0487067708,0.0487067710,0.0487067709,0.0487067710,0.0487067709,5.6906473160,0.0487067712,2.6865579771,0.0487067709,0.0487067710,0.0487067708,0.0487067710,0.0487067710,0.0487067708,0.0487067708,0.0487067709,0.0487067709,7.0512855919,0.0487067709,0.0487067709,0.0487067709,0.0487067709,0.0487067710,0.0487067710,0.0487067714,0.0487067711,28.2458896419,0.0487067709,0.0487067710,0.0487067708,0.0487067709,0.0487067714,0.0487067709,0.0487067711,0.0487067707,0.0487067710,10.6013476218
"Flow-sensitive interprocedural constant propagation - Erik Ruf","PLDI 1995",0.0487067712,0.0487067709,0.0487067709,1.1389235110,0.0487067707,0.0487067706,0.0487067711,0.0487067713,0.0487067710,0.0487067707,0.0487067709,0.0487067707,0.0487067708,0.0487067709,7.9441065160,0.0487067708,0.0487067708,0.0487067708,0.0487067708,0.0487067707,0.0487067711,0.0487067710,0.0487067709,0.0487067707,0.0487067714,0.0487067709,0.0487067709,7.7870386206,0.0487067710,0.0487067709,0.0487067708,0.0487067708,0.0487067708,0.0487067707,6.5110849102,0.0487067708,0.0487067708,0.0487067714,0.0487067707,0.0487067707,6.1098608423,0.0487067709,0.0487067752,0.0487067709,0.0487067708,0.0487067708,0.0487067712,0.0487067711,0.0487067715,9.8012262025
"Global code motion/global value numbering - Jens Knoop Oliver Rüthing Bernhard Steffen","PLDI 1995",0.0487067710,0.0487067710,0.0487067707,0.0487067707,0.0487067708,0.0487067709,2.7213704285,0.0487067709,0.0487067713,0.0487067711,0.0487067708,0.0487067712,0.0487067709,0.0487067709,1.7603942274,0.0487067710,0.0487067709,10.9482214249,1.3749353053,0.0487067708,9.6278485572,0.0487067711,0.0487067709,0.0487067711,0.0487067712,0.0487067708,0.0487067711,38.5108237165,0.0487067711,0.0487067708,0.0487067709,0.0487067708,1.2680962253,0.0487067709,0.0487067709,0.0487067710,0.0487067709,0.0487067710,0.0487067708,0.0487067712,4.1752206042,0.0487067710,0.0487067714,0.0487067709,1.1962604319,0.0487067710,0.0487067709,0.0487067710,0.0487067708,21.9038967669
"Elimination of redundant array subscript range checks - Gagan Agrawal Joel Saltz Raja Das","PLDI 1995",5.0643886752,2.6836259199,0.0487067708,1.1451230569,0.0487067708,0.0487067708,7.9229567403,2.7008473967,0.0487067711,0.0487067709,0.0487067707,0.0487067709,0.0487067709,0.0487067709,0.0487067712,0.0487067710,0.0487067708,0.0487067711,0.0487067707,0.0487067707,0.0487067712,0.0487067713,0.0487067709,27.2404443478,0.0487067713,0.0487067708,0.0487067709,0.0487067711,0.0487067713,0.0487067709,0.0487067709,0.0487067707,0.0487067708,0.0487067707,0.0487067712,0.0487067709,0.0487067710,4.0735516725,1.4541062490,0.0487067708,0.0487067710,0.0487067709,0.0487067709,0.0487067709,6.1533168607,0.0487067709,0.0487067713,0.0487067707,0.0487067707,0.0487067708
"Tile size selection using cache organization and data layout - Priyadarshan Kolte Michael Wolfe","PLDI 1995",4.7543166238,0.0487067713,0.0487067708,4.7843651113,2.6426139255,0.0487067711,0.0487067713,0.0487067711,0.0487067710,0.0487067710,0.0487067710,0.0487067709,15.9618260395,0.0487067709,0.0487067711,8.2215452305,0.0487067708,0.0487067714,0.0487067708,3.2738640002,0.0487067713,8.7812962995,0.0487067711,21.9772612319,0.0487067714,0.0487067710,0.0487067710,0.0487067708,8.7812962995,0.0487067711,0.0487067709,0.0487067710,0.0487067710,1.8979363637,0.0487067709,0.0487067711,9.1103749361,5.9268227198,0.0487067710,1.7103020764,0.0487067709,0.0487067714,1.6692446205,0.0487067712,39.2375360617,0.0487067712,0.0487067710,0.0487067712,0.0487067707,0.0487067711
"EEL: machine-independent executable editing - Stephanie Coleman Kathryn S. McKinley","PLDI 1995",0.0487067715,17.3570781569,0.0487067711,0.0487067707,4.3960639522,0.0487067709,0.0487067708,0.0487067709,0.0487067709,10.6433449669,0.0487067713,0.0487067710,0.0487067709,7.2007146810,0.0487067710,0.0487067710,0.0487067711,0.0487067710,4.6895580792,0.0487067711,0.0487067711,0.0487067708,24.6329757668,0.0487067710,0.0487067711,0.0487067710,0.0487067709,0.0487067711,0.0487067708,0.0487067709,0.0487067709,0.0487067710,0.0487067709,0.0487067708,0.0487067712,0.0487067710,0.0487067709,0.0487067714,4.7734950072,0.0487067711,6.7580394247,0.0487067711,0.0487067709,0.0487067711,45.3323554147,0.0487067709,11.7034422368,0.0487067708,0.0487067710,0.0487067714
"Garbage collection using a dynamic threatening boundary - James R. Larus Eric Schnarr","PLDI 1995",0.0487067709,1.5491389348,0.0487067707,11.7314865440,0.0487067709,0.0487067710,0.0487067716,0.0487067709,0.0487067710,0.0487067711,3.0568714881,0.0487067710,0.0487067711,0.0487067709,1.9482391951,0.0487067709,0.0487067709,15.9674114291,3.5635614787,0.0487067710,3.7421341443,0.0487067710,0.0487067712,0.0487067710,21.5020922401,0.0487067713,1.9652414750,0.0487067711,0.0487067710,0.0487067709,0.0487067711,0.0487067708,0.0487067709,1.3903818253,0.0487067714,0.0487067709,0.0487067711,0.0487067715,0.0487067718,0.0487067711,17.1192157010,0.0487067715,0.0487067709,0.0487067711,0.0487067708,0.0487067709,0.0487067712,0.0487067711,0.0487067708,0.0487067711
"Stack caching for interpreters - David A. Barrett Benjamin G. Zorn","PLDI 1995",0.0487067717,0.0487067709,0.0487067708,0.0487067707,0.0487067709,1.2996159665,0.0487067710,0.0487067714,24.4804170554,0.0487067708,0.0487067710,0.0487067708,0.0487067710,0.0487067708,0.0487067709,0.0487067710,0.0487067708,21.1494437633,16.0454529912,0.0487067709,0.0487067707,0.7283260072,0.0487067708,0.0487067708,0.0487067710,0.0487067707,3.0935497420,0.0487067707,0.7283260072,0.0487067710,0.0487067708,0.0487067709,0.0487067721,2.3872089875,0.0487067707,0.0487067709,0.0487067718,0.0487067709,0.0487067708,0.0487067711,0.0487067709,0.0487067716,1.5260203964,0.0487067710,0.0487067709,0.0487067711,0.0487067710,0.0487067709,0.0487067709,0.0487067707
"APT: a data structure for optimal control dependence computation - Paul R. Carini Michael Hind","PLDI 1995",0.0487067711,0.0487067710,0.0487067707,1.3637128762,0.0487067713,0.0487067707,42.5124071618,0.0487067716,0.0487067709,0.0487067707,0.0487067709,0.0487067709,0.0487067711,0.0487067708,0.0487067711,0.0487067710,0.0487067707,0.0487067713,0.0487067710,0.0487067707,0.0487067707,0.0487067710,0.0487067710,0.0487067709,7.6076530512,0.0487067708,0.0487067712,0.0487067709,0.0487067710,0.0487067711,0.0487067707,0.0487067707,0.0487067709,0.0487067712,1.2655348235,0.0487067707,0.0487067711,0.0487067711,0.0487067710,0.0487067713,8.8259693109,19.2744933513,0.0487067709,0.0487067713,0.0487067709,0.0487067713,0.0487067718,0.0487067708,1.4911767992,0.0487067709
"Efficient building and placing of gating functions - Keshav Pingali Gianfranco Bilardi","PLDI 1995",0.0487067710,3.6800248379,0.0487067710,0.0487067710,0.0487067708,0.0487067708,8.0789807463,10.1751433749,0.0487067709,0.0487067710,0.0487067710,0.0487067713,0.0487067709,0.0487067710,0.0487067712,1.7994259909,0.0487067709,0.0487067712,0.0487067712,0.0487067709,3.7542669138,0.0487067728,0.0487067711,0.0487067715,52.1915987516,0.0487067710,1.5758224360,0.0487067710,0.0487067728,0.0487067712,1.1343910854,0.0487067708,0.0487067709,0.0487067707,0.0487067713,0.0487067726,0.0487067711,0.0487067709,0.0487067710,0.0487067712,0.0487067715,0.0487067708,0.0487067718,0.0487067711,0.0487067710,0.0487067708,0.0487067719,0.0487067707,0.0487067712,0.0487067712
"Avoiding conditional branches by code replication - Peng Tu David Padua","PLDI 1995",0.0487067710,0.0487067709,0.0487067708,0.0487067711,0.0487067715,0.0487067713,0.0487067707,0.0487067709,0.0487067715,0.0487067709,3.3316760415,0.0487067708,0.0487067706,0.0487067708,0.0487067708,18.1621741559,0.0487067713,0.0487067707,1.5646372139,10.6194371245,2.3566170506,0.0487067708,1.5549713878,0.0487067707,0.0487067708,0.0487067708,0.0487067709,0.0487067710,0.0487067708,0.0487067711,0.0487067707,0.0487067709,0.0487067714,0.0487067706,0.0487067713,0.0487067708,0.0487067709,0.0487067709,0.0487067711,0.0487067710,0.0487067715,0.0487067709,5.3168845407,0.0487067712,0.0487067708,0.0487067708,2.4832566318,0.0487067709,0.0487067712,0.0487067709
"Corpus-based static branch prediction - Jason R. C. Patterson","PLDI 1995",0.0487067709,0.0487067710,0.0487067708,0.0487067708,0.0487067711,0.0487067709,11.4367418982,19.2464546469,0.0487067708,0.0487067711,9.9666498297,0.0487067710,0.0487067708,0.0487067708,0.0487067708,0.0487067710,0.0487067708,2.5765929273,13.2191520473,0.0487067711,0.0487067709,0.0487067708,6.9868334495,0.0487067709,0.0487067708,0.0487067709,0.0487067712,0.0487067709,0.0487067708,0.0487067709,2.0156302034,0.0487067708,0.0487067708,0.0487067706,0.0487067713,0.0487067710,0.0487067710,0.0487067708,1.4465393868,0.0487067713,40.5437665292,0.0487067709,0.0487067715,0.0487067711,0.0487067710,0.0487067708,0.0487067711,0.0487067708,0.0487067708,0.0487067710
"Selective specialization for object-oriented languages - Brad Calder Dirk Grunwald Donald Lindsay James Martin Michael Mozer Benjamin Zorn","PLDI 1995",0.0487067708,0.0487067707,0.0487067708,1.3222331171,0.0487067715,0.0487067710,0.0487067707,1.7079595465,0.0487067708,0.0487067711,26.1710533470,0.0487067710,1.2350269151,0.0487067708,1.3854172499,0.0487067708,0.0487067709,6.8276278187,56.6776388938,0.0487067708,0.0487067713,0.0487067708,0.0487067711,0.0487067708,0.0487067709,0.0487067710,0.0487067708,0.0487067708,0.0487067708,0.0487067708,0.0487067711,0.0487067708,0.0487067709,0.0487067707,0.0487067707,0.0487067708,0.0487067709,0.0487067708,0.0487067707,0.0487067710,0.0487067708,0.0487067711,0.0487067707,19.0626972611,0.0487067709,0.0487067708,0.0487067713,0.0487067709,0.0487067708,0.0487067710
"Simple and effective link-time optimization of Modula-3 programs - Jeffrey Dean Craig Chambers David Grove","PLDI 1995",0.0487067708,0.0487067709,0.0487067709,0.0487067707,0.0487067708,0.0487067720,0.0487067709,0.0487067709,0.0487067714,0.0487067710,0.0487067708,0.0487067709,7.1999920402,2.5956804252,0.0487067709,0.0487067709,0.0487067710,0.0487067710,0.0487067709,0.0487067713,0.0487067708,0.0487067710,2.8561063227,0.0487067709,0.0487067708,0.0487067714,0.0487067710,0.0487067710,0.0487067710,0.0487067709,21.8046285445,0.0487067712,0.0487067707,3.7241892633,19.1135564407,0.0487067715,0.0487067707,0.0487067707,0.0487067715,0.0487067707,2.0517179356,0.0487067708,0.0487067711,0.0487067711,0.0487067711,0.0487067714,0.0487067721,68.0437831715,0.0487067709,0.0487067708
"A type-based compiler for standard ML - Mary F. Fernández","PLDI 1995",0.0487067712,0.0487067713,0.0487067708,0.0487067708,0.0487067709,0.0487067709,0.0487067708,0.0487067709,0.0487067709,0.0487067711,12.6013128560,0.0487067712,0.0487067707,0.0487067709,0.0487067708,0.0487067708,0.0487067708,0.0487067709,0.0487067711,0.0487067715,0.0487067710,0.0487067708,0.0487067712,12.1277096063,1.3266480716,34.7007077130,0.0487067707,9.4219349106,0.0487067708,0.0487067710,0.0487067713,0.0487067711,0.0487067709,0.0487067709,0.0487067708,0.0487067713,0.0487067707,0.0487067711,0.0487067710,0.0487067708,0.0487067709,0.0487067709,0.0487067716,0.0487067709,34.9353207433,0.0487067708,7.2273134748,0.0487067707,0.0487067711,0.0487067708
"A reduced multipipeline machine description that preserves scheduling constraints - John Ruttenberg G. R. Gao A. Stoutchinin W. Lichtenstein","PLDI 1996",0.0487067710,0.0487067715,0.0487067708,2.6540943081,0.0487067708,0.0487067713,0.0487067707,0.0487067708,0.0487067707,0.0487067710,0.0487067710,0.0487067710,0.0487067708,0.0487067708,0.0487067708,0.0487067707,0.0487067710,0.0487067707,0.0487067707,0.0487067715,0.0487067711,0.0487067711,2.0147630165,12.8447509268,0.0487067707,0.0487067714,0.0487067708,59.0230401389,0.0487067711,1.6422497416,0.0487067708,0.0487067710,0.0487067708,0.0487067710,0.0487067709,3.8786044029,0.0487067708,0.0487067707,7.0182575785,0.0487067708,0.0487067707,0.0487067708,0.0487067733,0.0487067708,0.0487067712,1.7058764057,0.0487067717,0.0487067708,0.0487067708,1.6567243971
"Printing floating-point numbers quickly and accurately - Carl Bruggeman Oscar Waddell R. Kent Dybvig","PLDI 1996",0.0487067712,1.2102627306,0.0487067709,0.0487067708,0.0487067709,0.0487067708,0.0487067709,0.0487067711,0.0487067709,1.4999600384,1.7378324020,0.0487067712,0.0487067713,0.0487067707,0.0487067713,0.0487067710,0.0487067709,7.3248834438,0.0487067712,0.0487067711,0.0487067709,0.0487067709,0.0487067709,0.0487067711,3.3635913623,0.0487067709,2.9104818172,0.0487067710,0.0487067709,45.3575226702,0.0487067714,0.0487067709,0.0487067709,5.9045678693,4.0996301091,0.0487067708,0.0487067712,0.0487067711,0.0487067715,8.4467894198,0.0487067716,0.0487067711,0.0487067710,11.6491314680,3.1070667814,0.0487067713,6.0214678866,0.0487067709,0.0487067708,0.0487067711
"Practical program analysis using general purpose logic programming systems—a case study - Robert G. Burger R. Kent Dybvig","PLDI 1996",0.0487067709,0.0487067707,0.0487067707,0.0487067708,0.0487067713,0.0487067712,0.0487067708,0.0487067709,0.0487067710,12.1806921273,89.9533073607,0.0487067709,0.0487067708,0.0487067708,0.0487067708,0.0487067708,0.0487067708,0.0487067708,8.3161957836,0.0487067713,7.4017697098,0.0487067707,0.0487067710,0.0487067718,0.0487067708,0.0487067708,0.0487067709,0.0487067707,0.0487067707,0.0487067709,0.0487067711,0.0487067710,0.0487067707,0.0487067706,0.0487067710,0.0487067711,0.0487067709,0.0487067708,0.0487067715,0.0487067708,0.0487067710,0.0487067711,1.3915688538,0.0487067709,0.0487067709,0.0487067710,0.0487067709,0.0487067707,0.0487067709,0.0487067712
"Efficient and language-independent mobile programs - Steven Dawson C. R. Ramakrishnan David S. Warren","PLDI 1996",9.4516712430,2.8320198533,0.0487067708,0.0487067712,0.0487067710,0.0487067710,1.7067226991,0.0487067710,0.0487067710,17.2341111858,72.8922943921,0.0487067711,0.0487067709,0.0487067713,0.0487067712,0.0487067708,0.0487067708,0.0487067710,7.8919347541,0.0487067711,0.0487067709,0.0487067709,0.0487067715,0.0487067712,0.0487067708,0.0487067714,0.0487067707,0.0487067710,0.0487067709,0.0487067709,2.6087614026,0.0487067714,0.0487067712,0.0487067707,0.0487067709,0.0487067712,0.0487067710,0.0487067711,0.0487067710,0.0487067711,0.0487067710,0.0487067710,3.7721386138,0.0487067709,0.0487067714,0.0487067708,0.0487067714,0.0487067709,0.0487067708,0.0487067709
"Optimizing ML with run-time code generation - Ali-Reza Adl-Tabatabai Geoff Langdale Steven Lucco Robert Wahbe","PLDI 1996",0.0487067714,5.0039308049,0.0487067709,0.0487067708,0.0487067711,0.0487067708,2.9574397458,0.0487067708,0.0487067708,6.3834900516,8.8149808407,0.0487067710,0.0487067709,0.0487067708,0.0487067710,0.0487067708,0.0487067708,0.0487067708,95.0527519565,0.0487067709,0.0487067707,0.0487067708,0.0487067710,0.0487067708,0.0487067718,12.7567132138,0.0487067713,0.0487067709,0.0487067708,0.0487067710,8.6335273396,0.0487067708,0.0487067707,1.2543094362,0.0487067714,0.0487067711,0.0487067707,0.0487067709,0.0487067710,0.0487067709,5.7925358193,0.0487067710,4.8632517668,0.0487067711,0.0487067712,0.0487067707,0.0487067711,3.0228434845,0.0487067709,0.0487067710
"Fast, effective dynamic compilation - Peter Lee Mark Leone","PLDI 1996",0.0487067710,0.0487067712,0.0487067708,0.0487067710,0.0487067707,0.0487067710,0.0487067708,18.9702105199,0.0487067711,0.0487067707,1.7235821077,0.0487067708,0.0487067707,0.0487067709,0.0487067709,1.4684211289,0.0487067709,0.0487067708,0.0487067709,11.8524974898,0.0487067706,0.0487067708,0.0487067713,0.0487067710,0.0487067709,33.0141788578,0.0487067711,0.0487067709,0.0487067708,0.0487067708,0.0487067708,0.0487067712,0.0487067709,0.0487067707,1.7856243139,0.0487067709,0.0487067709,0.0487067710,0.0487067709,0.0487067709,3.1007519419,0.0487067707,0.0487067708,0.0487067710,0.0487067708,0.0487067708,5.4743877893,0.0487067710,0.0487067709,0.0487067710
"VCODE: a retargetable, extensible, very fast dynamic code generation system - Joel Auslander Matthai Philipose Craig Chambers Susan J. Eggers Brian N. Bershad","PLDI 1996",0.0487067710,0.0487067707,0.0487067708,0.0487067707,0.0487067706,0.0487067709,0.0487067706,16.4162311569,0.0487067708,0.0487067707,0.0487067706,1.3059500282,0.0487067707,0.0487067707,1.4690891541,0.0487067707,0.0487067708,0.0487067708,0.0487067709,0.0487067708,0.0487067707,0.0487067707,0.0487067725,0.0487067708,0.0487067706,0.0487067715,0.0487067710,0.0487067710,0.0487067707,0.0487067708,0.0487067712,0.0487067708,0.0487067710,0.0487067706,12.7938957644,0.0487067708,0.0487067707,2.4697293308,2.2911877000,0.0487067707,10.5948642462,0.0487067707,0.0487067707,0.0487067706,0.0487067707,0.0487067709,0.0487067715,0.0487067706,0.0487067707,0.0487067707
