Year,FPCA # of papers,FPCA Topic 0,FPCA Topic 1,FPCA Topic 2,FPCA Topic 3,FPCA Topic 4,FPCA Topic 5,FPCA Topic 6,FPCA Topic 7,FPCA Topic 8,FPCA Topic 9,FPCA Topic 10,FPCA Topic 11,FPCA Topic 12,FPCA Topic 13,FPCA Topic 14,FPCA Topic 15,FPCA Topic 16,FPCA Topic 17,FPCA Topic 18,FPCA Topic 19,FPCA Topic 20,FPCA Topic 21,FPCA Topic 22,FPCA Topic 23,FPCA Topic 24,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFP Topic 10,ICFP Topic 11,ICFP Topic 12,ICFP Topic 13,ICFP Topic 14,ICFP Topic 15,ICFP Topic 16,ICFP Topic 17,ICFP Topic 18,ICFP Topic 19,ICFP Topic 20,ICFP Topic 21,ICFP Topic 22,ICFP Topic 23,ICFP Topic 24,ICFPEE # of papers,ICFPEE Topic 0,ICFPEE Topic 1,ICFPEE Topic 2,ICFPEE Topic 3,ICFPEE Topic 4,ICFPEE Topic 5,ICFPEE Topic 6,ICFPEE Topic 7,ICFPEE Topic 8,ICFPEE Topic 9,ICFPEE Topic 10,ICFPEE Topic 11,ICFPEE Topic 12,ICFPEE Topic 13,ICFPEE Topic 14,ICFPEE Topic 15,ICFPEE Topic 16,ICFPEE Topic 17,ICFPEE Topic 18,ICFPEE Topic 19,ICFPEE Topic 20,ICFPEE Topic 21,ICFPEE Topic 22,ICFPEE Topic 23,ICFPEE Topic 24,LFP # of papers,LFP Topic 0,LFP Topic 1,LFP Topic 2,LFP Topic 3,LFP Topic 4,LFP Topic 5,LFP Topic 6,LFP Topic 7,LFP Topic 8,LFP Topic 9,LFP Topic 10,LFP Topic 11,LFP Topic 12,LFP Topic 13,LFP Topic 14,LFP Topic 15,LFP Topic 16,LFP Topic 17,LFP Topic 18,LFP Topic 19,LFP Topic 20,LFP Topic 21,LFP Topic 22,LFP Topic 23,LFP Topic 24,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA Topic 10,OOPSLA Topic 11,OOPSLA Topic 12,OOPSLA Topic 13,OOPSLA Topic 14,OOPSLA Topic 15,OOPSLA Topic 16,OOPSLA Topic 17,OOPSLA Topic 18,OOPSLA Topic 19,OOPSLA Topic 20,OOPSLA Topic 21,OOPSLA Topic 22,OOPSLA Topic 23,OOPSLA Topic 24,OOPSLA98ADDEND # of papers,OOPSLA98ADDEND Topic 0,OOPSLA98ADDEND Topic 1,OOPSLA98ADDEND Topic 2,OOPSLA98ADDEND Topic 3,OOPSLA98ADDEND Topic 4,OOPSLA98ADDEND Topic 5,OOPSLA98ADDEND Topic 6,OOPSLA98ADDEND Topic 7,OOPSLA98ADDEND Topic 8,OOPSLA98ADDEND Topic 9,OOPSLA98ADDEND Topic 10,OOPSLA98ADDEND Topic 11,OOPSLA98ADDEND Topic 12,OOPSLA98ADDEND Topic 13,OOPSLA98ADDEND Topic 14,OOPSLA98ADDEND Topic 15,OOPSLA98ADDEND Topic 16,OOPSLA98ADDEND Topic 17,OOPSLA98ADDEND Topic 18,OOPSLA98ADDEND Topic 19,OOPSLA98ADDEND Topic 20,OOPSLA98ADDEND Topic 21,OOPSLA98ADDEND Topic 22,OOPSLA98ADDEND Topic 23,OOPSLA98ADDEND Topic 24,OOPSLACOMPANION # of papers,OOPSLACOMPANION Topic 0,OOPSLACOMPANION Topic 1,OOPSLACOMPANION Topic 2,OOPSLACOMPANION Topic 3,OOPSLACOMPANION Topic 4,OOPSLACOMPANION Topic 5,OOPSLACOMPANION Topic 6,OOPSLACOMPANION Topic 7,OOPSLACOMPANION Topic 8,OOPSLACOMPANION Topic 9,OOPSLACOMPANION Topic 10,OOPSLACOMPANION Topic 11,OOPSLACOMPANION Topic 12,OOPSLACOMPANION Topic 13,OOPSLACOMPANION Topic 14,OOPSLACOMPANION Topic 15,OOPSLACOMPANION Topic 16,OOPSLACOMPANION Topic 17,OOPSLACOMPANION Topic 18,OOPSLACOMPANION Topic 19,OOPSLACOMPANION Topic 20,OOPSLACOMPANION Topic 21,OOPSLACOMPANION Topic 22,OOPSLACOMPANION Topic 23,OOPSLACOMPANION Topic 24,OOPSLAECOOP # of papers,OOPSLAECOOP Topic 0,OOPSLAECOOP Topic 1,OOPSLAECOOP Topic 2,OOPSLAECOOP Topic 3,OOPSLAECOOP Topic 4,OOPSLAECOOP Topic 5,OOPSLAECOOP Topic 6,OOPSLAECOOP Topic 7,OOPSLAECOOP Topic 8,OOPSLAECOOP Topic 9,OOPSLAECOOP Topic 10,OOPSLAECOOP Topic 11,OOPSLAECOOP Topic 12,OOPSLAECOOP Topic 13,OOPSLAECOOP Topic 14,OOPSLAECOOP Topic 15,OOPSLAECOOP Topic 16,OOPSLAECOOP Topic 17,OOPSLAECOOP Topic 18,OOPSLAECOOP Topic 19,OOPSLAECOOP Topic 20,OOPSLAECOOP Topic 21,OOPSLAECOOP Topic 22,OOPSLAECOOP Topic 23,OOPSLAECOOP Topic 24,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,PLDI Topic 20,PLDI Topic 21,PLDI Topic 22,PLDI Topic 23,PLDI Topic 24,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19,POPL Topic 20,POPL Topic 21,POPL Topic 22,POPL Topic 23,POPL Topic 24
2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,27,1808.8791972,0.030691859,0.030691859,276.728401926,12.9650949955,83.4375398742,0.030691859,95.7775316341,141.55500456,0.030691859,182.807522027,233.684328987,1.66080299794,61.4256129528,232.920990317,0.030691859,549.185023518,6.63772556684,0.030691859,233.806989574,165.017056306,56.231304654,22.0508128301,268.508047552,41.5263800766,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,101,0.930941699077,0.030691859,0.030691859,133.662449645,309.015806965,11.4086727287,0.030691859,41.2555932243,2.72297092079,0.030691859,10.18388616,6.19664380928,5.92864258175,96.7550718894,21.132645611,0.030691859,1.29180844111,9.88222557551,0.030691859,12.8067203761,505.368744171,10.4247596029,16.6657845525,183.056837607,13.2790783738,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,28,98.5236202606,0.030691859,0.030691859,285.299567062,2.98034263846,995.597216262,0.030691859,952.820975117,0.030691859,0.030691859,454.851852652,637.71214612,259.08984542,191.812975703,62.8774937076,0.030691859,6.30165856765,50.6922632076,0.030691859,42.5664638404,37.8030649041,13.7140625473,253.292027915,46.7652083786,905.244526301,25,973.857855638,0.030691859,0.030691859,30.2125705022,20.0577782077,343.477172487,0.030691859,12.1147022726,275.777645988,0.030691859,470.542138335,199.85071168,39.3958430036,279.409381702,19.2301095551,0.030691859,446.339584388,90.6864031909,0.030691859,225.157625686,14.9638068792,10.1291218013,613.786572599,90.5584830908,171.035638317
1997,0,,,,,,,,,,,,,,,,,,,,,,,,,,42,130.790679737,5.79823848688,5.79823848688,5.03531660077,14.9740398865,159.36917558,5.79823848688,33.7645248498,181.496865734,5.79823848688,35.6218181434,22.8815783152,10.8073234735,66.9796306349,292.070442428,5.79823848688,217.416557235,26.4997198548,5.79823848688,1152.15117387,55.3051766552,15.9566816058,155.946056871,5.93356220831,44.3108752077,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,31,1.38054987418,1.93105329578,1.93105329578,84.7735742586,33.116904713,1698.24300799,1.93105329578,431.064669691,213.383726167,1.93105329578,81.7707737,32.4936764181,28.6518774207,137.98570723,199.024421944,1.93105329578,4.16660507846,86.0163126574,1.93105329578,430.992827434,36.1382386271,6.10721266756,104.85347496,46.4086054793,558.737842644,37,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859
1986,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,32,24.7425633997,7.71001234506,7.71001234506,9.75166537843,2.29619529245,213.041307315,7.71001234506,28.3208201472,312.878442752,7.71001234506,24.1761175151,12.2478529214,20.3595277687,65.1388308636,148.618795735,7.71001234506,164.054867196,728.62886765,7.71001234506,1061.37257903,69.9872316443,0.318359135734,319.292715658,36.5099734321,104.520509568,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859
1987,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859
1984,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,23.1008202422,3.57759334345,3.57759334345,74.811124882,11.9889348871,102.458913625,3.57759334345,15.695587899,328.809513197,3.57759334345,13.2767102901,5.74464095175,5.2201784668,90.6275158684,171.605216165,3.57759334345,45.3957911145,933.559484628,3.57759334345,704.269765431,67.5279617654,0.766740599741,282.976781523,12.1279824831,42.4732075312,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,32,48.5454975699,0.030691859,0.030691859,34.245750316,53.6431969726,168.166526683,0.030691859,18.9054727237,853.177659948,0.030691859,33.7270701194,23.0553852292,1.4742751025,179.873734975,183.162051466,0.030691859,105.321202978,370.607255867,0.030691859,562.438120953,144.231637624,2.30227690156,77.5631015374,5.37477720941,167.549401145
1985,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859,0.030691859
1982,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,14.680853838,3.44540161835,3.44540161835,30.5306517504,1.01447985546,32.4778309271,3.44540161835,29.3113442217,366.316238087,3.44540161835,0.030691859,5.55863566827,1.67220426356,91.7634007979,0.490062011638,3.44540161835,100.857839838,893.035654835,3.44540161835,510.468649537,79.2105412128,24.1974470533,259.193298198,35.7943662272,38.6631103771,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.030691859,0.030691859,0.030691859,79.5921681821,81.3284958316,124.588997553,0.030691859,0.134879209505,785.045928855,0.030691859,55.5818512416,13.6285375341,25.0489633384,162.908759542,61.2661192486,0.030691859,47.7103502397,388.648307331,0.030691859,322.053821908,46.491631976,0.947761894576,21.0938890405,20.1468870853,169.071945556
1983,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,28,28.9046317394,0.030691859,0.030691859,7.56223704898,59.7844837314,350.679008657,0.030691859,2.61524520939,694.080364084,0.030691859,46.4125743054,48.9432393376,1.11114388149,253.655701007,62.4319048312,0.030691859,37.8685044443,173.477082913,0.030691859,486.488837906,71.3256476656,21.5058224103,39.5106930301,24.3672266552,137.465939321
1980,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,31,6.93231851242,2.7791147159,2.7791147159,47.8104723086,96.8517743181,42.7470412935,2.7791147159,18.3207798033,108.617816486,2.7791147159,4.92583925325,1.22719216184,0.030691859,127.527223726,201.342346139,2.7791147159,6.54590478077,979.914095099,2.7791147159,598.870765006,129.017181882,1.87044544705,168.668540782,16.9769704098,70.7339185892,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,25,10.4659351073,2.29706645415,2.29706645415,34.2159392218,42.416471367,236.201648021,2.29706645415,0.030691859,1112.31676294,2.29706645415,0.030691859,13.4812857692,8.79998541764,279.610711665,39.1830656866,2.29706645415,0.437432852688,58.9597986981,2.29706645415,397.12786409,122.926918848,77.7330290735,51.9384031803,0.384723904356,33.0435381905
1981,26,35.1120804638,1.70494623359,1.70494623359,6.48909387135,47.0536642295,118.722891333,1.70494623359,1.20193080707,522.018330848,1.70494623359,3.70868068136,2.43443050942,0.346117158035,123.251720366,123.4375727,1.70494623359,22.0303867881,577.753816165,1.70494623359,330.883466861,59.5379111698,0.030691859,8.33501039432,1.89322974047,39.9119777441,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,24,3.82249417511,0.030691859,0.030691859,146.593015267,94.4462418482,374.079198873,0.030691859,0.030691859,831.064280092,0.030691859,31.4669667305,48.1929375371,5.63438183973,69.9017781109,49.9101260533,0.030691859,8.42227454769,75.6777746112,0.030691859,300.075007972,42.7385583509,41.9448030721,92.7278054542,9.78203520093,336.406107059
