Year,FPCA # of papers,FPCA Topic 0,FPCA Topic 1,FPCA Topic 2,FPCA Topic 3,FPCA Topic 4,FPCA Topic 5,FPCA Topic 6,FPCA Topic 7,FPCA Topic 8,FPCA Topic 9,FPCA Topic 10,FPCA Topic 11,FPCA Topic 12,FPCA Topic 13,FPCA Topic 14,FPCA Topic 15,FPCA Topic 16,FPCA Topic 17,FPCA Topic 18,FPCA Topic 19,FPCA Topic 20,FPCA Topic 21,FPCA Topic 22,FPCA Topic 23,FPCA Topic 24,FPCA Topic 25,FPCA Topic 26,FPCA Topic 27,FPCA Topic 28,FPCA Topic 29,FPCA Topic 30,FPCA Topic 31,FPCA Topic 32,FPCA Topic 33,FPCA Topic 34,FPCA Topic 35,FPCA Topic 36,FPCA Topic 37,FPCA Topic 38,FPCA Topic 39,FPCA Topic 40,FPCA Topic 41,FPCA Topic 42,FPCA Topic 43,FPCA Topic 44,FPCA Topic 45,FPCA Topic 46,FPCA Topic 47,FPCA Topic 48,FPCA Topic 49,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFP Topic 10,ICFP Topic 11,ICFP Topic 12,ICFP Topic 13,ICFP Topic 14,ICFP Topic 15,ICFP Topic 16,ICFP Topic 17,ICFP Topic 18,ICFP Topic 19,ICFP Topic 20,ICFP Topic 21,ICFP Topic 22,ICFP Topic 23,ICFP Topic 24,ICFP Topic 25,ICFP Topic 26,ICFP Topic 27,ICFP Topic 28,ICFP Topic 29,ICFP Topic 30,ICFP Topic 31,ICFP Topic 32,ICFP Topic 33,ICFP Topic 34,ICFP Topic 35,ICFP Topic 36,ICFP Topic 37,ICFP Topic 38,ICFP Topic 39,ICFP Topic 40,ICFP Topic 41,ICFP Topic 42,ICFP Topic 43,ICFP Topic 44,ICFP Topic 45,ICFP Topic 46,ICFP Topic 47,ICFP Topic 48,ICFP Topic 49,ICFPEE # of papers,ICFPEE Topic 0,ICFPEE Topic 1,ICFPEE Topic 2,ICFPEE Topic 3,ICFPEE Topic 4,ICFPEE Topic 5,ICFPEE Topic 6,ICFPEE Topic 7,ICFPEE Topic 8,ICFPEE Topic 9,ICFPEE Topic 10,ICFPEE Topic 11,ICFPEE Topic 12,ICFPEE Topic 13,ICFPEE Topic 14,ICFPEE Topic 15,ICFPEE Topic 16,ICFPEE Topic 17,ICFPEE Topic 18,ICFPEE Topic 19,ICFPEE Topic 20,ICFPEE Topic 21,ICFPEE Topic 22,ICFPEE Topic 23,ICFPEE Topic 24,ICFPEE Topic 25,ICFPEE Topic 26,ICFPEE Topic 27,ICFPEE Topic 28,ICFPEE Topic 29,ICFPEE Topic 30,ICFPEE Topic 31,ICFPEE Topic 32,ICFPEE Topic 33,ICFPEE Topic 34,ICFPEE Topic 35,ICFPEE Topic 36,ICFPEE Topic 37,ICFPEE Topic 38,ICFPEE Topic 39,ICFPEE Topic 40,ICFPEE Topic 41,ICFPEE Topic 42,ICFPEE Topic 43,ICFPEE Topic 44,ICFPEE Topic 45,ICFPEE Topic 46,ICFPEE Topic 47,ICFPEE Topic 48,ICFPEE Topic 49,LFP # of papers,LFP Topic 0,LFP Topic 1,LFP Topic 2,LFP Topic 3,LFP Topic 4,LFP Topic 5,LFP Topic 6,LFP Topic 7,LFP Topic 8,LFP Topic 9,LFP Topic 10,LFP Topic 11,LFP Topic 12,LFP Topic 13,LFP Topic 14,LFP Topic 15,LFP Topic 16,LFP Topic 17,LFP Topic 18,LFP Topic 19,LFP Topic 20,LFP Topic 21,LFP Topic 22,LFP Topic 23,LFP Topic 24,LFP Topic 25,LFP Topic 26,LFP Topic 27,LFP Topic 28,LFP Topic 29,LFP Topic 30,LFP Topic 31,LFP Topic 32,LFP Topic 33,LFP Topic 34,LFP Topic 35,LFP Topic 36,LFP Topic 37,LFP Topic 38,LFP Topic 39,LFP Topic 40,LFP Topic 41,LFP Topic 42,LFP Topic 43,LFP Topic 44,LFP Topic 45,LFP Topic 46,LFP Topic 47,LFP Topic 48,LFP Topic 49,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA Topic 10,OOPSLA Topic 11,OOPSLA Topic 12,OOPSLA Topic 13,OOPSLA Topic 14,OOPSLA Topic 15,OOPSLA Topic 16,OOPSLA Topic 17,OOPSLA Topic 18,OOPSLA Topic 19,OOPSLA Topic 20,OOPSLA Topic 21,OOPSLA Topic 22,OOPSLA Topic 23,OOPSLA Topic 24,OOPSLA Topic 25,OOPSLA Topic 26,OOPSLA Topic 27,OOPSLA Topic 28,OOPSLA Topic 29,OOPSLA Topic 30,OOPSLA Topic 31,OOPSLA Topic 32,OOPSLA Topic 33,OOPSLA Topic 34,OOPSLA Topic 35,OOPSLA Topic 36,OOPSLA Topic 37,OOPSLA Topic 38,OOPSLA Topic 39,OOPSLA Topic 40,OOPSLA Topic 41,OOPSLA Topic 42,OOPSLA Topic 43,OOPSLA Topic 44,OOPSLA Topic 45,OOPSLA Topic 46,OOPSLA Topic 47,OOPSLA Topic 48,OOPSLA Topic 49,OOPSLA98ADDEND # of papers,OOPSLA98ADDEND Topic 0,OOPSLA98ADDEND Topic 1,OOPSLA98ADDEND Topic 2,OOPSLA98ADDEND Topic 3,OOPSLA98ADDEND Topic 4,OOPSLA98ADDEND Topic 5,OOPSLA98ADDEND Topic 6,OOPSLA98ADDEND Topic 7,OOPSLA98ADDEND Topic 8,OOPSLA98ADDEND Topic 9,OOPSLA98ADDEND Topic 10,OOPSLA98ADDEND Topic 11,OOPSLA98ADDEND Topic 12,OOPSLA98ADDEND Topic 13,OOPSLA98ADDEND Topic 14,OOPSLA98ADDEND Topic 15,OOPSLA98ADDEND Topic 16,OOPSLA98ADDEND Topic 17,OOPSLA98ADDEND Topic 18,OOPSLA98ADDEND Topic 19,OOPSLA98ADDEND Topic 20,OOPSLA98ADDEND Topic 21,OOPSLA98ADDEND Topic 22,OOPSLA98ADDEND Topic 23,OOPSLA98ADDEND Topic 24,OOPSLA98ADDEND Topic 25,OOPSLA98ADDEND Topic 26,OOPSLA98ADDEND Topic 27,OOPSLA98ADDEND Topic 28,OOPSLA98ADDEND Topic 29,OOPSLA98ADDEND Topic 30,OOPSLA98ADDEND Topic 31,OOPSLA98ADDEND Topic 32,OOPSLA98ADDEND Topic 33,OOPSLA98ADDEND Topic 34,OOPSLA98ADDEND Topic 35,OOPSLA98ADDEND Topic 36,OOPSLA98ADDEND Topic 37,OOPSLA98ADDEND Topic 38,OOPSLA98ADDEND Topic 39,OOPSLA98ADDEND Topic 40,OOPSLA98ADDEND Topic 41,OOPSLA98ADDEND Topic 42,OOPSLA98ADDEND Topic 43,OOPSLA98ADDEND Topic 44,OOPSLA98ADDEND Topic 45,OOPSLA98ADDEND Topic 46,OOPSLA98ADDEND Topic 47,OOPSLA98ADDEND Topic 48,OOPSLA98ADDEND Topic 49,OOPSLACOMPANION # of papers,OOPSLACOMPANION Topic 0,OOPSLACOMPANION Topic 1,OOPSLACOMPANION Topic 2,OOPSLACOMPANION Topic 3,OOPSLACOMPANION Topic 4,OOPSLACOMPANION Topic 5,OOPSLACOMPANION Topic 6,OOPSLACOMPANION Topic 7,OOPSLACOMPANION Topic 8,OOPSLACOMPANION Topic 9,OOPSLACOMPANION Topic 10,OOPSLACOMPANION Topic 11,OOPSLACOMPANION Topic 12,OOPSLACOMPANION Topic 13,OOPSLACOMPANION Topic 14,OOPSLACOMPANION Topic 15,OOPSLACOMPANION Topic 16,OOPSLACOMPANION Topic 17,OOPSLACOMPANION Topic 18,OOPSLACOMPANION Topic 19,OOPSLACOMPANION Topic 20,OOPSLACOMPANION Topic 21,OOPSLACOMPANION Topic 22,OOPSLACOMPANION Topic 23,OOPSLACOMPANION Topic 24,OOPSLACOMPANION Topic 25,OOPSLACOMPANION Topic 26,OOPSLACOMPANION Topic 27,OOPSLACOMPANION Topic 28,OOPSLACOMPANION Topic 29,OOPSLACOMPANION Topic 30,OOPSLACOMPANION Topic 31,OOPSLACOMPANION Topic 32,OOPSLACOMPANION Topic 33,OOPSLACOMPANION Topic 34,OOPSLACOMPANION Topic 35,OOPSLACOMPANION Topic 36,OOPSLACOMPANION Topic 37,OOPSLACOMPANION Topic 38,OOPSLACOMPANION Topic 39,OOPSLACOMPANION Topic 40,OOPSLACOMPANION Topic 41,OOPSLACOMPANION Topic 42,OOPSLACOMPANION Topic 43,OOPSLACOMPANION Topic 44,OOPSLACOMPANION Topic 45,OOPSLACOMPANION Topic 46,OOPSLACOMPANION Topic 47,OOPSLACOMPANION Topic 48,OOPSLACOMPANION Topic 49,OOPSLAECOOP # of papers,OOPSLAECOOP Topic 0,OOPSLAECOOP Topic 1,OOPSLAECOOP Topic 2,OOPSLAECOOP Topic 3,OOPSLAECOOP Topic 4,OOPSLAECOOP Topic 5,OOPSLAECOOP Topic 6,OOPSLAECOOP Topic 7,OOPSLAECOOP Topic 8,OOPSLAECOOP Topic 9,OOPSLAECOOP Topic 10,OOPSLAECOOP Topic 11,OOPSLAECOOP Topic 12,OOPSLAECOOP Topic 13,OOPSLAECOOP Topic 14,OOPSLAECOOP Topic 15,OOPSLAECOOP Topic 16,OOPSLAECOOP Topic 17,OOPSLAECOOP Topic 18,OOPSLAECOOP Topic 19,OOPSLAECOOP Topic 20,OOPSLAECOOP Topic 21,OOPSLAECOOP Topic 22,OOPSLAECOOP Topic 23,OOPSLAECOOP Topic 24,OOPSLAECOOP Topic 25,OOPSLAECOOP Topic 26,OOPSLAECOOP Topic 27,OOPSLAECOOP Topic 28,OOPSLAECOOP Topic 29,OOPSLAECOOP Topic 30,OOPSLAECOOP Topic 31,OOPSLAECOOP Topic 32,OOPSLAECOOP Topic 33,OOPSLAECOOP Topic 34,OOPSLAECOOP Topic 35,OOPSLAECOOP Topic 36,OOPSLAECOOP Topic 37,OOPSLAECOOP Topic 38,OOPSLAECOOP Topic 39,OOPSLAECOOP Topic 40,OOPSLAECOOP Topic 41,OOPSLAECOOP Topic 42,OOPSLAECOOP Topic 43,OOPSLAECOOP Topic 44,OOPSLAECOOP Topic 45,OOPSLAECOOP Topic 46,OOPSLAECOOP Topic 47,OOPSLAECOOP Topic 48,OOPSLAECOOP Topic 49,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,PLDI Topic 20,PLDI Topic 21,PLDI Topic 22,PLDI Topic 23,PLDI Topic 24,PLDI Topic 25,PLDI Topic 26,PLDI Topic 27,PLDI Topic 28,PLDI Topic 29,PLDI Topic 30,PLDI Topic 31,PLDI Topic 32,PLDI Topic 33,PLDI Topic 34,PLDI Topic 35,PLDI Topic 36,PLDI Topic 37,PLDI Topic 38,PLDI Topic 39,PLDI Topic 40,PLDI Topic 41,PLDI Topic 42,PLDI Topic 43,PLDI Topic 44,PLDI Topic 45,PLDI Topic 46,PLDI Topic 47,PLDI Topic 48,PLDI Topic 49,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19,POPL Topic 20,POPL Topic 21,POPL Topic 22,POPL Topic 23,POPL Topic 24,POPL Topic 25,POPL Topic 26,POPL Topic 27,POPL Topic 28,POPL Topic 29,POPL Topic 30,POPL Topic 31,POPL Topic 32,POPL Topic 33,POPL Topic 34,POPL Topic 35,POPL Topic 36,POPL Topic 37,POPL Topic 38,POPL Topic 39,POPL Topic 40,POPL Topic 41,POPL Topic 42,POPL Topic 43,POPL Topic 44,POPL Topic 45,POPL Topic 46,POPL Topic 47,POPL Topic 48,POPL Topic 49
2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,567.230214627,0.0223777605,0.0223777605,160.121796545,5.6478069526,26.7164903954,0.0223777605,33.8870071339,52.7491203334,0.0223777605,39.4271871164,109.852447436,1.49388099267,0.0223777605,110.493634704,0.0223777605,381.042447994,14.3144808545,0.0223777605,856.099199042,71.3264000422,51.4539387211,3.14543941157,119.330117029,30.4905607851,0.0223777605,24.4370900774,0.0223777605,12.3246839221,122.459569693,0.0223777605,130.397120887,117.475049625,159.763240436,73.7562426586,0.0223777605,223.468927552,158.545910414,59.5866744094,54.554818295,0.0223777605,518.599654614,5.97932238631,9.00840431861,0.0223777605,83.6897254252,0.0223777605,66.0748148453,20.0620241661,0.0223777605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,1.83748856924,0.0223777605,0.0223777605,87.4124721702,310.148779755,10.0989460641,0.0223777605,6.85728852183,0.0223777605,0.0223777605,11.7079850513,4.17213083947,2.81714884046,60.2753734403,11.3247721923,0.0223777605,0.0863263398366,7.06638152028,0.0223777605,0.747233016761,207.945826864,5.83778502337,4.9166416681,139.661136083,1.17715719559,0.0223777605,13.0860560325,0.0223777605,60.2408873844,233.931047479,0.0223777605,59.1885826087,0.956160521327,14.2545915143,2.40309077659,0.0223777605,0.0223777605,1.95302466191,0.251329212372,41.2554921112,0.0223777605,0.0223777605,5.47877549766,13.8028842676,0.0223777605,5.0319601376,46.7739960738,9.98070297692,9.46752806065,0.0223777605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,82.4470925171,0.0223777605,0.0223777605,63.2096732722,14.1168699223,200.281619679,0.0223777605,71.9918177662,0.0223777605,0.0223777605,141.817892283,477.057937613,222.680940189,12.5463144731,23.7174421727,0.0223777605,5.65897274399,95.8909791931,0.0223777605,62.0318731188,40.2895800496,16.0495058103,202.888668762,0.0223777605,683.911353882,0.0223777605,4.04008187728,0.0223777605,23.0869832304,6.15750865616,0.0223777605,64.8974940247,7.22337930596,0.920745826014,519.451032943,0.0223777605,74.9761964373,8.62992135664,1.55174588643,142.686490543,0.0223777605,3.91062409126,0.0223777605,234.595788731,0.0223777605,82.4299172593,225.297815568,861.940741126,619.768700691,0.0223777605,25,485.426410349,0.0223777605,0.0223777605,11.1418737608,1.2760166653,214.59202381,0.0223777605,74.8157445282,23.8235085192,0.0223777605,115.198929104,186.947932487,16.0734445803,0.0223777605,6.14620087382,0.0223777605,202.154810092,111.444798388,0.0223777605,294.377572388,9.43618949732,13.5823889867,405.566662713,10.048285953,202.092761573,0.0223777605,26.5543084151,0.0223777605,35.4884254902,11.5407823666,0.0223777605,38.2383277274,141.116176097,148.116403208,220.073808346,0.0223777605,269.293605502,67.313058642,399.828211955,239.125349013,0.0223777605,99.2820812628,0.0223777605,40.4868237148,0.0223777605,68.7448484117,69.3082514263,35.9784118141,32.1487939577,0.0223777605
1997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,9.52554759204,0.177249786083,0.177249786083,6.34345844267,8.72989192764,93.9703436533,0.177249786083,3.28462552117,7.56409361203,0.177249786083,2.90715726136,39.7178998491,6.84347546639,55.0988898426,226.960481035,0.177249786083,144.253389745,13.5631726761,0.177249786083,208.844343711,14.9401479321,0.258515289183,58.2831678678,0.0223777605,21.960452505,0.177249786083,183.834631545,0.177249786083,16.6535582979,23.3858760073,0.177249786083,1.75866996385,68.6409853322,83.9693812117,37.1036386875,0.177249786083,706.580640563,29.7655613632,57.7030631688,4.32225947569,0.177249786083,220.582992353,27.0516834946,0.506749855367,0.177249786083,53.9288508764,114.521401963,69.2772119987,37.4893862909,0.177249786083,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.0223777605,0.0223777605,0.0223777605,7.08464396988,2.23953732321,789.279242069,0.0223777605,50.0814079647,126.29230258,0.0223777605,12.4644529472,8.63288763069,24.3335804155,104.051814057,46.3631427499,0.0223777605,0.0223777605,28.823838861,0.0223777605,52.5565651359,25.813967413,8.70166885228,29.5163638967,0.0223777605,58.0714255712,0.0223777605,125.626751138,0.0223777605,45.0133092089,9.11977698604,0.0223777605,147.793279552,30.5032546121,210.213862148,719.423065722,0.0223777605,105.060216069,45.1967639606,66.1468842463,45.3377881858,0.0223777605,13.7754612497,84.8940903112,1.76359970615,0.0223777605,60.6266621855,351.506134489,477.481876388,313.100258519,0.0223777605,37,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605
1986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1.32506740159,0.0223777605,0.0223777605,0.0223777605,14.2591299018,123.30397519,0.0223777605,29.5497844191,22.2798732483,0.0223777605,19.4798351008,15.0976955332,9.89634037795,24.3211444064,1.24390482857,0.0223777605,44.0347411847,151.489615747,0.0223777605,164.754327001,10.8290900434,0.0223777605,60.035525676,0.0223777605,0.0223777605,0.0223777605,263.344832107,0.0223777605,47.1901969668,18.6036583585,0.0223777605,28.5620246064,109.187336873,126.342057665,55.6567795357,0.0223777605,156.175670427,14.8988782457,325.21760731,12.0522108519,0.0223777605,116.185009281,1204.62950995,0.967962627206,0.0223777605,5.28250230738,165.940963209,26.2941008214,24.0571148961,0.0223777605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605
1987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605
1984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3.18367946045,0.0223777605,0.0223777605,3.8278059666,7.41983456473,71.5270956223,0.0223777605,14.7393251679,4.06277127808,0.0223777605,4.58161826463,0.0223777605,3.38865849978,30.7358448747,45.9682500567,0.0223777605,22.8233976597,71.1382305292,0.0223777605,75.1966469145,10.2032007191,0.441555151627,73.5752450126,2.74477889202,0.0223777605,0.0223777605,424.028613833,0.0223777605,59.4356978336,25.8417875028,0.0223777605,46.8056000702,0.0223777605,4.03291013041,12.0955234287,0.0223777605,34.2144367282,38.2313520922,251.118238977,9.32879401006,0.0223777605,64.6832869318,1267.28669473,0.961238430495,0.0223777605,30.235651885,211.055905626,4.19461941707,24.7876887327,0.0223777605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2.76978496466,0.0223777605,0.0223777605,3.75932358179,0.984908870694,139.053392546,0.0223777605,0.0223777605,61.9490709356,0.0223777605,4.41658676878,7.24061787181,0.212008970528,109.81451456,146.645853105,0.0223777605,27.053937426,48.7191559262,0.0223777605,70.9022745497,35.0266365937,0.254848633275,25.7798626729,0.0223777605,0.326931932772,0.0223777605,641.034939278,0.0223777605,32.1125945577,21.5230592775,0.0223777605,35.1466486963,17.4031996728,1.68762121381,2.89852085734,0.0223777605,36.8134884775,295.026472177,367.027386696,21.9958844765,0.0223777605,13.4414528799,524.027242582,12.9864484639,0.0223777605,176.234718793,54.8626965843,6.83389799882,87.5984890265,0.0223777605
1985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605,0.0223777605
