Year,FPCA # of papers,FPCA Topic 0,FPCA Topic 1,FPCA Topic 2,FPCA Topic 3,FPCA Topic 4,FPCA Topic 5,FPCA Topic 6,FPCA Topic 7,FPCA Topic 8,FPCA Topic 9,FPCA Topic 10,FPCA Topic 11,FPCA Topic 12,FPCA Topic 13,FPCA Topic 14,FPCA Topic 15,FPCA Topic 16,FPCA Topic 17,FPCA Topic 18,FPCA Topic 19,FPCA Topic 20,FPCA Topic 21,FPCA Topic 22,FPCA Topic 23,FPCA Topic 24,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFP Topic 10,ICFP Topic 11,ICFP Topic 12,ICFP Topic 13,ICFP Topic 14,ICFP Topic 15,ICFP Topic 16,ICFP Topic 17,ICFP Topic 18,ICFP Topic 19,ICFP Topic 20,ICFP Topic 21,ICFP Topic 22,ICFP Topic 23,ICFP Topic 24,ICFPEE # of papers,ICFPEE Topic 0,ICFPEE Topic 1,ICFPEE Topic 2,ICFPEE Topic 3,ICFPEE Topic 4,ICFPEE Topic 5,ICFPEE Topic 6,ICFPEE Topic 7,ICFPEE Topic 8,ICFPEE Topic 9,ICFPEE Topic 10,ICFPEE Topic 11,ICFPEE Topic 12,ICFPEE Topic 13,ICFPEE Topic 14,ICFPEE Topic 15,ICFPEE Topic 16,ICFPEE Topic 17,ICFPEE Topic 18,ICFPEE Topic 19,ICFPEE Topic 20,ICFPEE Topic 21,ICFPEE Topic 22,ICFPEE Topic 23,ICFPEE Topic 24,LFP # of papers,LFP Topic 0,LFP Topic 1,LFP Topic 2,LFP Topic 3,LFP Topic 4,LFP Topic 5,LFP Topic 6,LFP Topic 7,LFP Topic 8,LFP Topic 9,LFP Topic 10,LFP Topic 11,LFP Topic 12,LFP Topic 13,LFP Topic 14,LFP Topic 15,LFP Topic 16,LFP Topic 17,LFP Topic 18,LFP Topic 19,LFP Topic 20,LFP Topic 21,LFP Topic 22,LFP Topic 23,LFP Topic 24,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA Topic 10,OOPSLA Topic 11,OOPSLA Topic 12,OOPSLA Topic 13,OOPSLA Topic 14,OOPSLA Topic 15,OOPSLA Topic 16,OOPSLA Topic 17,OOPSLA Topic 18,OOPSLA Topic 19,OOPSLA Topic 20,OOPSLA Topic 21,OOPSLA Topic 22,OOPSLA Topic 23,OOPSLA Topic 24,OOPSLA98ADDEND # of papers,OOPSLA98ADDEND Topic 0,OOPSLA98ADDEND Topic 1,OOPSLA98ADDEND Topic 2,OOPSLA98ADDEND Topic 3,OOPSLA98ADDEND Topic 4,OOPSLA98ADDEND Topic 5,OOPSLA98ADDEND Topic 6,OOPSLA98ADDEND Topic 7,OOPSLA98ADDEND Topic 8,OOPSLA98ADDEND Topic 9,OOPSLA98ADDEND Topic 10,OOPSLA98ADDEND Topic 11,OOPSLA98ADDEND Topic 12,OOPSLA98ADDEND Topic 13,OOPSLA98ADDEND Topic 14,OOPSLA98ADDEND Topic 15,OOPSLA98ADDEND Topic 16,OOPSLA98ADDEND Topic 17,OOPSLA98ADDEND Topic 18,OOPSLA98ADDEND Topic 19,OOPSLA98ADDEND Topic 20,OOPSLA98ADDEND Topic 21,OOPSLA98ADDEND Topic 22,OOPSLA98ADDEND Topic 23,OOPSLA98ADDEND Topic 24,OOPSLACOMPANION # of papers,OOPSLACOMPANION Topic 0,OOPSLACOMPANION Topic 1,OOPSLACOMPANION Topic 2,OOPSLACOMPANION Topic 3,OOPSLACOMPANION Topic 4,OOPSLACOMPANION Topic 5,OOPSLACOMPANION Topic 6,OOPSLACOMPANION Topic 7,OOPSLACOMPANION Topic 8,OOPSLACOMPANION Topic 9,OOPSLACOMPANION Topic 10,OOPSLACOMPANION Topic 11,OOPSLACOMPANION Topic 12,OOPSLACOMPANION Topic 13,OOPSLACOMPANION Topic 14,OOPSLACOMPANION Topic 15,OOPSLACOMPANION Topic 16,OOPSLACOMPANION Topic 17,OOPSLACOMPANION Topic 18,OOPSLACOMPANION Topic 19,OOPSLACOMPANION Topic 20,OOPSLACOMPANION Topic 21,OOPSLACOMPANION Topic 22,OOPSLACOMPANION Topic 23,OOPSLACOMPANION Topic 24,OOPSLAECOOP # of papers,OOPSLAECOOP Topic 0,OOPSLAECOOP Topic 1,OOPSLAECOOP Topic 2,OOPSLAECOOP Topic 3,OOPSLAECOOP Topic 4,OOPSLAECOOP Topic 5,OOPSLAECOOP Topic 6,OOPSLAECOOP Topic 7,OOPSLAECOOP Topic 8,OOPSLAECOOP Topic 9,OOPSLAECOOP Topic 10,OOPSLAECOOP Topic 11,OOPSLAECOOP Topic 12,OOPSLAECOOP Topic 13,OOPSLAECOOP Topic 14,OOPSLAECOOP Topic 15,OOPSLAECOOP Topic 16,OOPSLAECOOP Topic 17,OOPSLAECOOP Topic 18,OOPSLAECOOP Topic 19,OOPSLAECOOP Topic 20,OOPSLAECOOP Topic 21,OOPSLAECOOP Topic 22,OOPSLAECOOP Topic 23,OOPSLAECOOP Topic 24,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,PLDI Topic 20,PLDI Topic 21,PLDI Topic 22,PLDI Topic 23,PLDI Topic 24,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19,POPL Topic 20,POPL Topic 21,POPL Topic 22,POPL Topic 23,POPL Topic 24
1988,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,30,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,61,0.730269805756,187.915881371,118.008403545,51.7295096847,24.3405139374,0.22216016081,24.3405139374,24.3405139374,18.0239075411,24.3405139374,24.3405139374,24.3405139374,24.3405139374,24.3405139374,28.0000721709,24.3405139374,133.126093816,3.28353700934,30.6879810527,4.77258968039,0.0358407915,23.9932218765,0.0358407915,24.3405139374,11.1386858696,33,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,28,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915
1989,31,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,46,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,30,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915
2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,905.583403123,56.5018564992,210.615068481,67.4237929394,1.78087153982,682.597879211,1.78087153982,1.78087153982,64.7321397155,1.78087153982,1.78087153982,1.78087153982,1.78087153982,1.78087153982,127.241481692,1.78087153982,116.933964226,886.33162508,20.6537341329,650.908767117,1638.798595,118.786134576,1.05603638923,1.78087153982,235.813735298
2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,40,1377.55833503,72.3719186185,110.802094373,4.95824498928,8.8490372231,339.405884549,8.8490372231,8.8490372231,151.831473268,8.8490372231,8.8490372231,8.8490372231,8.8490372231,8.8490372231,51.3396358544,8.8490372231,359.767321348,321.506562995,145.470625039,823.956911186,327.791174688,34.2834290838,26.7319741653,8.8490372231,834.780062367,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,62,80.0682920323,225.088423564,1357.517386,66.3363055893,3.12356204891,519.299898484,3.12356204891,3.12356204891,121.387444163,3.12356204891,3.12356204891,3.12356204891,3.12356204891,3.12356204891,724.838918383,3.12356204891,945.036252621,392.211291852,250.098045929,569.987631842,153.118959074,18.9146750342,93.7917497918,3.12356204891,180.174802361,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,57.1480554947,125.139960883,1068.54198206,35.4161726881,1.81276621323,789.1090489,1.81276621323,1.81276621323,355.234202533,1.81276621323,1.81276621323,1.81276621323,1.81276621323,1.81276621323,1032.97241625,1.81276621323,212.473596101,1031.78285087,99.8416106128,302.453140606,177.87172276,122.145354802,40.948314455,1.81276621323,71.8172013647,52,696.339660431,91.3117074243,593.680410066,48.933622313,3.41949027942,1047.03414021,3.41949027942,3.41949027942,247.186082028,3.41949027942,3.41949027942,3.41949027942,3.41949027942,3.41949027942,218.47994838,3.41949027942,105.240475773,1034.78400061,140.31754984,466.238519045,506.584967472,179.011623051,52.2544884593,3.41949027942,73.7654603486
2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,36,1082.31839244,201.845556916,62.9621561112,159.003039419,1.49924106385,276.943679589,1.49924106385,1.49924106385,95.0059534051,1.49924106385,1.49924106385,1.49924106385,1.49924106385,1.49924106385,215.240980916,1.49924106385,133.61910007,148.042894729,52.7955506561,677.884450021,372.317295074,81.6637796282,13.4924347694,1.49924106385,1074.96278985,34,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0,,,,,,,,,,,,,,,,,,,,,,,,,,63,33.1041028893,873.140879775,897.688034677,21.4941547939,5.08034214697,450.338926636,5.08034214697,5.08034214697,145.101028132,5.08034214697,5.08034214697,5.08034214697,5.08034214697,5.08034214697,420.992356975,5.08034214697,1283.70724358,271.673530292,295.941208689,519.164812153,34.8349821563,97.0459950952,23.9191409721,5.08034214697,183.517630076,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,42,55.0203407386,57.30933054,1178.15689586,62.9952818323,0.0921471681643,394.665511283,0.0921471681643,0.0921471681643,101.354135427,0.0921471681643,0.0921471681643,0.0921471681643,0.0921471681643,0.0921471681643,921.98012149,0.0921471681643,348.590068122,547.930526003,473.076801721,489.914226269,399.659404745,182.677102847,94.3461030693,0.0921471681643,67.3225076823,41,1033.12751123,41.2202899626,400.09690316,54.8411575226,5.81784473109,1073.47329851,5.81784473109,5.81784473109,85.5753116446,5.81784473109,5.81784473109,5.81784473109,5.81784473109,5.81784473109,93.7232199684,5.81784473109,144.451687582,1013.68770125,25.9041289327,607.818395271,485.66514857,237.674956118,62.8204467103,5.81784473109,125.832537996
2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,42,1165.36640646,78.1638591519,149.256069913,27.6336511802,5.38062151187,354.815224836,5.38062151187,5.38062151187,131.557977889,5.38062151187,5.38062151187,5.38062151187,5.38062151187,5.38062151187,246.147510949,5.38062151187,140.509142237,312.240466026,19.3088953991,696.571390413,454.701341807,129.180528417,0.0358407915,5.38062151187,999.458642051,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,38.1004380668,308.363927608,1327.19279842,1.43191511006,20.8918329838,619.808886294,20.8918329838,20.8918329838,188.732044784,20.8918329838,20.8918329838,20.8918329838,20.8918329838,20.8918329838,763.441077631,20.8918329838,689.280387125,931.800000077,628.448300103,301.887446849,316.056718619,67.4266158959,0.0358407915,20.8918329838,95.3312925717,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,48,100.243045062,113.404921109,692.355755973,103.692002037,3.98862392945,1057.30977268,3.98862392945,3.98862392945,226.693247107,3.98862392945,3.98862392945,3.98862392945,3.98862392945,3.98862392945,678.527916649,3.98862392945,208.303086498,1016.20465519,279.595401225,270.312024015,238.935349619,182.935778068,0.801161830415,3.98862392945,183.15399677,48,1073.91386377,64.6522705245,474.692607973,24.2984554596,3.86482741056,651.410026516,3.86482741056,3.86482741056,182.44593517,3.86482741056,3.86482741056,3.86482741056,3.86482741056,3.86482741056,172.514314363,3.86482741056,88.382368891,797.275439051,84.283127084,376.41656719,1321.13741024,46.0767420008,0.0358407915,3.86482741056,266.879443319
2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,691.56162239,62.2449259437,140.060755775,85.4522615782,0.0358407915,300.848580204,0.0358407915,0.0358407915,23.4880836682,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,367.944323576,0.0358407915,67.6197955606,288.170494586,17.1903189761,688.83714129,55.6962219223,28.4600607142,12.7337126148,0.0358407915,592.343598788,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,59,76.9184427632,383.85364326,1304.50043701,63.0541181717,16.279915182,857.077655653,16.279915182,16.279915182,226.158265992,16.279915182,16.279915182,16.279915182,16.279915182,16.279915182,868.420357911,16.279915182,544.685713011,705.792457979,267.592612114,631.512059036,136.034593907,53.7936931123,72.3652513143,16.279915182,120.117227751,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,48,28.0642298492,89.4050282952,1301.35771155,10.0423656443,0.651469053069,508.061439031,0.651469053069,0.651469053069,135.214463003,0.651469053069,0.651469053069,0.651469053069,0.651469053069,0.651469053069,1312.42384471,0.651469053069,157.584754678,871.226600691,167.949255321,236.512949918,362.270929275,116.696664976,58.5552163478,0.651469053069,84.974209301,48,1033.50876007,88.8545623351,409.456771148,14.4318399421,3.55919038362,971.209018321,3.55919038362,3.55919038362,69.9088471092,3.55919038362,3.55919038362,3.55919038362,3.55919038362,3.55919038362,116.729151278,3.55919038362,202.46937916,891.974849244,33.5345197431,555.379165763,889.673276656,53.0518058118,33.8012148534,3.55919038362,157.091787855
2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,726.141776701,53.3900172782,375.05740971,149.342067523,2.60433897026,243.266227486,2.60433897026,2.60433897026,105.131005835,2.60433897026,2.60433897026,2.60433897026,2.60433897026,2.60433897026,44.129553456,2.60433897026,201.383506292,160.14390246,19.5163780001,1712.7043592,23.4568312184,241.283470644,2.20737878984,2.60433897026,992.043573074,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,17.063117758,151.769350329,782.985918807,2.48015938679,4.64277510907,374.906625148,4.64277510907,4.64277510907,193.356982161,4.64277510907,4.64277510907,4.64277510907,4.64277510907,4.64277510907,1269.01469098,4.64277510907,524.184079415,412.435387257,323.773748626,436.232588059,116.485157607,465.520319709,33.4523803949,4.64277510907,36.980176854,31,541.965133682,31.5303620926,461.231787857,28.7217245576,12.3655646318,1251.08006389,12.3655646318,12.3655646318,121.524111221,12.3655646318,12.3655646318,12.3655646318,12.3655646318,12.3655646318,45.8646820951,12.3655646318,233.224818804,630.476733611,38.696983015,819.51218172,660.795386837,9.13132472878,3.99092094074,12.3655646318,79.4619003497
1991,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,20.4570511307,952.714383451,131.966447882,207.985886005,2.54391130903,21.5292598555,2.54391130903,2.54391130903,99.4825859595,2.54391130903,2.54391130903,2.54391130903,2.54391130903,2.54391130903,19.9431853717,2.54391130903,455.582242272,4.32397030768,74.4625860621,4.62983248141,6.81299015708,30.1625776109,0.0358407915,2.54391130903,17.6439294278,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,24,1.02184103665,52.0510757513,52.708902444,23.6236480442,16.1528558115,0.0358407915,16.1528558115,16.1528558115,4.99949748502,16.1528558115,16.1528558115,16.1528558115,16.1528558115,16.1528558115,14.7415331958,16.1528558115,49.2907455892,4.6986384895,15.1771545252,5.29882834164,4.20215455809,19.969006749,0.0358407915,16.1528558115,13.3460872127,28,33.1166436607,39.7883406014,115.617302021,702.050981032,2.20954246507,38.6131517638,2.20954246507,2.20954246507,644.981909117,2.20954246507,2.20954246507,2.20954246507,2.20954246507,2.20954246507,740.254279812,2.20954246507,8.28764804101,58.1012200009,252.971435448,193.884896922,0.0358407915,746.31334361,0.278443738896,2.20954246507,137.290872861,31,455.009430902,29.8880563309,22.8280469347,1306.44236019,16.5694353205,49.9824229882,16.5694353205,16.5694353205,410.821341016,16.5694353205,16.5694353205,16.5694353205,16.5694353205,16.5694353205,108.058243254,16.5694353205,44.4799176493,170.868047566,8.02459280985,258.76859324,70.0245608793,34.7858514652,0.0358407915,16.5694353205,263.216618627
1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,29,0.402420003931,0.428902469738,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,12.8785566213,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.605897864097,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,31,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915,0.0358407915
1993,33,301.046835715,56.4885518745,43.6411362892,856.926345115,4.48610825517,34.040207531,4.48610825517,4.48610825517,183.92485183,4.48610825517,4.48610825517,4.48610825517,4.48610825517,4.48610825517,288.625019472,4.48610825517,22.4456704152,1.87249355907,216.949394949,140.594017654,0.0358407915,157.504948954,0.841512583606,4.48610825517,764.704171109,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,40,0.683012278808,982.980808617,7.78598975557,37.2713310613,3.44626222964,2.3970748214,3.44626222964,3.44626222964,6.56674561713,3.44626222964,3.44626222964,3.44626222964,3.44626222964,3.44626222964,10.2364213514,3.44626222964,264.734051391,3.99529890056,6.06519460879,4.43856212449,0.868107513925,4.16291294239,0.0358407915,3.44626222964,4.41204571587,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,29,38.8469560332,4.48388617922,77.7848785097,216.793685021,1.50601283451,85.0903604334,1.50601283451,1.50601283451,901.150901732,1.50601283451,1.50601283451,1.50601283451,1.50601283451,1.50601283451,903.672382191,1.50601283451,130.289576002,16.0179106354,522.164436768,104.725910393,0.684172896252,583.709892499,0.0358407915,1.50601283451,152.626480669,43,430.768141912,30.2847561266,28.4152367951,808.622143348,4.56193414745,49.4792935635,4.56193414745,4.56193414745,636.85853807,4.56193414745,4.56193414745,4.56193414745,4.56193414745,4.56193414745,147.46746254,4.56193414745,103.200819089,10.0583800807,71.7372593703,351.262179805,1.85585078965,103.8019652,0.0358407915,4.56193414745,297.312531761
1992,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,33,332.315066958,8.80625639876,129.894500297,939.371470038,0.363244931427,28.8949305337,0.363244931427,0.363244931427,169.815134051,0.363244931427,0.363244931427,0.363244931427,0.363244931427,0.363244931427,37.4903242284,0.363244931427,96.1120317819,0.0358407915,287.057260518,324.848725702,1.22660607066,524.708842872,0.330102549524,0.363244931427,561.720114047,120,1.16031543237,453.01429343,3.17332354737,4.27556311277,0.787318097377,1.83915811622,0.787318097377,0.787318097377,4.36827192443,0.787318097377,0.787318097377,0.787318097377,0.787318097377,0.787318097377,3.44780635691,0.787318097377,63.5236007757,0.688339291968,7.31920864058,4.25506244945,0.388214169339,6.20189183005,0.0358407915,0.787318097377,0.565282278612,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,30,8.54682871598,14.4195631292,183.050359828,429.02210722,2.36652104689,116.62999155,2.36652104689,2.36652104689,899.277970427,2.36652104689,2.36652104689,2.36652104689,2.36652104689,2.36652104689,628.123761324,2.36652104689,54.1844046777,25.6171721516,92.0280572325,22.1965734937,17.8506502597,868.373876096,0.0358407915,2.36652104689,35.3069857559,31,573.363364102,18.0103503039,108.868657377,1277.3008628,6.81543100613,10.4881152798,6.81543100613,6.81543100613,532.318274523,6.81543100613,6.81543100613,6.81543100613,6.81543100613,6.81543100613,18.0262398846,6.81543100613,135.880240973,78.6459518759,191.489196575,325.577360578,19.2567140965,105.038520475,0.0358407915,6.81543100613,270.925891057
