Year,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFP Topic 10,ICFP Topic 11,ICFP Topic 12,ICFP Topic 13,ICFP Topic 14,ICFP Topic 15,ICFP Topic 16,ICFP Topic 17,ICFP Topic 18,ICFP Topic 19,ICFP Topic 20,ICFP Topic 21,ICFP Topic 22,ICFP Topic 23,ICFP Topic 24,ICFP Topic 25,ICFP Topic 26,ICFP Topic 27,ICFP Topic 28,ICFP Topic 29,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA Topic 10,OOPSLA Topic 11,OOPSLA Topic 12,OOPSLA Topic 13,OOPSLA Topic 14,OOPSLA Topic 15,OOPSLA Topic 16,OOPSLA Topic 17,OOPSLA Topic 18,OOPSLA Topic 19,OOPSLA Topic 20,OOPSLA Topic 21,OOPSLA Topic 22,OOPSLA Topic 23,OOPSLA Topic 24,OOPSLA Topic 25,OOPSLA Topic 26,OOPSLA Topic 27,OOPSLA Topic 28,OOPSLA Topic 29,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,PLDI Topic 20,PLDI Topic 21,PLDI Topic 22,PLDI Topic 23,PLDI Topic 24,PLDI Topic 25,PLDI Topic 26,PLDI Topic 27,PLDI Topic 28,PLDI Topic 29,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19,POPL Topic 20,POPL Topic 21,POPL Topic 22,POPL Topic 23,POPL Topic 24,POPL Topic 25,POPL Topic 26,POPL Topic 27,POPL Topic 28,POPL Topic 29
2011,39,2.09560700578,4.09650640323,1.34253492929,2.03021059405,0.290260642356,3.39241625131,0.750061917126,0.424900872151,0.270447974495,1.79067388458,11.7013226223,1.49669276725,0.674197471756,0.272299765108,2.55041773578,5.85346204993,7.05043551599,11.0915504392,0.840161248036,1.00917385173,0.463491759338,3.65047115436,1.17873225144,13.2474732681,0.525726810608,0.835425278069,4.02082076096,7.76167605773,0.0296909103,5.41029537302,61,3.58496260416,0.536447938882,2.34298724183,5.24176458454,3.82209887731,1.8087384451,0.616441223456,6.76905499392,8.62183336254,3.18356721132,0.303944038384,9.91514349923,2.71769740413,8.68519654211,4.18499028199,5.65323606247,1.01329746768,4.72821481701,3.01559895365,0.588514953734,0.256385322346,5.10716498902,2.08467869105,1.6133366699,0.449196922289,3.34138678832,2.96050942241,3.30748894119,0.555509607418,2.12724109084,54,4.1639900828,4.56549861671,4.08632603445,10.1193980145,0.0296909103,3.48346686673,3.35889322957,4.52037935571,8.0598020883,4.70262935961,0.582018013256,11.9402316651,0.652855569989,5.27614853157,4.51097911362,2.95076592054,0.079750262587,3.62719977949,7.39168814667,0.150152305007,1.1347269041,2.77288534496,4.21132392309,2.03029336308,0.267485326144,5.47499893289,1.21277401726,6.30234903268,1.63199564438,1.6370679908,51,0.203029270114,3.77323107056,0.0659031735784,1.31142039529,0.966979900624,3.4884657582,0.541654378322,1.38239699935,8.42328549945,3.63517402456,3.34493260542,2.91528464043,1.00033494118,5.09474230873,1.57242316988,3.1098147663,3.75595313506,5.1925616708,2.04808543153,0.574528300131,0.0730390342667,0.159265438825,8.67959556929,3.20364474733,0.7944342357,10.4176621513,0.96886274869,10.498041185,0.802528790233,5.10913824323
2010,35,1.26469026789,2.15009338909,0.259865653477,0.551519059303,0.204504677229,0.568574972286,0.555612536946,0.152833447051,2.03213724818,2.43776809937,3.64212618161,3.112347253,0.71889554328,0.794121203091,2.28245740743,4.50951744611,5.65128079327,7.65484458682,0.7155605712,5.32146672029,0.253442277269,0.435975985306,1.13651627917,10.8999978151,0.778103947329,2.07900568371,4.80128836927,6.05264034589,0.385350744063,4.85961737633,62,5.02390294737,1.33271453035,2.35566254655,6.85441314555,4.36606029314,3.36698422436,0.326929132076,5.55030418387,4.05126934046,1.60307545518,0.0296909103,4.59848058245,1.11603359726,4.6280409069,0.951302106823,4.75215462774,0.342512688698,1.99609557045,4.25389983854,6.866522216,5.53360933963,2.7313408832,2.84527709107,0.381295139721,2.63525293066,1.83462539769,0.899646577879,1.42406050069,0.0647627129597,1.12642079458,41,0.997482294666,2.15865873809,0.205694727173,5.17088264136,0.525923054066,8.47614219069,0.573979444656,5.45732436643,11.6046597846,11.0054670044,1.72619185457,11.2929660723,0.351605819749,12.7580402892,4.83616939632,2.061533061,0.974447320359,3.02743029897,3.20148007402,2.34784305277,0.534868579354,3.1583454127,4.75033429561,5.9073984613,0.290303385685,4.51432195799,2.54896299274,5.69790095271,1.6002995405,0.84138731812,40,2.39976738282,7.19720177769,0.276326830835,0.801851111125,1.78404712588,0.384508405562,3.52411361674,3.89835175369,9.28332995339,4.75805975705,5.43419687411,1.72721244098,0.327466734687,1.51560534958,0.70005259808,1.44000132078,3.35387604692,10.2285648795,4.22598494093,0.140320896155,0.330715285532,1.77820542698,12.6184120778,7.76555185999,0.128626504065,4.24390244916,3.12406164703,4.61028385577,0.0296909103,6.46043749573
2013,41,2.94035416135,2.56000007086,1.53741689616,0.0942256714317,0.245175960112,0.0630010073732,0.199924783076,0.774439229205,0.280243623915,6.72515146357,10.9551915058,0.775294720232,1.70161958268,0.234263206339,0.216595076673,5.8966805501,4.66416826969,7.40578767666,1.10661309127,2.4880628442,1.1356912872,1.92758041345,6.18504605431,10.4339548535,1.85534388364,0.598704828522,2.24493809145,2.11012024177,0.240411592129,1.41667789175,49,1.07802523863,0.777770469739,6.77817694624,6.32229113555,3.58746373278,8.95909527556,1.61609890775,8.09008425113,7.67152159688,1.9980250946,0.0296909103,10.7955014227,1.48908569278,9.74982910016,0.86915764858,1.34205691069,0.250186648292,2.3717851205,5.8787864558,0.797035009141,2.44477430333,8.4606764478,6.73898964427,1.55554523179,0.1657045839,3.66593019262,1.66592506704,1.43716029234,0.0568765566878,1.02298762546,47,1.06263549825,3.18418741927,0.978235313726,6.86744268385,0.416315565755,2.05303374898,2.22992644381,4.83577041751,5.44897233863,4.27994403308,0.47308503876,5.81351247809,2.5768895179,3.49416620677,2.46242588786,5.70549976689,2.1479890699,3.83473023903,4.14782924298,0.369259234138,0.0296909103,4.33001539537,6.16471072642,3.72434818546,0.810048294855,10.1952727028,0.978323974543,3.79492646637,1.27969927373,3.03162846792,47,1.62695701696,8.23366757315,0.115903035809,0.277174905211,0.130672032306,0.261089347172,1.11517035828,2.40377986133,9.00909849043,4.45569874785,5.56478212566,2.72784586251,0.656892363194,2.93184482342,0.402427557613,1.51469476243,5.53691039966,3.47533191081,1.47382870729,0.637990644604,0.232492713462,2.04686014227,7.09293848652,7.38342003397,0.549336204113,3.41049600536,2.07179741659,7.14591078605,0.13226685763,7.63515026493
2012,34,2.38782955232,1.7716752473,3.14751059624,0.419096586032,0.616039309544,0.923199323579,2.19768781544,1.15778786993,3.66682041094,3.31876547926,7.38467020468,2.82088654449,1.84912501306,0.619945537321,0.678305224729,5.76310999953,1.85883278302,12.6888500116,1.28027991866,1.37660129907,0.308898150426,1.00135705859,4.52209311593,9.31665121628,0.0736948140118,3.10581129049,2.53526535593,1.80233856238,0.0871266380088,1.53400179189,58,0.308708491853,2.85944141697,1.52352406925,6.42498474549,1.81254630324,1.81862208428,3.03633080838,2.95821254369,5.03171136236,7.42264563349,0.0296909103,8.06303204253,3.63750022404,9.03989278038,3.33504678039,2.83270429664,0.482447566022,5.1043739809,8.12711434706,0.778330382247,0.846734301593,7.6436907391,3.45233462184,1.07882847457,1.50866484298,1.44979616112,2.33010059523,1.73138071257,1.0092316804,2.54069061689,47,1.77119742084,0.880559863526,1.53079178366,4.31626646691,0.182004238304,2.26907069585,0.864846932857,3.80118776131,11.5163318197,6.50398656784,0.329162138872,17.6226143556,1.58958337793,10.8182570331,4.62261079071,2.45255207736,0.529214513238,3.13883762072,5.67894502863,0.0650236275404,2.33080706996,3.43091813762,2.29604965623,2.60285942006,0.13378771716,7.66775552389,0.296382797455,0.918397482813,0.326211984674,1.27685382996,47,0.506077492545,7.06698731638,1.01730047808,0.380293094989,2.61002771635,0.576605884862,1.01544814727,0.906074281696,4.42743670964,1.02467885848,3.57670509422,1.20985664723,0.195141807338,6.29156457458,0.381179036949,3.90827832735,5.03034527876,6.54383167586,0.374851083585,0.73015051193,1.2813366173,8.79117157038,6.36239901999,8.36171717211,0.2155736423,4.63427562181,2.07344382664,7.04520762805,0.119882501511,5.80735377581
2005,28,0.0767401235321,1.25473654526,0.13285386015,0.391980071132,1.40573420778,0.0296909103,1.2677622055,1.69456155547,2.52255512959,3.00792681387,4.73351922064,0.418288743279,0.613983807496,0.3851961423,2.16983945154,8.13547500037,6.8261165988,29.6427346517,0.134043390511,0.364686843754,0.561643828407,2.09648927894,0.630407121854,7.15126361573,0.233475975232,0.4588602727,6.03447761016,2.84417712465,0.168927209789,4.46686571279,121,0.83876232495,0.738180872776,3.71837037654,1.35041501176,3.51921954721,1.24750436878,0.337631693445,1.20874221261,0.299610312726,0.44196119237,0.191299608138,1.03005093863,3.64047387904,0.850508414179,0.559463351443,1.55147929363,0.0957017256107,0.356777979692,5.09273401001,11.1593392989,8.67683148913,2.61830997263,0.143764573536,0.675922729187,3.11777422762,0.555659890623,0.373915181309,0.567987376914,0.297621044139,0.667772262629,28,0.496642190896,0.440906946704,2.0773556205,6.6320243797,1.8203704067,6.06104410813,0.089115799175,4.2173015421,3.83603399635,6.45335103885,0.0296909103,12.5087527083,1.44137754555,8.50853216816,3.71248958913,1.01320236112,0.0296909103,5.50025005221,3.06786352257,1.89808527701,3.2619061333,9.94233958215,2.07069188021,0.33648192005,0.939148409689,0.487465593261,3.7556688049,4.62644972759,10.0113674963,1.91084097349,30,0.752813975127,4.15155529843,0.06428129019,2.74122862605,2.38922798004,1.46692539544,0.197828159923,2.87681704989,4.53574144411,1.48923083818,0.22427706723,0.0296909103,2.27355988527,2.48347523115,0.19058515871,1.38572121488,3.16270729717,10.7199037934,2.35144925876,0.0296909103,0.119272200207,2.24171936232,6.44115210041,2.35471096817,0.108206888833,8.5932291574,0.91455183416,5.9256456365,1.11905135285,7.35647702358
1994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0296909103,0.0296909103,0.0296909103,0.0742962277185,1.09735834837,0.103764984374,0.0296909103,0.0296909103,0.0296909103,0.24606383623,0.0296909103,0.0296909103,0.251913132522,0.0296909103,0.0296909103,0.0296909103,0.0296909103,0.0296909103,0.0296909103,1.28182704261,1.40663259673,0.328797277807,0.0296909103,0.0296909103,0.550560716852,0.177917161985,0.0296909103,0.0296909103,0.0296909103,0.0296909103,29,0.325571236741,0.958165424686,0.352592637817,0.973484977917,0.652209708783,1.22337292231,9.00614408201,3.49767570918,0.307253097014,6.09441726597,0.696383627997,16.5941381246,1.41547517061,2.98751765705,1.55560105845,0.698970297255,1.40955911522,2.06221764516,2.36953986314,0.159599941676,0.0296909103,0.0296909103,0.217321518617,0.0296909103,0.24798552479,7.82875448084,0.0296909103,2.04111607455,16.3492707113,1.4027982079,38,0.637605261297,3.41450111612,0.578472151137,0.0296909103,1.91116474155,2.69342994948,6.09859696807,0.846381002229,2.53142846274,0.789597684634,8.67182261202,2.655594777,0.512009338611,0.671242009239,2.21649912568,1.01306599858,8.79280731982,8.26200045249,0.833232340897,0.0296909103,1.22183906024,0.0709370236763,0.441122238132,0.0856983433053,0.633947955571,2.81716029497,2.69584479507,1.09078917016,2.96187269921,1.13005101744
1991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0296909103,0.0296909103,0.0296909103,0.0296909103,1.31445865678,0.233898649092,0.0296909103,0.0296909103,0.0296909103,0.196357576967,0.0296909103,0.0296909103,0.0296909103,0.15054219595,0.0296909103,0.0296909103,0.0296909103,0.0296909103,0.215394787158,0.421899019567,1.76540277535,0.132550908492,0.0296909103,0.17004695665,0.363024243633,0.0296909103,0.0296909103,0.0296909103,0.0296909103,0.0296909103,27,0.0296909103,0.0880713745815,0.297061376526,0.0296909103,0.0296909103,0.286876770407,0.347969542641,0.0296909103,0.156905356933,0.517383657363,0.0799665198,1.00545035954,0.0296909103,0.214876095485,0.40006128067,0.1799124576,0.0296909103,0.214876095485,0.214876095485,0.0296909103,0.156919565174,0.0296909103,0.0296909103,0.0296909103,0.162129419848,0.104069382011,0.177839058448,0.0296909103,0.48474753293,0.0296909103,30,0.0630242436333,0.0935522012167,0.131804240753,0.0296909103,0.06609458683,0.0296909103,0.533385717187,0.0296909103,0.331951952857,0.0630358659167,0.471654738573,0.12603458175,0.0929163313233,0.196694096003,0.32599610341,0.0296909103,0.650295721057,1.04585820057,0.0296909103,0.0296909103,0.0296909103,0.0296909103,0.0296909103,0.0983498321367,0.0296909103,0.18231882027,0.0645672417267,0.29245088724,0.0296909103,0.234141933213
1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1.10805120547,1.95176535815,1.23137503252,1.56277847209,1.91116834075,7.82078992751,6.17504153967,1.61914609349,5.57287345691,5.87177597736,0.0296909103,1.95381990294,0.0296909103,1.23323528708,4.36408537736,2.24699091703,0.422960540271,3.90757768658,0.432755353029,0.191796689368,1.04696724178,0.155861363261,0.0296909103,0.0296909103,1.47690179297,2.98383502477,0.616144990718,3.31215962885,13.1354353547,0.966671113107,30,1.34861457558,5.3065386521,0.170271630527,0.0296909103,1.98063017661,2.26857328049,3.47844630852,1.10437001655,4.94816438072,0.44803445296,9.71169341653,4.66369321036,0.41348048677,1.33076915651,4.56974170844,2.27847597749,10.4894739307,6.80700713604,0.23502452272,0.0804060889167,0.0296909103,0.94162281448,0.53427010181,0.631486847263,0.301928466613,2.78478679699,0.201788027007,0.463170524727,0.587302390443,1.81824707708
1993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.0296909103,0.0296909103,0.0590146499382,0.0296909103,1.13486994232,0.123375409512,0.0296909103,0.0296909103,0.133669171018,0.0296909103,0.0296909103,0.0620796408471,0.0694011286971,0.111833674865,0.0296909103,0.177933792385,0.0296909103,0.0296909103,0.0296909103,1.08307971185,1.8823381849,0.275535197197,0.0296909103,0.0296909103,0.137967026797,0.0493784224,0.0296909103,0.0296909103,0.0296909103,0.0857850267471,28,3.74158196518,0.0296909103,0.0296909103,0.225589226543,0.0296909103,11.06669768,7.85062812009,1.59466699803,2.28991958832,5.71551023075,0.45810629765,11.8422719946,0.728918406725,1.55657394582,1.71836665029,1.38902627024,1.37771301379,2.24264607728,1.25579498566,0.0296909103,0.0296909103,0.0296909103,0.663886719721,0.0296909103,0.166406511386,2.8930598395,1.03890641938,1.03037039751,7.09741026295,0.881696478279,42,0.0296909103,3.28958449855,1.4401677498,0.982698355912,2.75444261702,0.716456328374,4.57375760513,0.0296909103,2.89029538772,2.07129943824,7.50993597752,2.24064203504,0.362138068798,1.23849993865,1.49866247395,0.893634042267,4.07428163527,10.3368453859,0.20207501939,0.178130590871,0.584398684236,0.0296909103,0.764048188395,1.41880512441,0.125134074864,5.89286595999,1.02416731803,1.49077960726,4.47136196216,2.63368936741
1992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.961784981547,0.313463158953,0.460811680163,1.05801432082,15.6148189188,0.390356789929,0.234443150882,0.125167380305,0.714983121898,0.170513339221,0.0866208683227,0.266314153822,0.926326614796,0.0296909103,0.076951631037,0.890841220587,0.110361336013,0.607146310005,1.47056206294,7.55855916086,8.82961059563,0.321882859362,0.0828626724328,0.0296909103,1.51914710599,0.5125180076,0.219288985328,0.30351858234,0.0296909103,0.697474644092,29,0.169729662255,0.782760013952,1.26974622799,0.303399028872,0.69759490651,5.91212902797,5.59307712257,0.1810684851,2.27000699071,12.1405510871,0.754228596186,10.4022671782,0.812902498824,0.726652129648,4.90443635103,2.26510247361,0.0900984060034,0.0976180955034,4.22092961555,0.25785368679,0.448672209983,0.1966402514,0.178266151169,0.0296909103,0.283323745269,6.1630850848,0.169472024548,1.93073918126,10.407607965,0.403491993979,30,4.6021150567,1.91275802922,0.110065424147,0.0296909103,0.473078541627,4.58984261071,3.40796866552,0.347152209347,2.12583125444,1.45705570011,3.9320623159,1.86932430872,0.768623846163,0.0296909103,4.08715921507,2.11915214704,5.66292302218,14.6487365392,0.321136701427,0.0296909103,0.0296909103,0.661205174163,2.0573689357,1.03562750059,0.789928223413,1.41354730519,1.13663968494,0.22302588006,0.398244671173,5.92139070493
