Year,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,PLDI Topic 20,PLDI Topic 21,PLDI Topic 22,PLDI Topic 23,PLDI Topic 24,PLDI Topic 25,PLDI Topic 26,PLDI Topic 27,PLDI Topic 28,PLDI Topic 29,PLDI Topic 30,PLDI Topic 31,PLDI Topic 32,PLDI Topic 33,PLDI Topic 34,PLDI Topic 35,PLDI Topic 36,PLDI Topic 37,PLDI Topic 38,PLDI Topic 39,PLDI Topic 40,PLDI Topic 41,PLDI Topic 42,PLDI Topic 43,PLDI Topic 44,PLDI Topic 45,PLDI Topic 46,PLDI Topic 47,PLDI Topic 48,PLDI Topic 49,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19,POPL Topic 20,POPL Topic 21,POPL Topic 22,POPL Topic 23,POPL Topic 24,POPL Topic 25,POPL Topic 26,POPL Topic 27,POPL Topic 28,POPL Topic 29,POPL Topic 30,POPL Topic 31,POPL Topic 32,POPL Topic 33,POPL Topic 34,POPL Topic 35,POPL Topic 36,POPL Topic 37,POPL Topic 38,POPL Topic 39,POPL Topic 40,POPL Topic 41,POPL Topic 42,POPL Topic 43,POPL Topic 44,POPL Topic 45,POPL Topic 46,POPL Topic 47,POPL Topic 48,POPL Topic 49
2006,35,2.06064277831,0.0174858388,0.0174858388,4.70296684637,0.0734699247429,0.618167715514,0.384573877086,2.10148257003,2.86378149759,0.375506540654,0.324510418634,3.69506159157,5.2331295776,0.0174858388,0.0174858388,1.39545919972,0.0572426062314,0.0174858388,3.39924729668,1.49699531534,1.39545919972,0.412148549806,1.93297455143,1.11338845545,0.0174858388,1.61726504402,0.373437294531,0.322025913251,0.0174858388,5.06369982019,1.9397352012,0.08933306522,0.212585959197,8.57287470954,7.51064932388,3.0628115077,2.74034926149,3.31114049917,5.16048798418,0.173948112583,3.98660566399,8.17640887553,3.66412042829,9.28172773801,2.45262152231,0.0174858388,0.875642247654,0.282766157837,1.52240645647,0.848411073709,35,0.899129186909,1.04321588541,0.705950402511,1.77269509377,0.420566503306,7.90145294496,1.24754125605,3.95148121986,4.40647019871,0.340664267306,6.41463405209,0.390218159917,2.08899752401,1.83534079528,12.030845224,0.0174858388,2.31810989955,4.80141119438,5.59262226441,0.40847067264,0.0174858388,1.21526301807,0.0174858388,3.30787707478,0.23578284948,3.06462492573,5.06726662691,0.0174858388,2.33501455058,0.0174858388,0.62375903072,0.39082713424,0.406649829094,0.219567958157,0.202386761226,0.0174858388,0.0174858388,0.720333058574,0.0533544145543,6.41507114206,2.29963859183,2.72980520002,0.79893859732,0.307647152711,0.595841005589,0.762412962369,0.588932107366,0.0174858388,0.291822940066,0.0174858388
2007,44,3.19701126385,0.0174858388,0.447627617843,0.0174858388,0.17631182448,0.321415318784,1.46177419322,8.76380245553,0.134018294709,3.56380930542,1.67427685675,3.82460773451,0.851067421098,0.140852888334,0.631986037305,0.296966284882,0.118233670493,4.84835095429,11.8253997762,0.465573917091,0.296966284882,1.00386132276,2.01803768533,0.436679059277,0.56158362315,2.83550421312,1.62912765695,3.38251689128,0.0174858388,5.98130268504,0.757444255507,0.0573951913318,2.26051073727,2.5274778708,0.93606714598,1.41322718273,0.165042269959,5.31914945983,0.131391312041,0.553665037827,2.04157330014,4.60995863527,0.0975904181886,4.03685064184,8.30492410967,0.802718288173,0.9227426998,6.5064294795,0.0174858388,5.26697985777,38,0.796690138768,1.21709945241,2.23962457176,1.90325146343,0.421703816784,1.02086640305,2.67110024212,0.616749032471,2.2091023904,4.6268328437,4.02057602746,2.39345414416,0.136339483047,1.84548693161,5.59883640207,1.05456227309,2.51964348294,3.04928484903,2.86007152289,2.02091610734,1.05456227309,0.0174858388,7.12295573081,0.291963503861,0.906347621353,0.874409159255,1.74954170552,0.0174858388,2.27745599588,0.0174858388,0.451988510982,1.55146844223,2.17655141776,0.367495730245,0.0174858388,3.34598172537,0.0174858388,1.64331953327,0.459692512645,3.26355849084,3.41430706929,0.748622094871,0.468138609305,2.25542926345,0.779765049784,0.231017246368,0.810969482216,0.943051650697,1.92323403884,0.426528520045
2004,25,5.8826524317,0.0174858388,0.168546840868,0.0174858388,0.650143712228,0.216286781648,0.487388173608,3.68256433605,2.81157982244,3.59812427263,1.26838715973,2.36751331684,0.0174858388,2.54463171461,4.03575446319,0.0174858388,0.0174858388,0.271189832068,5.06797588977,0.0174858388,0.0174858388,1.97478190061,11.2471940195,0.533533324008,0.487030016776,0.98042221724,0.532939539588,0.847993184944,0.510033531044,9.49169721136,0.443403860092,0.069063906684,1.34690525338,0.874794283536,4.33795371402,0.079811670692,8.52073062464,6.24037939959,5.96374176086,0.078108575388,0.437364425352,2.8989150408,0.228951679552,0.77010984594,0.378731498568,1.08019057778,3.08272593222,0.0174858388,0.067458360752,1.69670112729,28,0.162158029475,0.191151006943,4.63972165619,0.0174858388,0.454282753261,4.76748626045,1.73290240831,0.0174858388,0.713254275189,0.405150268318,3.13777496609,1.92104980351,0.0174858388,1.80766661938,0.0174858388,0.0174858388,0.129230925396,6.23910540519,4.78948098908,2.50384014331,0.0174858388,0.303294245146,1.29555711297,0.520871310129,0.0174858388,0.0174858388,3.79689532541,0.0174858388,4.82186830004,0.180256725068,3.88206063013,4.19785103735,1.42901951684,3.76178719423,0.0174858388,0.120879904111,0.112593486346,1.94531433407,0.0174858388,6.78663331929,1.11878447336,0.0174858388,3.91034298166,0.0794065022321,0.105971715336,0.716659006107,0.0174858388,0.462512729143,1.05985922493,1.58715859442
1998,30,0.207823758837,0.174504716013,0.0174858388,0.0174858388,4.17892164205,0.0174858388,4.25743143571,4.08539252226,0.908532337497,0.439835682363,0.0174858388,0.20484292076,1.32913446361,2.43654492202,0.0174858388,0.0174858388,1.03334841694,0.385835568433,0.50438415392,0.0735032062267,0.0174858388,4.54670066581,2.4674745531,0.392061254547,0.0174858388,0.886269886393,1.23558059251,0.0174858388,0.55032349888,0.0808778547133,0.626772536383,0.939150075703,0.0894465467767,9.56381755095,4.23776390479,0.0174858388,4.17743565375,4.82026212841,6.9975501862,0.0174858388,2.95259925257,2.93433530294,0.0174858388,0.0174858388,0.961262181367,0.0174858388,2.32559621851,9.87958033557,0.166897353667,5.64436358327,31,0.0174858388,0.0812777026194,0.174876849823,0.0521887392065,0.0174858388,0.28938001111,0.143018072213,0.0174858388,0.211034225897,0.0174858388,0.104318386939,0.0174858388,0.0174858388,0.275561655716,0.0174858388,0.0497439033161,0.129652512832,0.0896664371355,0.0820019678323,0.0758315511484,0.0497439033161,0.178171290574,0.234035387729,0.0174858388,0.229374232619,0.0174858388,0.458575922187,0.0174858388,0.173457857332,0.0174858388,0.146518096865,0.166883705548,0.100604634397,0.0174858388,0.115344564016,0.114260032348,0.0820019678323,0.339710815642,0.0174858388,0.453373914313,0.202002123984,0.0174858388,0.0174858388,0.0174858388,0.0174858388,0.05591432,0.0652620811323,0.0503487741226,0.0174858388,0.10154023411
2008,33,2.21203144984,0.297564378764,0.178659750939,1.75979177702,0.189487927518,1.60863418861,3.25861146293,8.15059977819,3.03082525771,1.68187583296,0.414017309427,0.421620094164,1.14004949608,3.83566765698,0.0174858388,1.67052184841,0.0174858388,5.55807230016,13.7365212954,2.12364283679,1.67052184841,2.98326209928,1.49237323282,2.31501308044,0.113591500152,0.0174858388,2.04831514226,3.60999456215,0.0174858388,0.0850264763333,0.0818181348273,0.138753688497,1.60250604177,5.96321451163,0.0932141582061,5.54705367275,0.805836095588,3.10383322263,6.51112741973,0.0174858388,2.93196540574,0.856627964818,0.0622291638333,1.50109699434,4.86194229383,3.82885484031,4.4326062223,0.0614963714636,0.2231505454,0.0174858388,37,6.12562710024,3.68551243697,12.9899188472,0.591182930819,0.0538397188946,4.03365703744,0.699596603957,0.161727324808,6.48245511579,1.78830451977,2.82122921504,1.56460122608,0.0174858388,0.856400671857,5.18428726618,1.48082434901,0.0174858388,5.48631063175,1.42780691185,2.01559023618,1.48082434901,0.108995816238,1.92895393688,1.60604066204,0.0174858388,4.66920345603,2.38228088607,0.157783788116,2.03173050445,0.105425109543,2.69064733718,0.191941550003,1.50797003163,0.318027988884,0.133033500462,0.0174858388,0.42272581417,2.73339732302,0.0174858388,0.747436212543,2.06352717565,3.79559407933,0.0622896982946,0.2553682266,0.0174858388,1.47368640818,0.545190706905,0.0174858388,4.03254133068,1.80434897862
2009,40,1.46872586319,0.129946531767,0.316399780595,2.61324612838,0.0942290375625,4.00202275257,1.16680150675,13.0487294086,5.62500411888,0.328467335995,0.15432605191,5.47160907374,1.32115907486,0.420221297435,0.0174858388,0.0174858388,0.459961920737,9.1828461729,10.8592959751,0.0174858388,0.0174858388,2.18966815324,0.789818351792,0.83825539065,1.39789229955,3.1709547822,0.521592264655,0.0174858388,0.697529069452,0.0174858388,4.01486599087,0.0174858388,4.08665517364,2.90541896315,0.214887841668,0.663558142987,0.0174858388,0.816647969135,0.0174858388,0.334910251585,3.82533321568,5.46191466511,2.58789957168,9.09863421733,3.55041333789,0.0174858388,0.641606083272,1.03541896445,0.05051144016,6.84205538077,38,1.32926795227,0.758118349526,5.4400571539,1.5644130684,0.466504628447,0.709444930942,0.221702740034,0.128471332155,2.18868510254,3.67999507657,7.66305622561,0.259059034942,2.86488474034,3.14149198856,4.07931639002,0.0174858388,0.500167617905,8.45618834517,2.43132075709,3.13830434524,0.0174858388,0.292398204745,0.286945330574,1.10730613513,0.08663803155,2.93853847038,2.15845382793,1.93316024424,1.31331139296,0.556523889787,2.81485193443,0.0174858388,2.94001280516,0.0174858388,0.0174858388,0.0174858388,0.564819502829,2.45426646246,0.344255123753,5.77759775212,1.07268552343,12.7544361814,0.0547275616395,0.299311503213,0.486961687663,0.3798122794,0.618645396684,3.96435649201,3.11037292366,0.0174858388
