Year,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9
2003,24,7.47559704159,5.78513509266,7.96921200158,1.42151634939,7.61148224453,5.29790961716,6.7820341208,12.5655702707,16.8826176077,4.86959847927
1997,36,0.251919815225,0.733958260494,0.366067282533,0.507561175839,0.3560552069,0.553637522286,0.143845060311,0.658397177864,0.957860642483,0.353592903622
1986,29,0.274844155152,2.05115830019,16.098670636,11.7171359308,5.60252815627,4.90697294861,10.1951411821,12.3699401065,3.51050659116,5.77285527836
1987,28,0.0327339492,7.85944372127,6.51313223694,4.19023647084,3.31898138187,10.2318815757,0.140799150168,5.61196446655,3.73867015633,13.7252106688
1984,31,1.06683045324,2.59994371054,5.44957444699,3.24871721901,6.88566974016,2.71516104513,8.76424416033,10.3156097245,0.534660558703,5.58563811081
1985,29,0.0500269827103,5.61937509928,5.74386436753,8.19024586799,5.56646899631,7.19280835173,4.03861732419,11.6407002887,0.491788763141,3.10378827804
1982,37,0.0327339492,0.610671999938,7.03712610118,7.5910495723,4.79919864996,6.9624282656,4.60928787143,3.06230773641,3.12873225358,5.92623552484
1983,27,2.6120846706,4.31464677366,32.4388666581,8.41533538654,8.40201595471,0.799740538648,6.63599986453,57.3180654724,1.24962566759,20.881699246
1980,24,2.30262407348,0.0327339492,13.6474949329,0.0327339492,7.66518664009,1.51331917416,7.06794292363,31.216153264,3.4178446275,19.5146392912
1981,23,8.46256876793,2.94923309434,3.32368859248,4.7763641299,8.23698763602,0.0327339492,10.340465175,18.6179909076,7.88939990226,7.13268994596
1988,27,0.926138402878,9.39079515155,5.14795351862,3.00779181636,0.309240251537,10.4774142122,6.80168399204,8.59191373335,17.8052750478,6.72098521753
1989,29,1.16301009476,8.84596815244,1.49681345547,11.4245204151,1.65691231679,2.23679152831,3.83419715149,9.21037228749,1.71237235388,17.2636231156
2014,54,13.0177468421,5.29695666578,7.32085271753,10.4715555409,9.13908645588,7.84024541285,2.26379395923,6.81191925342,13.2137228593,15.8773857109
2011,51,13.678976279,8.9942947194,4.25588181235,7.65391963741,14.7033757918,8.68418021267,9.75781686311,4.56576413653,10.9047846412,9.34403167298
2010,40,13.5544589948,8.80883235554,5.39701956991,13.8819025416,9.99772099781,4.1082543482,3.98510588302,16.876037425,19.2295261232,8.08848125298
2013,47,6.90774418315,7.84005360676,5.80194746279,11.8429013951,3.77210625624,17.2644318453,7.43910395194,4.73694171036,9.03550337768,15.0483078304
2012,47,7.83981016077,10.166276413,13.2859023732,7.91862033088,6.35378073712,8.46895545295,3.52209565133,7.31027931899,11.8232299878,15.212857151
2005,30,15.1287057201,7.87338409664,8.79597964543,5.84700848007,2.83325641395,9.910512504,2.9741235108,10.6548287474,6.36158782336,7.74795255028
1991,30,0.47211532456,0.873810043897,0.166067282533,0.0660672825333,0.0940306808,0.303517433203,0.724131822987,0.918721065547,0.611184149103,0.597694406837
