Year,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9
1990,30,0.593406072897,5.18605429134,7.92818662203,6.70413570497,2.75370386181,7.27629569015,9.28641126515,10.6926063558,8.13459204341,10.8386142511
1993,42,6.61223222537,8.46324287702,4.59782801106,3.63415713114,4.43344602854,2.49506986481,7.86081117967,12.207857179,5.7323699286,9.14746792399
1992,30,1.02973013945,11.3542070727,2.205602179,3.55841368963,8.59561987417,2.05626685574,14.5524656301,13.0448556809,5.29562069303,3.93455767734
1995,34,3.66128310419,9.77714451839,6.09419884956,11.7263682015,5.31904915385,3.18088046123,4.33281220526,10.2765376049,10.3511758736,8.81377187251
1994,38,4.78608832018,7.51523273339,4.89723418287,6.38456901668,5.6139273995,1.69864579731,4.82481343077,8.68922524288,9.70285428879,11.6621175007
1979,26,6.9969520945,1.76367895681,5.17668953507,2.1174061572,11.8608549555,9.00323205359,13.8412460946,9.65924039597,18.0141886845,11.0092351797
1978,26,17.2881116781,5.62866027127,5.2121048563,8.38428802571,9.3835832627,8.34674551074,10.0955323791,22.72556818,0.0327339492,4.99924214805
1977,24,2.53067319568,13.4447511518,1.31527962915,3.61606728253,21.4308713032,3.86606728253,26.9267447771,8.9085771784,13.0268978494,2.88640984222
1976,19,0.210160066395,9.70484666741,10.2264592528,7.09976176417,7.88181937229,3.31624245757,16.7467110117,5.87483921236,1.2602044127,1.74313737988
1975,22,1.19741906888,15.2394684109,6.32253805334,5.86800624535,10.0345642774,3.2406232018,7.56800360954,3.1847937806,1.66100410418,6.7381914674
1996,33,1.16663026028,0.244855161321,0.153946070412,0.881218797685,0.487279403745,0.325688492324,0.264889469909,0.424603662739,0.638794555261,0.163676042564
1973,21,2.8125986111,12.5497871566,6.64904254058,7.0675492331,0.0775418813476,4.18798957313,14.9471211172,9.59823451576,0.0327339492,0.738074247257
2002,29,13.7036944047,3.1544355372,4.97375075077,10.7576348156,8.36645144181,6.2747877063,3.55604912271,11.0010184331,5.15123914853,3.21586433823
1999,24,0.411822769417,0.4077339492,0.788503204567,0.69531179565,0.462381447275,0.324400615867,0.0327339492,1.13898386243,0.166326531,0.440808034067
2000,30,10.5292078884,2.782448678,10.4343129377,11.3912110615,2.32555447775,0.897139506487,4.81726120954,13.4995136382,10.3561477475,3.72787568017
2001,25,5.29283152505,3.64952117248,18.0702480437,6.1700618119,12.9230794121,3.06451410291,1.47228107607,13.6597096822,4.9637338383,8.94135882728
2006,35,7.12251971238,5.93046379928,17.911138954,6.70082618009,3.64650982791,4.66208786309,7.35867816037,9.65652803137,14.2576736884,13.5666275609
2007,38,10.8914409335,8.26572904137,16.2140730433,6.3085276593,15.0034587766,1.98718808508,1.9181654675,5.66710410117,8.90142428813,7.14391230658
2004,28,11.0189152733,7.35032352358,6.28442662024,4.12485381595,7.40502261953,1.83060859368,7.40001735743,7.22929127099,14.3356456672,8.49109189294
1998,31,0.840018127029,0.442660110397,0.482687172497,0.494784216877,0.391546677355,0.116034913339,0.0327339492,1.08947441028,0.727246610994,0.226282336297
2008,37,15.2253168788,7.14274604909,11.4772176697,6.10826731651,4.13913049545,8.32181678277,2.49006090695,9.08287710094,13.204981515,17.0808707227
2009,38,10.4838002188,21.812909315,4.9769585757,5.95707589832,16.4533778996,5.55374765265,7.74268211224,6.41072522974,2.70644644176,14.8085635166
