Year,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,PLDI Topic 20,PLDI Topic 21,PLDI Topic 22,PLDI Topic 23,PLDI Topic 24,PLDI Topic 25,PLDI Topic 26,PLDI Topic 27,PLDI Topic 28,PLDI Topic 29,PLDI Topic 30,PLDI Topic 31,PLDI Topic 32,PLDI Topic 33,PLDI Topic 34,PLDI Topic 35,PLDI Topic 36,PLDI Topic 37,PLDI Topic 38,PLDI Topic 39,PLDI Topic 40,PLDI Topic 41,PLDI Topic 42,PLDI Topic 43,PLDI Topic 44,PLDI Topic 45,PLDI Topic 46,PLDI Topic 47,PLDI Topic 48,PLDI Topic 49,PLDI Topic 50,PLDI Topic 51,PLDI Topic 52,PLDI Topic 53,PLDI Topic 54,PLDI Topic 55,PLDI Topic 56,PLDI Topic 57,PLDI Topic 58,PLDI Topic 59,PLDI Topic 60,PLDI Topic 61,PLDI Topic 62,PLDI Topic 63,PLDI Topic 64,PLDI Topic 65,PLDI Topic 66,PLDI Topic 67,PLDI Topic 68,PLDI Topic 69,PLDI Topic 70,PLDI Topic 71,PLDI Topic 72,PLDI Topic 73,PLDI Topic 74,PLDI Topic 75,PLDI Topic 76,PLDI Topic 77,PLDI Topic 78,PLDI Topic 79,PLDI Topic 80,PLDI Topic 81,PLDI Topic 82,PLDI Topic 83,PLDI Topic 84,PLDI Topic 85,PLDI Topic 86,PLDI Topic 87,PLDI Topic 88,PLDI Topic 89,PLDI Topic 90,PLDI Topic 91,PLDI Topic 92,PLDI Topic 93,PLDI Topic 94,PLDI Topic 95,PLDI Topic 96,PLDI Topic 97,PLDI Topic 98,PLDI Topic 99,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19,POPL Topic 20,POPL Topic 21,POPL Topic 22,POPL Topic 23,POPL Topic 24,POPL Topic 25,POPL Topic 26,POPL Topic 27,POPL Topic 28,POPL Topic 29,POPL Topic 30,POPL Topic 31,POPL Topic 32,POPL Topic 33,POPL Topic 34,POPL Topic 35,POPL Topic 36,POPL Topic 37,POPL Topic 38,POPL Topic 39,POPL Topic 40,POPL Topic 41,POPL Topic 42,POPL Topic 43,POPL Topic 44,POPL Topic 45,POPL Topic 46,POPL Topic 47,POPL Topic 48,POPL Topic 49,POPL Topic 50,POPL Topic 51,POPL Topic 52,POPL Topic 53,POPL Topic 54,POPL Topic 55,POPL Topic 56,POPL Topic 57,POPL Topic 58,POPL Topic 59,POPL Topic 60,POPL Topic 61,POPL Topic 62,POPL Topic 63,POPL Topic 64,POPL Topic 65,POPL Topic 66,POPL Topic 67,POPL Topic 68,POPL Topic 69,POPL Topic 70,POPL Topic 71,POPL Topic 72,POPL Topic 73,POPL Topic 74,POPL Topic 75,POPL Topic 76,POPL Topic 77,POPL Topic 78,POPL Topic 79,POPL Topic 80,POPL Topic 81,POPL Topic 82,POPL Topic 83,POPL Topic 84,POPL Topic 85,POPL Topic 86,POPL Topic 87,POPL Topic 88,POPL Topic 89,POPL Topic 90,POPL Topic 91,POPL Topic 92,POPL Topic 93,POPL Topic 94,POPL Topic 95,POPL Topic 96,POPL Topic 97,POPL Topic 98,POPL Topic 99
1997,30,0.0155119134,0.49932971234,0.0155119134,0.0155119134,345.117527902,0.0155119134,0.0155119134,1.92061509137,0.0155119134,74.8636359565,133.830044492,57.4605262457,24.9800286799,0.0155119134,86.4987371309,0.0155119134,0.0155119134,0.0155119134,0.291277146553,4.5635105701,56.7167920755,0.0155119134,0.0155119134,13.1704483085,0.892490453007,78.8491989771,7.57297412052,7.80429319457,3.68926583376,8.22791511618,0.0155119134,73.3032078179,28.2390794897,268.996343001,38.7882097385,0.0155119134,161.778383644,10.3446676469,126.892192532,62.7904436649,0.0155119134,0.0155119134,21.5915500654,0.0155119134,11.3237287098,0.0155119134,305.951794174,22.1202854404,0.0155119134,155.856784952,1.35545230266,10.3335566783,12.7047879652,103.658591445,26.9857498383,0.0155119134,215.296827371,4.21613233687,0.978166285583,0.0155119134,6.41883069132,0.0155119134,38.7553033327,16.2673780388,24.4531312321,130.767043828,220.875391315,17.3254131545,129.044229246,1.07177108497,31.2318081076,48.7691854336,0.0155119134,32.3216114057,8.52036367958,0.0155119134,36.1850165819,0.0155119134,4.9435524939,0.0155119134,73.3032078179,42.2766695499,61.6204303095,34.2422839632,5.1621423468,54.756117249,0.0155119134,26.0488425127,67.7455828568,244.638174065,9.42921270046,23.5891998385,2.81214549445,18.8567779453,6.25332832286,0.0155119134,13.1909928517,141.561560151,21.9110018695,3.51461218866,36,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134
1981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,30.87060285,0.0155119134,0.159964988996,0.0155119134,3.74368967302,0.0155119134,0.0155119134,41.7007323656,0.0155119134,0.0155119134,1.69911497769,0.0155119134,134.301610919,0.0155119134,2.15338381988,0.398766232352,0.0155119134,30.87060285,0.0155119134,0.0155119134,0.0155119134,45.4277652276,19.4514926431,91.6065539524,0.0155119134,23.8123026813,65.1736940059,3.50476432503,4.6967846151,4.4704536805,0.0155119134,3.77979224656,6.77343994079,39.4678347837,0.435309952109,0.0155119134,80.5632719157,240.098770573,3.09938948515,1.67804532407,2.73962259542,0.0155119134,12.8027830251,0.0155119134,8.55044152555,0.0155119134,3.62081576263,0.0155119134,0.0155119134,67.4996749179,0.0155119134,5.42324421743,0.0155119134,150.646751638,0.0155119134,0.0155119134,4.47962869484,242.305886799,58.3679067199,0.0155119134,0.0155119134,82.08180438,16.5283240341,0.0155119134,305.232627357,5.30117818304,0.0155119134,0.0155119134,0.0155119134,0.0155119134,37.8674710903,20.7400309123,0.0155119134,297.41249749,7.85083967892,4.38699800867,36.7570501035,0.0155119134,17.2484658198,0.0155119134,3.77979224656,48.8336828603,152.87781437,4.86285849767,18.9586599307,2.19158934535,0.198259265617,0.0155119134,58.8523646815,5.9932023692,11.7216083383,0.0155119134,2.46756734316,0.544177145135,80.0206077195,40.542041446,63.8554670566,0.0155119134,24.70631382,63.8325453877
1986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.0155119134,1.92196486755,0.394903544531,44.0085110638,158.984462657,22.0669207832,0.217748254845,149.367654734,22.0669207832,0.0155119134,10.380250292,75.4998846432,9.58633203112,9.43028855227,3.71969980013,9.45697770578,62.2380719648,0.0155119134,54.4668484754,0.937379315624,16.2866002665,0.0155119134,108.808455757,7.10018973345,14.4618971454,4.69280278412,22.6922555741,0.295363463693,1.30679203814,15.5574454683,0.669608146097,2.99947774862,8.96333802676,0.0155119134,0.0155119134,1.21482702307,19.7061529342,450.05809547,1.1517912238,7.77409394617,0.0155119134,117.574533994,11.9823916223,0.669608146097,11.0165096651,0.0155119134,1.280201415,1.51904946038,0.0155119134,47.030035324,8.30581310871,0.0155119134,0.0155119134,10.152675599,0.0155119134,0.0155119134,0.0155119134,42.1667064263,29.4404515639,0.0155119134,0.0155119134,5.53195475922,23.9356417511,2.6463801877,84.3347585052,0.0155119134,103.861054618,0.304139375852,0.0155119134,0.388597050762,35.7914481181,13.9064559153,76.0820458865,28.8029261396,3.75913791985,165.476563812,8.70807801712,368.856731483,0.0155119134,66.2376548194,2.99947774862,104.464953635,88.31815987,247.060790883,0.0155119134,5.40607549277,0.0155119134,0.0155119134,92.7993964425,0.24324837849,17.8599043018,0.0155119134,3.57052993867,1.88137777142,0.0155119134,2.31007646142,0.0155119134,0.0155119134,0.0155119134,65.4211037153
1987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.0155119134,0.0155119134,42.6039119554,0.0155119134,0.0155119134,44.570921842,0.0155119134,114.403653698,44.570921842,0.0155119134,61.2902071566,3.09393896798,91.0802664171,74.1253220372,25.0972472295,11.7256869571,0.0155119134,0.0155119134,0.0155119134,10.4410226357,0.634533797468,0.0155119134,212.248051979,17.9583645158,15.3827551099,3.16614893653,102.242243544,0.0155119134,1.2270694913,1.42745469047,5.72232804468,0.0155119134,8.45784519837,0.0155119134,2.03754837103,0.0155119134,87.605752284,1.45198133046,62.2430683486,158.48092005,4.52560614759,222.828005215,4.9984319156,5.72232804468,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,33.2375781728,1.05263620571,13.1035925231,0.0155119134,4.47441534689,0.0155119134,0.0155119134,0.702674321179,248.160901754,13.8279837664,0.0155119134,32.9489404262,145.072715516,149.280388208,6.56785382874,13.0689936316,0.0155119134,21.2553465853,0.0155119134,0.0155119134,0.0155119134,29.6114364722,3.13345741999,43.3437806431,26.211758527,12.2491831416,206.284652564,30.8603210483,208.421616325,0.0155119134,0.0155119134,0.0155119134,4.71972240272,86.2005132703,2.11723236609,8.92410405161,0.799139275432,0.0155119134,70.2828642755,212.197608169,4.55128360554,2.16763887743,5.91622328399,26.6291067666,2.47803922199,24.6422490802,0.0155119134,1.97218931198,0.0155119134,4.95155057516,2.50606948326
1984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.0155119134,0.0155119134,0.0155119134,4.56330419973,0.706023060923,0.0155119134,0.0155119134,98.4339159809,0.0155119134,0.0155119134,7.86810348264,0.0155119134,65.0152096387,2.08507401268,135.664516198,6.38537455998,0.0155119134,0.0155119134,83.3328969993,0.0155119134,0.0155119134,0.0155119134,8.01032029915,73.3715865215,112.380532962,0.837733908619,34.9890446137,1.1112774495,118.978080858,15.2274510853,23.8943276979,11.7787531572,1.99128310072,26.855902865,2.15207731351,0.58957654769,81.2925369516,115.240728179,0.0155119134,107.642028393,6.72425815095,67.8084130839,6.77294538695,23.8943276979,16.6167026089,0.0155119134,1.27429796392,7.9104977945,0.287384506587,58.7267105293,0.0155119134,0.0155119134,0.0155119134,0.0155119134,36.164447717,0.0155119134,1.64270757632,108.2778739,125.927411874,0.0155119134,0.230261598768,5.06417370995,95.4953810307,1.61158288986,142.42195841,44.9831980394,5.76545977674,0.0155119134,0.0155119134,0.700502822535,60.6250929863,32.3527927144,12.820746802,20.0593672125,0.0155119134,147.62845902,140.991838038,17.3514789728,1.04414727888,0.787383426032,11.7787531572,5.89425739608,224.289273568,149.907606168,0.0155119134,68.7890619344,0.0155119134,0.0155119134,81.2676288322,4.96005059979,13.4771357385,0.511003555461,18.8998603128,1.08410417256,24.4182209343,0.565346469358,1.54192098443,0.0155119134,1.76213690605,3.54651735039
1985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.193668006548,0.0155119134,0.0155119134,0.129273179959,6.49695613702,0.100839181234,0.0155119134,14.8507680265,0.100839181234,0.0155119134,13.9658236489,11.9798877155,44.1306864446,0.240636593745,0.0155119134,0.0155119134,0.0155119134,0.193668006548,84.7986891545,49.8919773203,0.0155119134,0.0155119134,22.3322231821,17.5645031912,90.4480281642,16.6095524505,22.8292881405,0.35341707851,49.5967656165,6.15258914807,0.0155119134,31.1967428477,22.3375617125,4.07112516908,0.0155119134,0.0155119134,1.70669281879,106.716253947,31.9833137907,187.841619174,2.56357091179,242.047375135,24.0893724929,0.0155119134,3.93285238374,0.0155119134,3.41318997874,0.0155119134,0.0155119134,212.314959861,0.0155119134,6.63279822249,0.0155119134,0.0155119134,0.0155119134,0.0155119134,3.56286502038,251.82532584,14.3087686773,0.0155119134,0.0155119134,12.2727057619,49.1944394986,2.156221378,67.533691823,0.0155119134,11.2803800796,3.32570532534,0.0155119134,0.0155119134,94.6868718236,3.72466585375,109.201498049,74.5234659844,6.85800480663,237.775067299,131.562231916,145.18883398,2.66352311014,215.515184998,31.1967428477,16.6708365032,120.103291731,90.9036383905,0.0155119134,52.7036645478,0.0155119134,0.0155119134,115.352268929,0.629009899483,14.5021920983,0.0155119134,1.38022305481,2.27911773451,11.7426185757,180.383251592,0.0155119134,0.0155119134,5.11362113501,45.127373834
1982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,22.460013096,0.0155119134,0.0155119134,1.6993983612,0.746040567141,6.24568820087,0.0155119134,158.385391871,6.24568820087,0.0155119134,2.67029691904,0.0155119134,63.8018362141,1.26340348991,2.79317154351,3.46531526347,0.0155119134,22.460013096,5.97065701708,22.2440568614,0.0155119134,0.510610523786,60.9646625596,7.56505302176,42.7962690462,12.7907917466,35.5579524423,11.191880361,4.63128570716,8.34567363244,2.42963187172,108.589969663,9.56568729378,0.994088739519,0.981113747543,2.27612297611,1.81159646904,298.084580746,15.5542169809,45.103765266,0.538043301135,46.5834972978,136.268539525,2.42963187172,19.4741321293,0.0155119134,4.63050665543,0.388044936019,0.0155119134,73.8905058937,7.63989969013,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,1.95943466245,232.208518413,20.0461168816,0.0155119134,0.0155119134,15.457605294,164.842072913,10.0096627038,205.110481004,0.0155119134,2.12581147636,0.0155119134,0.0155119134,0.791609537249,54.8786503837,27.4961177302,0.0155119134,35.4736131288,0.0155119134,15.765831229,193.360198438,88.1580710693,0.570438867273,43.0810263881,108.589969663,29.6830141306,88.2466750538,271.454226405,1.02081127698,11.8197331632,0.0155119134,0.0155119134,2.13877403514,6.66216308843,0.0155119134,0.0155119134,1.17122447439,5.15700820197,5.21562964412,2.79542447874,1.57030621428,0.705490824614,11.9266201692,35.037743171
1983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2.87798026984,0.0155119134,2.06840542802,1.83317047423,27.4747471688,0.0155119134,0.0155119134,0.501039996144,0.0155119134,0.0155119134,0.372004864033,0.0155119134,25.0165582673,0.0155119134,199.807509461,59.304844831,0.0155119134,2.87798026984,355.000269831,44.0121543855,1.17965936121,0.0155119134,12.8057321892,0.863865665844,59.3411571389,7.38808209619,29.5072906346,0.0155119134,121.505764748,11.3412591131,0.0155119134,8.00020272983,19.7910761408,0.0155119134,0.0155119134,1.95970114624,17.8709930994,8.50199925927,2.51268094226,32.6530107996,2.62759046202,122.377898319,10.1393302952,0.0155119134,0.0155119134,0.0155119134,4.45315023087,0.0155119134,0.0155119134,180.766884684,1.29909583595,0.0155119134,0.0155119134,1.41981203421,133.950090783,0.0155119134,70.9687152139,234.083366415,42.3424159108,0.0155119134,0.0155119134,275.47150107,10.416689725,13.1838122977,161.987006231,0.0155119134,0.0155119134,0.0155119134,0.582008527552,0.936106030052,118.182714293,13.3363734355,0.644791183996,55.6294146389,0.0155119134,126.677693987,137.766498681,0.0155119134,0.0155119134,0.0155119134,8.00020272983,107.509352772,92.8533531191,63.7167333425,5.58542541214,3.23441319614,0.0155119134,0.0155119134,19.6405861005,2.46470796747,33.5457922408,0.0155119134,0.8535605968,0.584876819989,7.85068165355,3.90568648214,0.385534032407,3.0342562192,31.0680841361,212.7124693
1980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1.13119880224,0.0155119134,3.65274112159,40.9346280665,9.98559748099,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.0155119134,0.529707429837,13.0242992424,72.7460201059,0.0155119134,2.2135991882,0.0155119134,0.0155119134,1.13119880224,0.0155119134,0.0155119134,0.541706424121,0.0155119134,8.27562326757,4.46532002645,5.08974279821,25.5894223649,56.4273215719,0.611759731692,223.13120811,1.52581507799,0.0155119134,4.58865207029,6.96986279759,28.2282507071,0.0155119134,0.450597263475,0.0155119134,0.210755232029,1.7079690012,0.233090623396,5.75749786738,3.63190975462,17.036692045,0.0155119134,20.2402526222,0.0155119134,5.43474166092,0.0155119134,2.05414715675,96.9377952588,0.0155119134,0.0155119134,0.0155119134,0.0155119134,84.0702406078,0.0155119134,0.0155119134,462.985863202,115.254803336,0.0155119134,0.0155119134,8.37046999457,85.5712938345,0.0155119134,180.041488339,54.5570247968,3.97837272719,0.250868953746,0.0155119134,0.267915791213,79.3578554378,5.352479366,17.2927608864,317.555491883,17.8110595234,38.7581291564,263.375551091,97.5259441375,0.0155119134,89.1079877451,4.58865207029,0.221778156613,97.9718618851,4.72765930145,6.38322865216,6.54806269842,0.0155119134,0.0155119134,7.92631675809,3.43995912974,1.27751137396,0.0155119134,1.22526795883,33.7974251934,160.012256335,1.50142129527,0.3572664998,3.56712587742,0.0155119134,8.68544719577
2003,27,0.809200574848,42.3288511028,210.803721002,0.0155119134,99.578907324,0.0155119134,0.0155119134,0.0155119134,0.0155119134,142.16444336,44.2585584511,236.134225865,4.53288265347,8.72752466051,93.2233937308,117.920169179,0.0155119134,0.809200574848,0.0155119134,57.33775468,78.7582607184,1.97717627122,0.0155119134,51.5063917653,0.602027379633,144.027269801,0.0155119134,16.5983809501,4.7047777699,46.8653876676,0.0155119134,11.6174017887,0.0155119134,9.56188552185,4.16131050031,60.8717778739,263.414251513,5.44558630204,82.6987980044,6.11112920497,43.6304753721,101.833209678,0.391320039652,0.0155119134,144.796667235,0.0155119134,96.2472161382,163.418368618,0.0155119134,49.9981131928,24.0442602147,0.243968683137,36.2022421064,112.484971825,0.0155119134,0.0155119134,116.404847742,3.97426242042,11.807623711,10.1211095958,2.26278253766,0.0155119134,2.67788850593,262.92624215,55.6249872172,0.0155119134,0.0155119134,120.18248968,483.435855445,0.361040570315,73.0098849284,69.8144691584,0.0155119134,16.4494758351,0.0155119134,0.0155119134,2.16439756679,0.0155119134,9.54012186625,0.0155119134,11.6174017887,38.4595625032,93.3949436729,11.456404979,420.714263045,15.0049114794,59.4056637195,0.0155119134,0.0155119134,278.901866068,1.48648508235,0.0155119134,106.712158602,11.2501144508,1.51112524714,0.876138713263,10.3059593295,251.817818469,72.0475468355,0.0155119134,24,1.75701029947,373.856444911,1.11126926739,0.0155119134,7.79794483522,34.5840533455,245.791354079,1.06084688513,34.5840533455,1.66048982259,11.0995930223,43.0843164779,106.569127912,156.063132311,47.6855192221,62.2701825209,0.0155119134,1.75701029947,75.4705136932,6.14343990277,0.0155119134,0.0155119134,6.84986400726,124.170795369,62.3600573037,53.5082569473,20.3371463731,45.0003515605,29.8487953697,11.4782741386,28.9213692206,7.8382244706,46.1521246484,3.31643402442,51.1087930312,7.92599825097,0.0155119134,0.0155119134,0.0155119134,31.9891129875,24.9161785122,75.5729953151,3.23977974123,28.9213692206,28.4606926919,0.0155119134,79.7209498743,1.09856381818,204.445125926,118.172997483,18.04292085,0.0155119134,0.804230575113,4.3101141709,0.0155119134,0.0155119134,3.79496255582,1.63057330052,21.8388220204,112.419981855,0.0155119134,7.31454565828,8.29891101868,176.375032616,44.8834181461,0.0155119134,1.25118762083,190.239436376,0.0155119134,1.48777453299,345.270596292,71.7482811459,10.9574230177,9.48069323981,157.586005901,42.1632506392,1.24801126237,0.0155119134,18.6952575614,0.0155119134,7.8382244706,5.49874132027,73.6378042023,5.54470675205,17.2256427551,18.1092398504,3.79306839124,0.0155119134,112.888694614,46.5122617129,35.7045284113,73.8845895509,46.7381236549,37.0681938065,46.1797250705,0.0155119134,44.3460559219,2.1771548808,2.3255139838,3.0077247564
