Year,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19
1997,30,4.5216987161,1.78270526935,0.229088816487,4.23854301287,19.9858077393,0.441925016437,11.1253984942,9.17627893775,5.53656181315,2.12431122864,0.912047848283,2.31140003476,15.2763723528,0.12150980598,2.3817357681,3.98357044566,0.0267069779,2.64503074447,0.0267069779,0.120072891123,36,0.239900226528,0.296469641803,0.640995808278,0.162140850092,0.115677085383,0.0706654779444,0.458505414036,0.137818089011,0.233924551492,0.366670002231,0.212865738697,0.0602047701083,0.120246761194,0.335583775342,0.248929200122,0.110040311233,0.782265690414,0.0267069779,0.137818089011,0.332266652708
1981,0,,,,,,,,,,,,,,,,,,,,,23,8.9184344283,5.41748802089,1.33297324156,17.2192982553,0.0267069779,3.83632348745,3.2042398981,0.782220347922,0.262423614904,0.989823834004,4.46453177061,1.99284377532,1.75507099238,0.0267069779,1.27360769176,4.84971055814,3.17509987157,8.42001371864,1.50920967253,2.51219503137
1986,0,,,,,,,,,,,,,,,,,,,,,29,4.87391326874,1.98244224392,3.42382300081,14.7976901522,2.00959122843,0.384088423555,3.4613999764,0.0267069779,0.656777196476,8.98073416164,4.89836624745,1.38595975371,4.40267746652,0.65165418411,0.674573224483,6.82195668445,9.09287147139,0.805536717093,2.18654869786,1.18924227385
1987,0,,,,,,,,,,,,,,,,,,,,,28,0.518794069725,2.1803852163,10.3772069833,7.33451287001,2.15375788228,0.0267069779,0.794543271257,0.0267069779,0.616186433504,5.95097773828,5.21972108314,0.0267069779,0.960513562989,0.257143370871,2.22171719903,0.133289177621,2.97433298045,0.601087179946,1.20023558142,11.9953283099
1984,0,,,,,,,,,,,,,,,,,,,,,31,5.65055248799,2.42734127403,1.56513712076,8.70857100332,0.498717739119,0.0267069779,0.0267069779,0.0267069779,0.676697059903,1.21621421325,4.36397873975,0.0267069779,1.99993295743,1.54358580495,1.94783536922,2.23205485757,4.3364984754,4.63590420641,0.0267069779,5.43629303673
1985,0,,,,,,,,,,,,,,,,,,,,,29,2.77178083692,0.980270107728,0.904674164397,9.56934702782,2.33038758442,0.0989962001276,1.52573763272,0.0267069779,0.608152794686,4.12568656196,3.78616748291,1.83006638217,3.78888309262,1.48312313332,4.16929649792,0.521587290055,9.60517395818,0.0267069779,0.845839148866,2.84590053288
1982,0,,,,,,,,,,,,,,,,,,,,,37,1.41956065171,3.24812310982,0.1559476227,7.14927109695,0.846973316343,0.0267069779,0.213261724549,0.774656502643,0.0750336834243,6.52392969525,6.58153036749,0.446365854038,2.64925075674,0.0267069779,2.19019475737,4.21202752264,0.894095151314,2.44140381259,0.0267069779,4.06482543107
1983,0,,,,,,,,,,,,,,,,,,,,,27,13.952154946,3.64376355565,1.90776232001,29.8500297823,0.131044761789,0.997455555185,1.43188761333,0.0267069779,0.127718317378,0.403469471856,20.2126300665,1.193980752,2.2256304482,0.191241362559,2.99778685223,0.68802143517,38.5018773764,19.1243611869,0.926930662789,4.74042685444
1980,0,,,,,,,,,,,,,,,,,,,,,24,8.48487694775,3.82916297608,1.17203569502,9.32142356737,0.281014060596,0.0267069779,1.7952008004,0.214673372,0.0267069779,2.8621273194,16.4148690588,0.432377263683,0.0267069779,2.43422364476,2.73504031123,2.5858229637,6.74284218733,22.4003590808,0.0267069779,4.80459573082
2003,27,4.05304010934,0.48693216603,0.94305518087,0.0267069779,11.3202562052,3.70487706877,5.65931805744,10.6354174725,11.6293064919,0.4826092998,0.171841415722,3.03103574475,21.5887714625,1.53180542539,3.58745033988,2.70580537179,4.1310817247,2.23826455441,10.308419836,2.59444094934,24,10.1125484415,2.16740748076,8.35405795682,1.57275888409,1.94651508066,3.16164452793,4.00039999807,1.49055705366,13.7385912142,1.03078888471,1.19369494149,0.0267069779,0.0267069779,6.08769284513,1.85900689923,5.57734322998,10.7271294458,2.75840527446,1.00880979903,0.0267069779
1988,32,6.27641004523,0.0267069779,0.0267069779,4.46625513563,5.00622864292,0.0267069779,4.82984066457,3.50911441457,1.43865832535,7.57800905926,0.499749180428,3.68821958611,5.91036829505,0.795792763066,2.98447455661,3.29283239532,0.3079569779,0.868191354788,0.326831796822,1.64383543059,27,6.46838256308,12.8098973148,3.10477688234,0.496295469037,1.22772985928,2.71239512085,4.70343078802,0.0932387473593,2.70340859142,2.78443490127,4.00096377987,0.0267069779,2.6462339633,1.29214200851,0.0267069779,5.72507738721,8.36652414352,1.88155129314,0.0267069779,8.28938766306
1989,30,4.02911782429,0.0267069779,0.0267069779,5.8100791746,5.67096024461,3.73759553773,0.302591139707,8.03905430536,4.21910489056,3.33496479852,0.0267069779,1.46671666994,4.07434734761,0.595724529387,0.0267069779,10.5086172662,4.4099444006,0.84235868311,3.0267069779,3.32609452283,29,3.84353183411,4.07866677662,5.9507570005,4.16086560553,0.0267069779,0.0997769683897,1.50271551231,0.475158048797,0.0267069779,1.87849071339,13.2317924327,0.236900756976,2.81512352816,1.0941544215,0.0267069779,1.54461606515,11.2143271198,0.777111256269,0.0267069779,6.04056498544
