"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","Year"
"1","0.106965174129353","0.178038379530917","0.000355366027007818","0.142501776830135","0.0358919687277896","0.0358919687277896","0.0358919687277896","0.106965174129353","0.000355366027007818","0.000355366027007818","0.284648187633262","0.0714285714285714","0.000355366027007818","0.000355366027007818","1973"
"2","0.191983122362869","0.0193709244342156","0.0193709244342156","0.0385500575373993","0.211162255466053","0.0385500575373993","0.0193709244342156","0.115266589950134","0.057729190640583","0.0193709244342156","0.0385500575373993","0.172803989259685","0.0193709244342156","0.0385500575373993","1973"
"3","0.243961352657005","0.00241545893719807","0.00241545893719807","0.243961352657005","0.00241545893719807","0.00241545893719807","0.00241545893719807","0.00241545893719807","0.00241545893719807","0.00241545893719807","0.00241545893719807","0.243961352657005","0.00241545893719807","0.243961352657005","1973"
"4","0.0892634207240949","0.0179240235420011","0.0446762974852862","0.053593722133048","0.133850543962904","0.133850543962904","0.0446762974852862","0.142767968610665","0.00900659889423934","0.107098270019618","0.0625111467808097","0.0803459960763332","0.0179240235420011","0.0625111467808097","1973"
"5","0.358392999204455","0.0401750198886237","0.000397772474144789","0.0401750198886237","0.000397772474144789","0.119729514717582","0.000397772474144789","0.15950676213206","0.119729514717582","0.0401750198886237","0.0401750198886237","0.0401750198886237","0.000397772474144789","0.0401750198886237","1973"
"6","0.297199830292745","0.0214255409418753","0.0426389478150191","0.127492575307594","0.0638523546881629","0.000212134068731438","0.0214255409418753","0.0426389478150191","0.0426389478150191","0.000212134068731438","0.000212134068731438","0.000212134068731438","0.169919389053882","0.169919389053882","1973"
"7","0.113097478359052","0.000188182160331201","0.000188182160331201","0.0942792623259315","0.0378246142265713","0.0942792623259315","0.169552126458412","0.150733910425292","0.0190063981934513","0.0942792623259315","0.131915694392172","0.0378246142265713","0.0190063981934513","0.0378246142265713","1973"
"8","0.0881663737551259","0.146748681898067","0.117457527826596","0.176039835969537","0.0295840656121851","0.0295840656121851","0.0588752196836555","0.146748681898067","0.0588752196836555","0.0881663737551259","0.0295840656121851","0.000292911540714704","0.0295840656121851","0.000292911540714704","1973"
"9","0.0566428302596914","0.000188182160331201","0.000188182160331201","0.226006774557772","0.0378246142265713","0.207188558524652","0.000188182160331201","0.0190063981934513","0.000188182160331201","0.150733910425292","0.0190063981934513","0.0378246142265713","0.0190063981934513","0.226006774557772","1973"
"10","0.208854891052388","0.0234121464997682","0.000231803430690774","0.0929531757070005","0.000231803430690774","0.0465924895688456","0.0465924895688456","0.000231803430690774","0.000231803430690774","0.116133518776078","0.116133518776078","0.000231803430690774","0.000231803430690774","0.347936949466852","1973"
"11","0.34892951647823","0.0482318980033678","0.0121481837863844","0.0482318980033678","0.0362039932643733","0.0963435169593457","0.0722877074813567","0.0241760885253789","0.0121481837863844","0.0963435169593457","0.192566754871301","0.000120279047389945","0.000120279047389945","0.0121481837863844","1973"
"12","0.096660244059088","0.0324341682723186","0.128773281952473","0.128773281952473","0.0645472061657033","0.128773281952473","0.0324341682723186","0.0324341682723186","0.0324341682723186","0.0324341682723186","0.128773281952473","0.000321130378933847","0.0324341682723186","0.128773281952473","1973"
"13","0.0087719298245614","0.885964912280702","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","1973"
"14","0.463838664812239","0.069772832637923","0.0234121464997682","0.0465924895688456","0.0465924895688456","0.0234121464997682","0.0234121464997682","0.000231803430690774","0.000231803430690774","0.116133518776078","0.162494204914233","0.000231803430690774","0.000231803430690774","0.0234121464997682","1973"
"15","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.885964912280702","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","0.0087719298245614","1973"
"16","0.308732795443759","0.0476981490270527","0.0476981490270527","0.000237304224015187","0.0239677266255339","0.142619838633128","0.0239677266255339","0.118889416231609","0.0239677266255339","0.166350261034646","0.0714285714285714","0.000237304224015187","0.000237304224015187","0.0239677266255339","1973"
"17","0.00318471337579618","0.00318471337579618","0.00318471337579618","0.00318471337579618","0.321656050955414","0.00318471337579618","0.00318471337579618","0.00318471337579618","0.00318471337579618","0.00318471337579618","0.00318471337579618","0.00318471337579618","0.640127388535032","0.00318471337579618","1973"
