Year,ICFP # of papers,ICFP Topic 0,ICFP Topic 1,ICFP Topic 2,ICFP Topic 3,ICFP Topic 4,ICFP Topic 5,ICFP Topic 6,ICFP Topic 7,ICFP Topic 8,ICFP Topic 9,ICFP Topic 10,ICFP Topic 11,ICFP Topic 12,ICFP Topic 13,ICFP Topic 14,ICFP Topic 15,ICFP Topic 16,ICFP Topic 17,ICFP Topic 18,ICFP Topic 19,OOPSLA # of papers,OOPSLA Topic 0,OOPSLA Topic 1,OOPSLA Topic 2,OOPSLA Topic 3,OOPSLA Topic 4,OOPSLA Topic 5,OOPSLA Topic 6,OOPSLA Topic 7,OOPSLA Topic 8,OOPSLA Topic 9,OOPSLA Topic 10,OOPSLA Topic 11,OOPSLA Topic 12,OOPSLA Topic 13,OOPSLA Topic 14,OOPSLA Topic 15,OOPSLA Topic 16,OOPSLA Topic 17,OOPSLA Topic 18,OOPSLA Topic 19,PLDI # of papers,PLDI Topic 0,PLDI Topic 1,PLDI Topic 2,PLDI Topic 3,PLDI Topic 4,PLDI Topic 5,PLDI Topic 6,PLDI Topic 7,PLDI Topic 8,PLDI Topic 9,PLDI Topic 10,PLDI Topic 11,PLDI Topic 12,PLDI Topic 13,PLDI Topic 14,PLDI Topic 15,PLDI Topic 16,PLDI Topic 17,PLDI Topic 18,PLDI Topic 19,POPL # of papers,POPL Topic 0,POPL Topic 1,POPL Topic 2,POPL Topic 3,POPL Topic 4,POPL Topic 5,POPL Topic 6,POPL Topic 7,POPL Topic 8,POPL Topic 9,POPL Topic 10,POPL Topic 11,POPL Topic 12,POPL Topic 13,POPL Topic 14,POPL Topic 15,POPL Topic 16,POPL Topic 17,POPL Topic 18,POPL Topic 19
1976,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,19,0.396845920832,8.26113974107,0.118470972911,0.247346562789,0.310753967884,0.995264187089,2.04399169143,0.541085368453,1.17468774807,9.85774572531,3.60627698742,0.527916406916,0.915080085753,0.111469739489,0.036820247,10.7438677018,3.96424769215,0.036820247,2.33161331934,5.25180273266
1986,0,,,,,,,,,,,,,,,,,,,,,49,0.0795453786041,0.036820247,0.036820247,1.65754721103,0.360974685584,0.036820247,0.036820247,0.0610181809102,0.0704742742184,0.0776365735306,0.0743377410408,0.2800606897,2.67923707863,0.0602160305163,0.036820247,0.0776346564184,0.0974222705367,0.0820688515184,0.223441133878,0.1604848673,0,,,,,,,,,,,,,,,,,,,,,29,2.89130644718,0.246641902979,6.41587166738,0.120719002472,1.6601524005,1.50664665008,21.2589663439,25.1207970141,3.73302927901,2.14981369806,6.02769230662,4.7899541875,0.0872519774793,1.73318079788,7.48264812123,3.60629925745,15.7556118386,4.2591424421,9.90745839382,0.224600522193
1987,0,,,,,,,,,,,,,,,,,,,,,15,0.409816480673,2.4368782211,0.036820247,0.238121274193,2.95362998848,0.537755668213,0.036820247,4.11476082049,0.036820247,6.92290434073,0.969600149587,11.0323870252,7.11920418425,2.56459763495,0.842608498847,0.766268089233,0.566005042733,4.41070628557,0.439615582627,0.234418245513,0,,,,,,,,,,,,,,,,,,,,,28,3.40287219685,1.35692060313,2.78109139778,1.99342410226,1.36254902739,2.42863945364,18.2880575306,12.6071603065,9.53177695931,4.21247335841,4.83164938491,11.2529935016,0.538661184786,9.95545483707,4.4499829183,2.6376426277,7.4763199802,6.3260643037,3.15870816185,0.036820247
1984,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,31,2.36676923955,8.54843658114,7.96615104745,0.036820247,0.036820247,4.84825658899,10.7880583497,15.4832954496,3.86941929628,2.17302685938,2.46151247073,10.0222300663,0.853467996742,0.422043315461,1.04669187726,5.94257370963,6.14345352901,0.036820247,3.35620082312,11.0440344181
1977,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,24,0.510173173621,1.19099465954,0.161929462992,0.036820247,0.036820247,0.270121551529,0.252985533308,0.0845997692917,0.707447882204,0.902643454596,0.231208771737,0.036820247,0.159494977292,0.036820247,0.036820247,0.036820247,0.614239392654,0.036820247,0.036820247,0.106004335271
1982,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,37,1.15392995755,4.0817401461,13.4227079529,3.43396834514,0.661752981332,6.47413534475,3.36226170972,4.04669742853,1.62424888217,7.07845083517,2.93044368895,0.333936347443,0.201887110424,2.35374908434,2.69485715564,3.81598923762,10.9231084098,3.07616914826,3.42326261625,5.02148693639
1983,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,27,1.09970068392,10.0604937973,9.97620141589,1.66690500889,2.9399443136,3.26851805381,3.00937136185,2.93169777857,2.77630996688,15.8287708739,4.85548154886,1.69826406494,0.036820247,5.25702528396,1.32383346046,7.25751287321,3.92463328785,4.2605782295,2.72421536623,15.6179051013
1980,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,24,4.6103845053,12.6685594682,2.10398949206,2.59051852893,0.379427136817,1.6196925349,0.319949930788,6.37513154675,8.58879318872,9.05177711951,0.896390222163,1.2989891961,2.18715625018,3.19399175745,5.16851401858,0.036820247,4.18742365302,0.472642247996,0.708021452946,1.77823244267
1981,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,23,3.4782960893,5.20084815777,1.35577833063,0.036820247,0.939811629565,1.41837597222,0.0908942177478,0.905991597722,4.33993590217,18.0898262729,0.399119719604,0.182541477304,1.50200775627,8.64038730569,3.04442415618,0.346527263987,9.95682499177,4.60548387024,2.3988657845,0.847122458343
1979,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,26,4.65374515225,12.5769245529,7.95737667858,0.036820247,0.036820247,2.62624815057,0.0956751927962,1.12946127832,8.74217451417,9.90791769385,0.544484969331,3.47988306352,3.34516713505,0.823934709804,0.772441815435,1.57190802731,7.07474292462,1.14457101851,0.227825486815,0.757512851512
