paper,mgree/esop2011_fh-gamma.dat,0.0373292156,68.0473163106,22.4120013509,0.0373292156,16.9164871271,0.0373292156,683.3789265382,11.2639950259,184.1978089091,2647.1974534664,271.5776655264,82.2773149998,152.5562329987,0.0373292156,80.5203295401,14.8818202202,210.0662141868,0.0373292156,30.2290428178,0.0373292156
paper,mgree/esop2011_mts-gamma.dat,292.6859969849,0.0373292156,10.8967148350,0.0373292156,10.2867380671,276.4655260240,228.9132847936,88.2606801420,368.9752135423,527.5710914343,141.9486467862,151.1667708305,22.3615984510,32.7963588358,87.2956067912,200.9337041549,118.8163732566,22.9033214402,2094.3569702947,0.0373292156
paper,mgree/fse2004_vaam-gamma.dat,0.0373292156,46.7162109069,36.1796296941,69.0605469527,60.8392681514,1521.7791227168,67.5561710330,0.0373292156,800.9446902966,273.4938165954,192.0290349475,129.5164744400,48.9117132429,0.0373292156,411.6132885813,263.0193274970,47.3375273694,1097.9989146748,76.3515153128,134.2873442516
paper,mgree/icfp2010_matching-gamma.dat,0.0373292156,1653.2316313757,173.8690292806,11.4617589213,55.0233934034,0.0373292156,403.4429327737,310.3311698352,2525.5421652735,276.1974863455,12.2650201012,182.1662011092,20.6266723668,0.0373292156,70.5491432716,113.7180336346,87.2302335982,65.1820582071,29.1617253901,321.6359417766
paper,mgree/icfp2014_cnc-gamma.dat,77.9599687446,0.0373292156,56.3828057433,19.9443853014,240.1661996376,62.9282412650,636.2678269754,0.0373292156,412.2056353045,357.1058699302,354.2456740639,2916.5734146646,127.9447629018,37.7254063102,644.7874876827,280.4675196995,1257.6103757428,70.8574666557,545.9027208433,148.5961644137
paper,mgree/oopsla2009_flapjax-gamma.dat,60.2162777492,57.6321753824,90.2508920858,39.4343007846,98.0570351264,28.0505822290,303.9070937529,82.8689263462,1555.7487936119,544.1553239563,178.8629317204,3665.7552195450,96.1778254060,6.6038409540,191.9837350316,307.7638419410,649.9891830843,176.0407772048,0.0373292156,8.2104991838
paper,mgree/padl2008_padx-gamma.dat,13.3630814279,104.1453183105,16.1116284517,0.0373292156,20.0564981278,0.0373292156,54.4461162661,0.0373292156,508.8882823522,1325.5153579235,241.5686651200,1086.3987999119,0.0373292156,0.0373292156,62.9780170256,78.5545542401,54.5958872750,11.3764755745,0.0373292156,629.5239270109
paper,mgree/plvnet2015_controllers-gamma.dat,15.9401230145,0.0373292156,0.0373292156,23.2371841379,0.0373292156,16.4850297699,60.8809220411,0.0373292156,87.8411162409,119.1060996784,0.0373292156,493.6696739900,0.0373292156,0.0373292156,35.9048056996,39.2115378013,137.2069428154,0.0373292156,10.4415212816,12.5229941160
paper,mgree/plvnet2015_temporal-gamma.dat,0.0373292156,3.3549645189,0.0373292156,9.9675656559,0.0373292156,0.0373292156,0.0373292156,10.5084138400,112.8550665859,24.2273719630,0.0373292156,397.2492260097,38.4555130833,0.0373292156,43.3370531391,44.9781653542,102.3149534245,0.0373292156,255.1623277966,0.0373292156
paper,mgree/popl2010_contracts-gamma.dat,0.0373292156,0.0373292156,38.2792674260,0.0373292156,35.7152913955,0.0373292156,528.9094527640,15.6130291977,358.7266945892,3747.3254641853,164.3138121723,45.8235676648,195.2708722459,0.0373292156,92.3143619511,50.1471994805,217.1611549160,5.8851118139,0.0373292156,0.0373292156
paper,mgree/popl2015_space-gamma.dat,0.0373292156,17.9923615612,42.4195584278,0.0373292156,32.5126631750,192.2515180708,328.5348065207,19.6001038347,493.6632441557,4035.5567171779,113.0985723760,89.2281410132,151.7435164947,0.0373292156,122.5257613794,215.5653499572,235.6196047224,0.0373292156,90.2480193665,0.0373292156
paper,mgree/snapl2015-gamma.dat,389.3856586608,0.0373292156,71.4486589175,147.0700780279,67.6894137839,343.9460171363,65.6161685470,81.4756364936,1150.8187025773,307.8490632117,329.1939205485,452.7431472725,2.7351264614,0.0373292156,79.4372234068,151.2761751664,99.1877105041,197.3255829025,86.4279971344,31.0456451272
paper,mgree/sp2013_exceptional-gamma.dat,0.0373292156,54.4615321846,46.7835259750,530.7626695465,115.4277147016,105.3991516209,772.9907810768,8.8531526438,1605.4963020771,497.8146811158,20.6476996040,3386.7610670339,482.4298462575,29.0002172666,92.3083601912,235.2684902927,546.2313594041,92.4795571828,11.2792708966,60.3138760242
