paper,pcc/pcc_popl97-gamma.dat,0.0373292156,0.0373292156,0.0373292156,25.2314173560,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,3.8432410751,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156
cite,pcc/related/00006898-gamma.dat,79.3218763875,69.2663399235,29.7132307431,1689.8017401764,48.5979871174,283.6188025215,86.1254124800,18.0249920861,973.1958729012,325.0907149652,55.4304292313,188.9707825779,987.9876506389,209.0605585749,36.2990061378,329.9131672584,63.7936990682,31.0123219545,4.4846703517,0.0373292156
cite,pcc/related/Elf-Pfenning-gamma.dat,0.0373292156,0.0373292156,26.2503426205,17.4544477105,8.4366981121,72.1988779406,678.8907910559,37.5739687589,956.3176542377,885.0567695892,25.9261578812,26.9845950123,70.7340263586,0.0373292156,39.1359354111,58.0138622519,0.0373292156,33.8993072471,599.6865040458,0.0373292156
cite,pcc/related/FloydMeaning-gamma.dat,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156
cite,pcc/related/LF-JACM1993-gamma.dat,0.0373292156,25.2746546124,26.2658898858,13.5309302453,0.0373292156,0.0373292156,3116.7533392487,95.2614125874,1169.3106835719,1355.2320086768,186.1367719769,28.1447601358,654.0283773735,38.8330274167,63.2315254061,47.6342462335,211.2772106408,20.3157731634,2207.7415107454,23.6624747440
cite,pcc/related/SPIN-gamma.dat,681.7500189344,2.3718048598,429.7224830396,906.1990375092,107.0452838179,10.9391133916,575.9367127027,84.5004572116,855.6924986361,248.1856146954,232.5677302391,1550.4543553891,345.4678189620,36.9544025915,1398.4863893079,84.5753671373,652.6104975592,42.4634135869,4.9732813868,29.8503033530
cite,pcc/related/TIL-pldi96-gamma.dat,0.0373292156,0.0373292156,9.4086353175,43.8803783333,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,24.8229739959,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156
cite,pcc/related/boyer-yu-proofs-of-microprocessor-gamma.dat,9.7371465574,17.1074402000,100.6770614418,1885.0089152961,54.1893907566,136.9492349828,351.8172717989,142.2802839514,1944.1916862615,92.4369364013,45.7459679659,7.8842633298,861.9529488224,11.5025958415,65.7593680377,71.9711090447,81.2629181177,95.5810130484,445.8243776231,11.8666548321
cite,pcc/related/mccanne-packet-filter-gamma.dat,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156
cite,pcc/related/necula-osdi-pcc-gamma.dat,0.0373292156,0.0373292156,0.0373292156,46.8564298817,0.0373292156,0.0373292156,0.0373292156,0.0373292156,5.5081931216,0.0373292156,0.0373292156,42.7473646434,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156
cite,pcc/related/packet-filter-mogul-gamma.dat,920.0432833720,0.0373292156,39.2492066152,553.4666208116,20.8281482611,10.8233669269,42.4723747801,57.4416585965,849.0573910516,26.9500414852,133.6143660092,1652.3958902587,153.3552558780,27.3781411837,158.8488772554,93.9931099915,740.1552607968,9.8057752588,0.0373292156,4.7931573478
cite,pcc/related/pcc-tr96-gamma.dat,0.0373292156,0.0373292156,0.0373292156,40.8931561862,0.0373292156,0.0373292156,0.0373292156,7.1231675170,0.0373292156,0.0373292156,0.0373292156,20.0956639435,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156,0.0373292156
cite,pcc/related/sml90-defn-gamma.dat,0.0373292156,16.0061354163,125.1633015774,107.5527399776,51.8450759935,4.2890135140,1833.4012662883,0.0373292156,3534.2240370633,7239.3908137429,917.2378083448,247.9685289750,325.5521515966,0.0373292156,106.0109168929,143.8520315787,316.3172663658,69.8351186442,12.8932110277,970.0951796654
cite,pcc/related/software-fault-isolation-gamma.dat,1118.0111928606,0.0373292156,205.3300591670,1492.5419765570,386.9941371437,44.2774149205,162.0493426684,19.5755907875,676.8106290290,74.2109344442,34.0394908323,651.7501237037,171.7012479687,41.3967449977,333.0028276406,137.5058541586,150.7628279592,74.2019875320,7.1920177329,2.3548549919
cite,pcc/related/uniform-proofs-gamma.dat,0.0373292156,174.9798939068,41.8438387088,0.0373292156,20.6651145628,22.1616381711,1192.3700924642,19.6336358836,1814.1071276829,419.5293854675,65.7007333511,72.9101481792,404.6718475564,4.4657786240,131.1654888934,171.9532670916,31.3239191518,65.6892029226,2890.2116577940,130.2891554682
cite,pcc/related/web-navigator-rouaix-gamma.dat,0.0373292156,1.8073307726,9.0445717446,398.1804258601,4.6234622133,16.9483313604,269.1622014142,10.0534350549,270.2432091240,301.3032208742,100.7254000619,649.4853784228,81.0263977436,17.0437918195,77.3382932737,3.8834519107,115.1883711902,15.5773238240,0.0373292156,0.0373292156
