Paper,Type,Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3,cite,esop2011_camera_ready-gamma.dat,17.8220875930,26.7997519801,59.7642415817,15.3706351216,174.9496044285,53.3612563127,6.4246735325,226.9524859964,39.7023359489,1964.4899946562,0.0315527171,32.3164167507,228.0458632772,395.2965723007,36.9988398582,314.9307813266,61.6903440273,83.8699170308,1.8295765267,107.9841233747
3,cite,fb-tr2006-01-gamma.dat,61.6229082162,3.8823741669,235.1823503134,14.7180041979,409.7924084013,117.2281259470,54.9752482893,702.1844519306,227.9659581770,397.7544321337,363.4156596303,79.6183109617,207.4126943107,354.3843614086,100.0609468412,624.0417948071,37.0545716509,72.0487050683,7.9418135779,101.3459343119
3,cite,ff-gamma.dat,109.0577032454,56.1872677366,439.5928725304,190.3835361354,159.8610100275,76.5798481114,18.8713935219,933.2743338499,204.1437756897,567.9777967429,15.6981396397,114.0072292038,326.2249162531,451.9272581052,54.3647412020,433.4142983461,94.8378821360,95.8374823606,0.0315527171,152.3580167873
3,cite,fgr-gamma.dat,320.7640037072,6.2752874978,590.7130729988,66.8077305275,114.1501199861,172.5149389889,162.9494937287,691.1718141722,133.8456998430,111.5890843479,115.3081163614,149.5288567869,300.5162535372,574.6252866306,67.4471808131,349.3361251690,84.5955525581,33.5122251142,9.0456665473,45.9345450259
3,cite,galactic-gamma.dat,189.3968505904,60.9368428486,33.7520576023,203.8687220417,99.0066557106,519.9943741913,32.8393760823,37.4186621341,135.7393217677,44.5332301442,101.4846794495,68.3186392987,349.0525122377,245.9646693849,134.2728711509,93.3930483062,146.5997122783,30.3770471196,140.5285432712,482.1532387315
3,cite,gronski-gamma.dat,64.3771884501,2.3657530301,7.5659555689,0.0315527171,63.2666284479,73.0227071693,20.3591328633,364.7331401498,64.4232082789,735.8353954748,39.6638603597,53.2796054107,176.6659360624,223.2708094660,9.3013077715,244.0993358273,2.9172279375,7.9842501852,12.8092641656,29.6587950058
3,cite,gthreesomes-gamma.dat,63.2388050511,4.7762888448,275.1509312489,13.9670346557,498.2587917002,68.0698977926,0.0315527171,55.2424000685,123.3722958533,2069.8143390877,103.0532608423,141.7050154540,209.9868605868,356.2279375110,83.0037296578,66.3864570898,88.6140198989,80.4737879544,8.3661580032,89.8914903237
3,cite,henglein-gamma.dat,125.1689667306,55.5720276352,416.8980388687,12.2864861088,212.6411868936,46.4027011864,2.7033991622,94.3923406250,306.2945382887,2631.6548094322,0.0315527171,59.8454279588,445.3970527172,500.4831544477,19.9576083792,521.3673865796,20.4786257830,40.9811792332,10.0562753412,50.0182962531
3,cite,hermanhosc-gamma.dat,143.4092035061,190.2964331412,90.5317561837,124.3533248849,189.3824727984,185.7680339906,34.0242582509,121.2188030909,136.5768816222,2144.2452345879,8.7075740783,162.1058028937,219.0742989922,462.1726709401,86.9803189855,173.6123609864,74.4008794436,36.5408170086,31.6401763531,158.5897526033
3,cite,hermantfp-gamma.dat,79.9849348358,83.3964073914,74.3568473112,105.6090335881,121.6884889274,153.5950157734,41.4581626161,63.6737739549,49.7924666003,1246.9779773334,9.0113273195,147.7716694693,114.1521188453,301.2087094227,63.4364034342,110.9798135989,9.9206014975,48.9070494906,20.6745300818,80.0357228502
3,cite,hybrid-gamma.dat,235.3627355894,8.7370754884,33.3911962556,11.0179454715,88.3862750129,285.0420827504,38.6272174676,79.9890416653,25.4131142881,1870.1148703495,395.3428104494,265.9773723545,223.1082810689,482.3385033776,35.5428764651,643.1361883536,18.9200471601,41.4771816204,13.8448136455,170.8614255080
3,cite,kf-gamma.dat,161.9171981427,2.3985423454,44.2242963854,17.8859290627,239.2737796662,280.9724476499,46.1563287836,113.0787172466,118.5324314245,2523.5420708515,368.1640848011,282.9077174559,329.2785577963,566.7759553828,65.4491060018,629.1908969871,78.9791334784,57.8805294991,13.6164476115,181.4068837692
3,cite,knowlessage-gamma.dat,183.9672287816,33.6620034365,176.0921172990,39.5240613996,113.1213909063,220.0421122663,99.1592977056,142.3979381630,119.4144764479,2792.5732453184,269.7587403636,321.2442196194,409.8897379399,749.7909550927,38.6639707457,927.0388642656,71.3192195521,174.2050979847,43.4073960053,82.3589810486
3,cite,milner-polymorphism-gamma.dat,123.7414723310,21.3404908217,102.0768517578,33.4826147821,256.2119481324,278.0142709328,1.9578239619,8.7062637773,126.9274715035,1829.6287605374,12.8226724720,81.3349142471,503.0095520670,535.8487285584,48.4997681702,409.6995139327,73.3933215967,52.1264431253,44.3160690891,76.4921025455
3,cite,oopsla13-dff-gamma.dat,112.2747416375,107.5274877265,124.7983018654,105.8685932240,248.5160147013,150.0946430738,163.0292391891,2118.4439495976,103.4857918057,483.7776607382,154.3905847753,477.5281307564,296.4824715330,835.4143900070,228.1062734996,298.2659162471,57.9992864796,257.8798975149,2.6356260975,122.1120538722
3,cite,rastogi-gamma.dat,183.7483831558,76.8416708198,48.9137134515,11.2085739071,32.1767220291,374.0143281212,198.5195519921,226.4755450176,713.4594208972,2732.8784651898,21.1335989927,116.6545596279,411.7901476333,997.0669354258,162.0959081680,114.9203043245,20.7184292055,153.9992066469,2.5202202474,47.4953694887
3,cite,rc-gamma.dat,0.0315527171,0.0315527171,43.0664652889,0.0315527171,0.0315527171,0.0315527171,0.0315527171,105.9506855504,0.0315527171,14.5015580008,0.0315527171,2.6342793039,56.2537155862,25.3783551760,1.6816200065,17.8063136910,9.4807625551,11.5617720122,0.0315527171,0.0315527171
3,cite,sg-gamma.dat,120.1343450387,4.4392008403,297.0000896499,30.0919060265,423.0120464717,112.7458885663,2.7804702452,37.2267467992,173.9620685588,1840.4628862255,2.4856287536,105.5717311572,187.5807667193,474.7383360680,91.3657394258,93.5496495822,63.2415537388,32.1580187334,0.0315527171,149.0524290243
3,cite,sgt-gamma.dat,39.5525706976,14.9851371747,6.2950277106,68.0301103639,219.3127550472,36.9277546468,20.0728871830,62.4460310666,177.2086973839,1478.3794468278,0.0315527171,175.1135267032,81.7569503728,313.2658456167,13.3009955795,45.5998683070,16.5950489284,3.6708478921,7.1390306238,72.9469694992
3,cite,siekwadler-gamma.dat,99.5919391089,4.4142005601,54.6092583606,37.1879992460,216.0809427965,186.3691455060,10.8800950752,75.0094743618,120.9949683671,2094.8834982794,30.8303408851,93.4689262609,192.3572559928,412.0444362959,37.4088913845,416.5293087698,170.4840378504,46.8771508427,0.0315527171,159.5776316808
3,cite,wf-gamma.dat,98.4069479875,17.2352785457,19.6860225602,11.6931315994,70.4293516962,85.2253253583,0.0315527171,117.4728288449,89.0824733016,2255.9345485328,21.3633578249,80.1556485210,279.0517281070,360.5585459248,30.7099532245,321.0335346333,15.1035125660,15.7401861301,14.3891671542,129.3279591123
3,cite,wright-syntactic-gamma.dat,84.1785620447,35.9517389914,32.2072452733,109.0825333573,92.3036365064,8.4845652542,66.9849723520,29.2095945141,194.5231572463,204.1460159054,54.8657057311,16.6773456759,56.9794618614,8.1734434036,344.5370325396,223.1369919754,132.6541153886,111.3891123067,127.8639563929,84.2818676215
4,paper,tal,11.5786042651,11.5541758801,8.6428310124,25.7547698346,19.5858433705,22.4061670334,19.5065370022,14.9355259331,93.5534688230,49.3777254126,6.0914593156,1.4928994870,5.7464628056,21.1950945315,26.3520280933,30.7585494255,49.8296693939,12.9989788084,28.9711315825,19.2991323316
4,cite,tal/related/Comprehending_monads-gamma.dat,2.5652308685,0.0315527171,7.1090696505,0.0315527171,15.9331495117,0.0315527171,0.0315527171,4.5123684666,1.4238730484,10.1933184121,0.0315527171,6.1685217173,40.1250317386,12.6415250940,24.4043094224,0.0315527171,6.2012798705,4.4931455004,7.6083941558,13.0625205824
4,cite,tal/related/Crary-subtyping-gamma.dat,76.7579146539,45.0938338759,72.1348407172,24.0523671442,153.0992279821,15.1736581204,0.0315527171,11.4440518884,184.9813852154,1293.2157619797,22.3693373201,31.3497098756,226.8165019937,268.5754685565,40.6367823857,178.2867044263,104.2114544473,13.4047739813,5.1925439633,160.8031830976
4,cite,tal/related/Landin-1964-gamma.dat,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171
4,cite,tal/related/Orbit-compiler-gamma.dat,612.4256377762,85.6581704175,92.7405945905,512.4807374981,239.9184161294,96.0223386666,95.7470167253,122.3341644605,324.1337206334,382.8176348348,6.2756132381,68.1235380571,393.3475702207,432.4134788777,64.7021218792,185.0121230464,56.6687175178,90.4552310646,24.2060922643,67.1481364437
4,cite,tal/related/SMLNJ-gamma.dat,562.6823622363,90.4197595045,407.6741069107,229.4348626082,293.0545399004,65.5309058632,209.0384889075,86.6970710911,88.2434117972,1109.1071177714,18.9713615112,60.8771047597,370.8964003804,568.7145916071,132.9715235456,61.6050896805,58.1805425160,189.8037500121,34.3877380568,188.3403256820
4,cite,tal/related/TowardsaTheoryofTypeStructure-gamma.dat,2.4888733360,0.0315527171,0.0315527171,0.0315527171,0.0315527171,0.0315527171,4.6442146610,0.0315527171,0.0315527171,8.9419981052,0.0315527171,0.0315527171,12.6103527894,4.1454086521,0.0315527171,0.0315527171,0.0315527171,1.1729057345,10.4537667478,20.7949017108
4,cite,tal/related/aditya-gc-gamma.dat,330.5805398235,28.5917843672,203.8937240410,93.2793779258,53.1894178814,177.3086609390,1335.5771993221,48.0946699933,149.4503481606,904.1490911812,31.4849643482,87.1008745606,247.6184292130,535.2046758519,42.4194384837,127.3939776732,332.2307992175,25.4817585926,63.6932583362,92.8880644296
4,cite,tal/related/appel-cps-closure-gamma.dat,400.1406025762,67.1099112242,204.3837913647,254.6948780577,81.4646945451,81.4223071277,113.7698016157,2.2173592826,214.9141941314,416.8454539483,0.0315527171,63.2368942580,172.4500857830,234.7375892024,15.4619616365,73.0217017463,18.9640367386,45.8390513297,13.6879932123,57.2371938444
4,cite,tal/related/bershad-spin-gamma.dat,310.0080009243,1077.8187451243,59.5274563724,275.0426956672,284.5489620741,66.9911187527,531.4626487479,444.8438638110,99.7220850156,105.9275961465,344.4115581321,146.6463213150,366.4514493173,1039.1717355471,723.6142006116,154.6497051726,389.9369730076,336.2456268104,85.6299804528,114.9803313393
4,cite,tal/related/boehm_uncooperative-gamma.dat,207.1500854809,156.9282396103,117.3351205808,193.3066645544,30.2516934997,49.7915382413,1078.2836869299,4.1439396612,40.8673067084,64.7117382583,2.4449952752,140.4685514866,256.5124097163,610.9594910311,76.3094301013,61.7224746781,142.5590947713,108.6692055130,22.1862360086,110.0291522351
4,cite,tal/related/cps-danvy-filinski-gamma.dat,145.4451565640,41.6414808528,443.9921304682,55.5367993958,1016.0571181117,120.3658948796,28.0667027411,8.6667043244,621.0520388193,1010.5060415995,92.6699957655,119.2861280226,285.2618271979,621.6891165377,75.8839876535,204.1843279859,94.1967046154,80.0972088443,56.7012399792,114.3304499832
4,cite,tal/related/cps-plotkin-gamma.dat,104.3616558855,13.3219470008,50.7262530829,81.4926343758,201.3138058268,182.6518545694,25.1381673422,20.7235899927,105.5819494461,421.6821797156,39.6585338833,60.8719835036,191.5385286799,153.7883660216,46.3151851576,687.1768572579,30.2425086474,41.8920164452,57.1050736729,35.0479638344
4,cite,tal/related/flexible-representation-analysis-gamma.dat,382.5325413223,23.8058746004,929.6881296565,58.2755152943,111.3388852728,129.7184778398,298.8936217599,37.1380803879,139.3041653135,1554.0048277934,59.2257909622,83.8379595544,401.9778186587,442.9874275554,87.7550515848,118.5200594124,119.4671967389,30.7315018329,13.1232461195,141.3048826818
4,cite,tal/related/glasgow-haskell-compiler-gamma.dat,355.6924918955,43.2461396381,355.0660842457,96.7651246934,35.6134698499,30.4815715977,168.7657295358,30.7247902605,119.9152724069,349.3025248827,20.4828036715,113.2129314803,247.6736216347,245.6911091688,105.8700931158,82.6785899455,185.2252760682,124.5416034431,38.7056099758,115.9762168316
4,cite,tal/related/harper-lillibridge-cps-gamma.dat,169.6443184651,38.1631456616,231.0532012536,15.6025894665,899.1037327475,34.2771586137,9.2785700586,10.5584331369,220.7475180943,1096.1303381410,11.6515623878,50.3113348836,243.4884599495,349.6994845710,81.3946631580,233.7931035490,49.0759013089,50.3383879279,38.3798539049,116.9392970624
4,cite,tal/related/inheritence-as-coercion-gamma.dat,168.4517925353,107.1851101183,311.5043414593,13.1647994183,318.9232395117,76.1855263839,45.2952029655,49.4960660068,175.3378828719,2535.9084728181,55.0407144012,47.5186578482,942.1846973754,772.8013972860,104.6592215696,1217.2942811106,47.9712620180,67.9201337254,104.2225580273,159.5656968910
