POPL '97,
POPL '96,
POPL '95,153.61373078,47.694333449,7.37579224188,30.3193993626,12.1128567869,13.0493997611,11.472858844,3.02721222818,31.5510446221,7.51714153345,18.1037552862,16.6868577409,11.9003718942,3.47300065799,2.51155443838,7.93579102407,10.767276745,8.06101276725,9.3568937539,9.54487571454,2.23149851844,3.40532584154,8.52069834789,10.6474474235,6.87303053805,5.69619721223,10.0284486939,8.19260537349,6.59782804099,12.9673338931,9.94531223176,11.9799244622,7.34397966888,5.13671742796,6.06143354371,9.14388218752,7.5183519209,3.39057159789,7.51292742078,4.56640762608,5.77182368635,6.56601400884,6.25898521007,5.70856239475,3.06917177999,2.5850069818,5.93514663901,5.74226181024,7.78759958763,5.46022358509,3.00214192283,6.52853523144,7.80017223492,2.07077660086,12.7369385362,5.43917543259,7.82834164919,6.6070659161,4.07860222518,5.80928892608,9.16541546699,6.68900028572,5.87477145446,7.98670669694,5.49116521424,9.41816206916,7.78337836687,5.39705724921,5.69370477737,5.81492387151,8.01328917762,6.66511858949,10.635116451,10.0939957323,11.5296403662,3.61063537578,4.80286074698,4.09214475688,11.7753042133,6.83866154852,5.87490612915,7.78447198168,3.19328999908,6.01496317276,7.35327577926,5.18612469368,9.00186433099,5.09821847718,5.11397660752,5.06789766678,9.11151864166,3.53929177077,11.4849911647,2.92710383063,3.30494622146,6.07870833408,8.76129716171,2.79937737605,4.88291935036,10.749483284,4.98272268946,5.22010835248,3.46152756092,4.60467874124,4.36136754639,6.30856515014,4.86857592255,3.66916559091,3.29872929053,6.2081165588,6.60057226136,8.71311866522,7.84116926838,4.92757202575,6.50828487569,5.45646750031,7.94955800993,7.36597724973,10.0394559351,2.0375995212,6.59945649688,5.42718712046,1.51518598846,3.79791999849,3.55251773193,5.75514331225,12.8937454836,9.84575712108,3.61298597474,6.238469308,4.72594851518,6.14124744369,4.69120847911,12.5952573638,5.3823278598,4.42797399346,2.75110545845,3.37157063657,2.97047806243,4.76004078045,6.46239055638,7.58795128516,8.71755702005,8.33410619201,7.35706222378,5.62970481033,9.11419287243,11.377575731,3.91204491629,5.36898161763,10.2325521299,5.2206719277,2.9020368274,4.77687627826,2.27553526453,3.56953050136,3.80794909159,2.11630035711,9.12450815548,4.74599812274,5.21694539091,4.87261371158,5.23596215009,3.46120066657,6.63531851921,5.34149195139,4.73398164593,5.08074737015,4.28092286378,6.4219016883,3.60188062444,5.89246610538,7.80916029681,4.17941127646,5.42802902526,6.59083278468,3.90196510078,3.65336771067,4.30637715976,4.58249254244,3.40759112831,3.68448859984,3.89067092238,4.46979321976,2.12193706857,4.88658215556,5.04794834147,2.51969672335,7.18898061951,1.99136512162,5.2716603869,7.90932100395,1.4417719713,7.31987257595,3.79526437021,5.18972727479,7.23391695485,3.56616473417,3.57356693758,6.58033957449,
POPL '94,154.007197157,48.3739497765,8.50720804636,34.0428291665,13.6404793138,13.5220337346,6.1824053748,7.31679799001,29.2400481171,7.56160128285,14.0695624355,13.7456498245,15.9178462821,5.57570976,4.36980782065,3.61228266678,7.82860783083,9.95480214885,10.0942910832,13.6036690443,4.14593577865,2.97799510074,11.3403810342,9.65001740118,4.50372037583,10.0860630282,3.81960394335,6.17456764886,8.28633521051,13.5690983546,11.5417609399,11.702879992,9.12163246468,5.84953145728,7.00438091154,10.2159327169,9.04263734238,6.2331484061,6.53371936231,5.5678880829,6.16502250336,8.53515117126,4.76971847487,8.39430243326,4.71588972636,5.26329212515,9.78919059318,6.08310550185,12.2993702544,7.09851838982,3.39352953012,6.03019831708,12.02609995,8.18275534626,8.9225326087,9.57711635171,11.8265883523,8.5837912382,6.92498206787,11.5280677016,8.85585213058,10.9817865631,9.71636007824,5.85101395455,8.51130391647,9.27716313138,5.60982251086,10.5090355846,11.6032392208,8.56586795544,11.768262432,4.69855507082,13.3374478127,8.32730192415,8.71584314822,7.0227113583,11.1661421406,4.82636361206,4.47137088715,9.25898117394,2.9644614709,10.3682492961,5.53821355734,5.79528516014,9.37761593362,7.91374394945,5.10693462517,3.83393714563,5.65661907687,7.5865693336,12.9401435949,3.92073097632,5.70437750292,6.92124721895,9.98420123899,5.64405688562,7.09593220512,4.52870520535,8.76387335688,8.68015893762,10.4553907055,6.66699199434,3.33192241761,6.77124676813,7.49747126151,8.40652076549,7.33452971949,6.58350736755,5.84718686383,11.2122701967,6.6601623211,7.41688959247,8.63769184563,4.13907732222,7.64075775381,12.2378999082,4.04421448151,9.44179832593,9.24865754021,4.31340626818,4.70832390164,9.18172863766,5.75398179361,7.40161236002,4.79710086847,7.13024420862,8.65467703955,5.86508937584,8.73484658941,7.03364908103,6.22145571372,5.26139939418,5.56882384124,7.5941446571,5.2768488745,4.5528306209,5.04581879062,7.63754195525,4.11997152496,5.44404109434,4.36648500065,9.73369820493,7.52825671422,5.9651589162,6.95468395543,5.91600674785,6.40781707915,7.58672724978,5.41357364729,5.58212716591,8.24877868993,5.40014990641,3.32479867145,4.03601830357,5.34497617295,5.52526063257,6.10324178563,3.83956414747,8.4922920277,4.83779839024,7.11325147011,5.72461009694,7.15410006748,2.95866277068,6.156410326,6.50547097355,6.002157445,4.91138184598,3.53079795505,6.77495787976,3.51047277635,6.06905830693,8.88989979867,7.42658199729,7.26874355416,8.84648173898,5.32532394315,5.15700070784,5.17256334733,3.9882782254,2.32759585043,5.85095818656,7.32943652196,5.09516285004,4.91012256583,3.95966870033,4.65978748067,3.88038008766,6.97809076935,4.751448234,4.82992883458,6.90316149323,1.83283060123,5.79011020793,6.5680656139,3.76782613494,5.24485667445,2.09812908109,6.62408434389,4.22510425191,
POPL '93,178.832189449,61.9731274131,10.1271521492,43.0176098676,28.969462136,18.5631615055,7.52180395923,6.55697927861,39.7887468454,14.3420041619,11.5897924512,16.0681973571,17.9232797819,2.62850012971,3.61058063341,22.7757109296,20.9299070104,17.8787648189,10.407202822,14.1029696785,3.77325418523,6.58769553116,16.5188068504,16.0462425792,3.82762313812,12.1907954539,4.40124482907,6.07298388581,8.23421196274,14.0438844601,12.2493229354,12.5700144085,7.22349119467,6.59546251186,8.63810255981,13.6282757651,10.3157571287,10.2532365265,5.61023251308,4.86562781422,4.95449142771,14.7643641082,4.75325745087,8.39475957216,5.60004255284,7.91177308219,10.2528833831,6.49688748103,8.00562493018,9.40296466012,5.85000114536,5.80536894119,4.79608055534,6.20829130386,11.2571351963,7.82638578331,18.123168418,6.31642868499,6.22140610772,9.59499629068,9.58838826152,12.8185875524,10.3568402128,8.46580686502,16.453844652,9.99094354322,5.68683577112,9.66140585673,11.068404993,5.27803968413,12.2367845693,5.28489622871,13.1165898469,7.38383201421,7.19875099262,5.1676637842,10.0094763394,7.55743032339,5.65547248843,8.46420267812,5.02087524918,14.8840198167,5.17368497297,10.7598191946,7.39430059244,7.82200838619,12.2019805794,5.95807886043,4.65566861066,5.14988416567,11.8935565306,6.53776490782,13.0501795606,5.90222565281,7.70783731141,8.14323860859,10.2591736006,10.0177924516,8.63149157446,9.38539241314,11.3837074795,4.79778144024,4.09665675729,3.67121601832,7.39560460464,11.2082056496,8.08397260348,8.51762638578,5.54149344332,6.31465874763,7.3199749748,7.39831454193,4.94379741474,9.45302765182,4.58667625065,8.57177647109,7.59165368239,7.94208962327,7.77528613595,3.70280969716,5.70649151549,9.40624191892,5.88675983103,7.41711956473,3.7558279617,8.35169824729,8.08181864392,5.87426183279,3.66912844802,5.96024668799,5.04588982481,7.6500578656,9.48531693815,7.72001329168,7.24326723184,6.50636224306,6.41492520087,7.03265554212,7.12803652574,6.73708229814,3.73157261875,5.51995683081,5.16272997873,7.30476702279,9.16615284514,5.58819933248,10.1655323719,7.80631846054,7.02372443023,4.69898062075,9.4232001481,4.15647738576,2.85763097714,5.04172011846,1.49965956138,5.99823654104,8.57592367354,5.11909015274,10.2932944189,5.20621717102,5.50875004693,3.67309928313,8.09294920925,6.7546564749,5.63531634854,6.59405258826,5.65669480378,7.38455088615,3.51303857626,7.65264454319,8.25174163228,7.84574845155,4.75228546824,6.75486180155,6.24032521123,7.10217019617,5.96427749597,4.39622163118,4.80179203622,4.30484305395,3.7889923335,5.7844082172,6.1875196444,5.19199331463,5.50426983926,6.7798465399,3.3126597583,5.05200311234,7.69955496683,5.51243030134,6.25688642564,10.0291277752,3.20549814758,4.20878393616,6.94333300841,6.43493734307,6.69232533278,4.18301164334,6.73677026683,5.05084387994,
POPL '92,120.697606173,43.2595172499,9.17180819162,34.243741767,5.90564780729,11.4639952254,7.23475547598,6.96214335769,19.3602822221,2.95745287776,12.2039686215,13.4293432807,12.9083404856,3.60142099604,2.45929764463,3.93852156196,6.09400741343,6.26809979812,4.12259035075,6.11836337768,2.29711713296,1.40074473663,7.98905915046,6.97461813476,3.13108336625,6.274532277,4.90879547544,4.08638477558,7.86799000267,11.3870513858,8.2018291941,7.25005236613,10.5261099931,3.73695357416,5.92251363752,8.33148007426,10.395032243,5.25180386006,7.23560328481,1.79693312473,8.93796973772,8.29888933764,6.20846262129,5.33879090525,3.339996537,1.40200027967,9.56964713109,4.79067165375,7.49200895167,4.56969827891,2.72685243832,3.20047305648,7.75602615455,7.98049132683,8.25163346331,1.37659826705,9.13124566531,7.42527973512,4.31135674908,5.75699222597,4.43609568336,9.65920771935,4.66725743988,4.11966968855,5.73040097616,8.33978998064,3.59807694149,7.42460654112,5.48400842016,6.0822888287,8.89107009951,2.14951911755,5.98879190007,7.50431182952,4.82939244028,5.23336208697,3.22278186835,5.28480323456,2.9581400303,2.78184498427,5.26897481898,6.3982426285,5.26981524523,7.28955354502,5.2153563084,4.79978172854,10.9579521406,3.46830488645,4.13356996838,6.94110763115,9.49764183461,4.94187304128,4.59077439136,4.7298372898,3.81759999949,2.97775316233,7.30361632611,4.34694439568,5.8580893065,6.34214288211,7.38815414138,5.04815401331,2.47375096371,3.77806024979,2.03104287894,7.80375177948,5.48200212216,5.6403419117,3.74114820972,4.64849992544,3.95890704565,5.12351679364,3.66304673386,5.06815956966,2.12788767096,6.04422066076,4.30995560296,6.37884303662,7.74192105907,3.45174287588,4.49547304385,5.61163563057,3.71427700384,2.38835748305,0.827633907003,4.93590735823,7.85932268127,4.07493584732,5.87486596524,6.02642482589,4.37604992095,4.61193285863,3.45507640808,6.464470118,4.62587491982,6.25462135109,1.32862320757,3.61559139198,1.47051113451,4.3156121532,3.36813743512,4.33705373152,2.85621800477,5.88595916955,5.52237295704,5.46809598975,3.69717438183,3.49743495602,1.9852054798,2.06308626842,5.25816976928,3.57716249986,3.75748151512,2.80855650029,3.25159157082,2.56386140929,3.60601138796,5.33833136146,2.49987473095,2.42217560609,3.97504558114,2.13988889503,3.43312696836,7.13702116046,2.46047207507,2.77392103442,4.52897324104,5.21873904016,2.77466136601,5.68918800222,5.6038436858,4.04722625245,4.65491699189,6.05345287942,5.36110385135,4.18428459324,4.22871092262,3.30412376872,4.09680173326,3.19271583603,2.9347598415,4.09315198886,1.97399728844,3.85654739787,3.67958490652,6.09752508224,1.86415386852,6.15077201714,3.23449294837,3.74159818614,2.96552753264,8.49737058312,1.57793323968,3.57539539526,5.03939986939,4.44428558933,3.47574261105,2.04074548657,3.50233266305,2.34134340625,
POPL '91,
POPL '90,130.405636888,39.6486353388,5.87337847106,24.2539924668,9.22590587057,13.1832184264,5.01599339077,5.01931612799,24.7136893811,3.88785437844,9.25470363675,10.9620002711,14.8148451206,2.95567467816,1.5238936523,5.9812318935,5.58127465738,4.92640196714,7.07897958868,7.86099456281,2.01877402678,2.48965870336,11.3964676137,8.60270819727,4.14677542532,8.42684241857,6.43384025743,8.18235704981,9.65344611028,11.642394505,9.16569692845,7.24122640845,5.7791880498,5.86195688662,9.79978180933,6.8557257739,6.76881834808,5.33853450657,6.36425437136,3.90805046524,5.36551185902,6.02356368535,3.29262450131,4.83426631044,5.09462971631,4.68140241828,6.36310087842,6.6866665869,6.73368740668,6.80225844601,5.46747238552,6.14768798875,5.16729780014,4.24728304079,10.5837953768,3.6893753426,7.70920366769,4.35919952026,3.48727893195,10.0610207427,7.5234886399,7.82296658166,6.55740455002,4.04445328822,9.39487876123,9.97372261081,5.80594159281,6.53957645371,4.76600568652,5.65101719127,10.268643246,6.42472049234,6.35596003173,7.26957203905,6.20553727692,4.28946189743,7.22612404808,4.83311328445,5.59396682415,8.72654770027,5.20360290082,8.56007203504,8.4832761029,3.67023134791,3.80686365254,4.03562523016,4.58467717351,4.03920579008,3.62056903269,8.83101705653,10.5101098405,3.61627174293,6.0097452452,2.98305230091,6.7616457631,2.44262955755,5.64531800457,4.89458021585,5.07638629912,6.24821457886,3.50067415716,2.36351065158,3.95570979007,7.37240429222,3.09866012619,6.5455177739,7.63566637659,4.83707255941,3.49492139769,6.28220648422,6.24301632233,6.91406449296,3.72951684101,4.81657812452,4.96580235374,8.0719386739,5.8363652197,4.71782063617,4.42832223897,3.99689620014,2.97381806767,5.58451571426,6.77554868964,5.32974357135,3.1306975491,2.79758146924,9.01510890977,2.81005769343,2.05596799821,6.50694060139,5.00225282879,6.00746536047,4.58207161995,7.52150944193,4.62013924557,5.52998906559,4.06870797537,3.47598468797,2.40236899039,2.91829912218,4.85645757844,5.05618262283,3.95256958354,5.79375501423,7.22773588221,5.3242715628,5.0848770271,3.58348841941,3.40171159467,2.85265980427,6.07402795747,4.39047699689,2.85531189565,4.12091153032,2.61496068672,3.10340236163,5.7063905961,2.03259155631,6.17032297043,5.36114577279,6.40324427082,4.82083247766,4.48229162786,3.49333580925,5.76525315401,4.34589312604,4.14140723182,5.8866701108,4.02381280565,4.24421193811,3.03642540678,7.10779687216,7.31262230919,4.6776511618,3.99189929474,5.29055827566,2.65542898614,3.35178512726,4.255696787,4.17077358887,1.99020306972,2.71384892018,3.47567272801,2.46082535356,4.50330624375,1.83023356951,2.99830012989,5.50054701681,6.03892663889,4.39616941858,7.19173466456,3.84101669717,3.08671327146,4.1207981924,5.20846817518,2.64086883223,3.55291820691,2.34815489165,5.37468953757,4.73258973781,
POPL '75,90.9981103335,19.6822919325,9.16258073539,8.85055453558,12.0429176449,5.60712460934,3.90401906283,0,23.8912497252,4.59927646829,8.43354284696,18.1213782941,9.93913716573,0.64704446563,4.75855796968,5.81295769993,5.933834149,11.3024340833,2.9611970577,12.2949311116,1.32980589601,3.73710501549,9.36556920233,2.81365129832,3.48845474712,2.51220580443,4.68412326285,13.1418384791,3.31747836273,4.56109336292,3.69503398903,0.487497291968,6.11546183115,2.53314320976,4.3255513952,4.56004591569,3.92296702507,3.67682156858,5.54257857799,0.309218629278,4.21910686259,10.0230428027,1.69879828059,4.4886119037,4.90303477624,4.00631284888,3.56282007127,0.981438601961,3.94911500035,8.28125061591,1.28764237398,7.98764004814,3.58309297799,2.55345519766,4.71971558368,6.6296641907,3.6940458368,3.98792564127,1.88545532582,5.73039114013,3.54076726949,8.30896170326,7.65165941295,4.06224362712,2.10429885926,6.05460904727,2.87084672698,6.91321785768,3.41292728497,3.91902167385,3.35330920346,4.59706086266,3.04563855726,5.18624049729,3.89133906617,4.49479510057,10.903973691,2.17333204964,2.77213801099,4.27116395272,7.4674872966,5.14927529723,2.68547232743,3.09370289963,6.51365460314,2.73418891839,5.87070118548,3.65989205166,1.19796250385,2.95339130589,2.75734992852,1.56304243394,6.47592247335,2.95106851383,2.72551744038,2.98423726342,3.6645687371,3.86225318709,2.56824448425,3.35510137807,1.87211993485,1.94393871777,3.04877079614,3.82583640886,4.42340205958,4.88546869757,1.85628101205,5.77138489349,1.17293656351,4.34685674961,4.86427983615,4.5681949206,5.91311961402,4.5537832525,1.95009227608,4.12711624947,3.93298633217,5.26201070861,5.60223440939,2.9891106786,2.85634395397,4.12479156289,3.17729495897,1.87964075446,2.55565271317,4.46540513798,1.55009075682,3.7043209504,2.95412154916,3.88849857656,2.7442899902,3.50228963136,1.7502612294,6.10888502658,4.7837570282,3.35653117803,1.78251128934,4.07176397548,1.35034174996,0.532330817399,4.69581318083,0.761234217292,3.46494479229,1.71713028184,2.57495673628,3.62894386142,4.28167207916,4.63908332053,2.76936336461,2.7837774368,1.87315309696,1.0142013746,3.94207444414,2.295431106,2.62080008749,3.04053800815,3.81040857126,3.30927038727,3.41398299263,3.36797868218,4.26808103684,4.02995407738,3.74417347722,4.37865872946,2.5628928686,3.56210707724,2.29332156792,4.15985401481,4.05263027334,4.68533060709,5.16746547939,5.3448822291,7.81187770889,2.66148680726,1.53200194422,3.46772447171,0.822440343702,1.62402522042,1.49842379701,1.09624787065,1.7908271925,2.92357603862,4.18319324136,1.5120572296,5.19421561713,2.58627882625,1.00727348159,1.84596075761,3.65450016824,3.1432499519,3.32154814531,5.58004317148,1.23342463048,1.92069427484,3.67201866125,2.68359038282,2.03005242856,1.36731417935,3.12110517375,0.716618224515,
POPL '99,
POPL '98,
POPL '11,294.651710393,81.6756404815,5.84101115265,32.3486796968,28.364071398,27.3106419746,12.1684788763,9.54803293351,58.4321173462,21.0957880944,23.5720130068,19.9870972935,36.6106094477,6.35780293762,7.18182638212,19.3411285686,15.3002529064,12.4404104653,13.8951030577,17.3121133711,13.7935265164,22.5074942297,18.2607127055,23.1629745115,9.16857343156,16.7151860875,9.73287201781,14.1787356807,11.2806801255,11.5157147362,6.63482419595,14.2347548912,18.5223769454,10.5195712131,7.79226832486,13.1736580696,5.80493760418,12.3783188606,11.3868572926,8.16603634504,12.7604387752,8.82892383263,19.0023207226,9.95915551335,11.7458469011,6.77802836377,11.7285444617,25.7055194545,11.1136336436,11.9518962006,12.6307587307,10.1669452489,12.2309737654,9.81102755922,14.6104861191,7.05312336089,18.1653140889,12.6052765745,10.6602404114,14.0053290319,15.5577929044,13.0106942566,23.7694763004,13.1712075738,10.1308899041,13.0935640522,10.9822466004,9.58299758288,14.1433854197,14.5843372465,12.0173023421,10.3797716559,13.452640771,7.63732848526,8.2401264078,9.26890806761,18.3316071318,9.83844356804,10.4824489421,11.285616968,12.3079908859,16.0928422926,8.83697510914,8.21811574242,10.4953596379,7.30433207527,13.8294630393,7.39660801492,5.9049756185,7.87746352818,7.59413330907,4.98670309332,13.0398566097,5.54066254382,5.81741372745,8.12765732066,12.918731388,7.2162696647,11.4692087474,14.5866107698,13.4834306245,4.87679996815,6.94059434946,7.9801193551,7.83434273019,9.51255039528,14.4421441616,9.31807911631,3.96478567926,9.31025496927,12.0199425711,7.18505464113,6.96307213475,9.08690631696,6.41406359256,11.7146168375,9.40778030565,7.44471642756,8.64014720005,5.10087790549,7.5198339119,9.58152418585,3.69118593126,7.09988983732,8.70044844587,8.31720706027,18.0856741598,9.25376014162,7.71161197551,9.59741605745,8.06683528545,8.62499244268,11.4547125421,16.5839627458,8.53898634307,12.4409469777,8.21873386479,9.4715448987,6.27478060998,6.53690723782,10.1813806712,5.68373201893,14.2761480838,13.9259447076,14.8117376794,9.16819898657,11.9349262604,13.8737529217,7.14341241728,5.98724549089,8.6012926067,8.52819063827,5.0400324281,4.34875889405,8.73661614552,8.27161462313,8.16489384871,7.6112444984,19.3570532903,8.00608067045,6.83990060663,7.64649289147,10.9146758294,7.89815791111,10.4536571822,6.9285046835,10.8694864357,8.91722595797,9.1991657114,7.68501695391,8.00663001266,9.16078419307,7.70606680029,7.84116118645,8.4739284823,14.464126825,12.4019438864,1.04204109087,9.53635881949,7.20899417071,6.24914065525,8.25639047996,7.83149792445,6.45464397516,9.20468397056,8.41395574688,5.31475910375,5.57551959422,9.21774515671,10.9942993998,8.30280207237,12.4484221559,3.99731054933,7.95012843783,5.90344455354,3.52277708217,7.91740406694,4.95506048419,5.78778859409,9.97880823805,
